"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C01_002E","S1903_C01_002M","S1903_C01_003E","S1903_C01_003M","S1903_C01_004E","S1903_C01_004M","S1903_C01_005E","S1903_C01_005M","S1903_C01_006E","S1903_C01_006M","S1903_C01_007E","S1903_C01_007M","S1903_C01_008E","S1903_C01_008M","S1903_C01_009E","S1903_C01_009M","S1903_C01_010E","S1903_C01_010M","S1903_C01_011E","S1903_C01_011M","S1903_C01_012E","S1903_C01_012M","S1903_C01_013E","S1903_C01_013M","S1903_C01_014E","S1903_C01_014M","S1903_C01_015E","S1903_C01_015M","S1903_C01_016E","S1903_C01_016M","S1903_C01_017E","S1903_C01_017M","S1903_C01_018E","S1903_C01_018M","S1903_C01_019E","S1903_C01_019M","S1903_C01_020E","S1903_C01_020M","S1903_C01_021E","S1903_C01_021M","S1903_C01_022E","S1903_C01_022M","S1903_C01_023E","S1903_C01_023M","S1903_C01_024E","S1903_C01_024M","S1903_C01_025E","S1903_C01_025M","S1903_C01_026E","S1903_C01_026M","S1903_C01_027E","S1903_C01_027M","S1903_C01_028E","S1903_C01_028M","S1903_C01_029E","S1903_C01_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_001E","S1903_C02_001M","S1903_C02_002E","S1903_C02_002M","S1903_C02_003E","S1903_C02_003M","S1903_C02_004E","S1903_C02_004M","S1903_C02_005E","S1903_C02_005M","S1903_C02_006E","S1903_C02_006M","S1903_C02_007E","S1903_C02_007M","S1903_C02_008E","S1903_C02_008M","S1903_C02_009E","S1903_C02_009M","S1903_C02_010E","S1903_C02_010M","S1903_C02_011E","S1903_C02_011M","S1903_C02_012E","S1903_C02_012M","S1903_C02_013E","S1903_C02_013M","S1903_C02_014E","S1903_C02_014M","S1903_C02_015E","S1903_C02_015M","S1903_C02_016E","S1903_C02_016M","S1903_C02_017E","S1903_C02_017M","S1903_C02_018E","S1903_C02_018M","S1903_C02_019E","S1903_C02_019M","S1903_C02_020E","S1903_C02_020M","S1903_C02_021E","S1903_C02_021M","S1903_C02_022E","S1903_C02_022M","S1903_C02_023E","S1903_C02_023M","S1903_C02_024E","S1903_C02_024M","S1903_C02_025E","S1903_C02_025M","S1903_C02_026E","S1903_C02_026M","S1903_C02_027E","S1903_C02_027M","S1903_C02_028E","S1903_C02_028M","S1903_C02_029E","S1903_C02_029M","S1903_C02_030E","S1903_C02_030M"
"id","Geographic Area Name","Total!!Estimate!!Households","Total!!Margin of Error!!Households","Total!!Estimate!!Households!!One race!!White","Total!!Margin of Error!!Households!!One race!!White","Total!!Estimate!!Households!!One race!!Black or African American","Total!!Margin of Error!!Households!!One race!!Black or African American","Total!!Estimate!!Households!!One race!!American Indian and Alaska Native","Total!!Margin of Error!!Households!!One race!!American Indian and Alaska Native","Total!!Estimate!!Households!!One race!!Asian","Total!!Margin of Error!!Households!!One race!!Asian","Total!!Estimate!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Margin of Error!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Total!!Estimate!!Households!!One race!!Some other race","Total!!Margin of Error!!Households!!One race!!Some other race","Total!!Estimate!!Households!!Two or more races","Total!!Margin of Error!!Households!!Two or more races","Total!!Estimate!!Hispanic or Latino origin (of any race)","Total!!Margin of Error!!Hispanic or Latino origin (of any race)","Total!!Estimate!!White alone, not Hispanic or Latino","Total!!Margin of Error!!White alone, not Hispanic or Latino","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Total!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Total!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Total!!Estimate!!FAMILIES!!Families","Total!!Margin of Error!!FAMILIES!!Families","Total!!Estimate!!FAMILIES!!Families!!With own children of householder under 18 years","Total!!Margin of Error!!FAMILIES!!Families!!With own children of householder under 18 years","Total!!Estimate!!FAMILIES!!Families!!With no own children of householder under 18 years","Total!!Margin of Error!!FAMILIES!!Families!!With no own children of householder under 18 years","Total!!Estimate!!FAMILIES!!Families!!Married-couple families","Total!!Margin of Error!!FAMILIES!!Families!!Married-couple families","Total!!Estimate!!FAMILIES!!Families!!Female householder, no husband present","Total!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present","Total!!Estimate!!FAMILIES!!Families!!Male householder, no wife present","Total!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Total!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Total!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Total!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Total!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Total!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Median income (dollars)!!Estimate!!Households","Median income (dollars)!!Margin of Error!!Households","Median income (dollars)!!Estimate!!Households!!One race!!White","Median income (dollars)!!Margin of Error!!Households!!One race!!White","Median income (dollars)!!Estimate!!Households!!One race!!Black or African American","Median income (dollars)!!Margin of Error!!Households!!One race!!Black or African American","Median income (dollars)!!Estimate!!Households!!One race!!American Indian and Alaska Native","Median income (dollars)!!Margin of Error!!Households!!One race!!American Indian and Alaska Native","Median income (dollars)!!Estimate!!Households!!One race!!Asian","Median income (dollars)!!Margin of Error!!Households!!One race!!Asian","Median income (dollars)!!Estimate!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Median income (dollars)!!Margin of Error!!Households!!One race!!Native Hawaiian and Other Pacific Islander","Median income (dollars)!!Estimate!!Households!!One race!!Some other race","Median income (dollars)!!Margin of Error!!Households!!One race!!Some other race","Median income (dollars)!!Estimate!!Households!!Two or more races","Median income (dollars)!!Margin of Error!!Households!!Two or more races","Median income (dollars)!!Estimate!!Hispanic or Latino origin (of any race)","Median income (dollars)!!Margin of Error!!Hispanic or Latino origin (of any race)","Median income (dollars)!!Estimate!!White alone, not Hispanic or Latino","Median income (dollars)!!Margin of Error!!White alone, not Hispanic or Latino","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!15 to 24 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!25 to 44 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!45 to 64 years","Median income (dollars)!!Estimate!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Median income (dollars)!!Margin of Error!!HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER!!65 years and over","Median income (dollars)!!Estimate!!FAMILIES!!Families","Median income (dollars)!!Margin of Error!!FAMILIES!!Families","Median income (dollars)!!Estimate!!FAMILIES!!Families!!With own children of householder under 18 years","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!With own children of householder under 18 years","Median income (dollars)!!Estimate!!FAMILIES!!Families!!With no own children of householder under 18 years","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!With no own children of householder under 18 years","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Married-couple families","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Married-couple families","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Female householder, no husband present","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Female householder, no husband present","Median income (dollars)!!Estimate!!FAMILIES!!Families!!Male householder, no wife present","Median income (dollars)!!Margin of Error!!FAMILIES!!Families!!Male householder, no wife present","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Female householder!!Not living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Living alone","Median income (dollars)!!Estimate!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Median income (dollars)!!Margin of Error!!NONFAMILY HOUSEHOLDS!!Nonfamily households!!Male householder!!Not living alone","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Median income (dollars)!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Median income (dollars)!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months"
"0500000US01025","Clarke County, Alabama","9622","326","57.3","1.7","41.8","1.6","0.1","0.1","0.3","0.3","0.2","0.3","0.2","0.4","0.2","0.2","0.4","0.4","57.1","1.7","2.5","1.0","26.4","2.3","41.0","2.2","30.1","1.7","6200","287","33.0","3.7","67.0","3.7","72.4","3.2","22.2","3.2","5.4","1.8","3422","331","59.0","5.4","55.6","5.2","3.4","2.1","41.0","5.4","37.3","4.7","3.7","2.7","44.0","(X)","44.2","(X)","40.8","(X)","32011","3088","41390","3323","19650","3528","-","**","(X)","(X)","-","**","-","**","-","**","2,500-","***","41480","3401","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","47168","3467","50763","8616","46120","4064","(X)","(X)","(X)","(X)","(X)","(X)","14938","2474","12528","3435","10949","3363","28226","14454","19731","6842","18007","4696","53799","7560","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US01027","Clay County, Alabama","5419","225","84.2","1.9","13.5","1.5","0.7","0.7","0.0","0.6","0.0","0.6","0.8","0.8","0.7","0.7","2.9","0.5","82.6","1.7","2.1","1.3","26.7","2.4","42.8","2.4","28.4","1.9","3694","244","38.3","4.0","61.7","4.0","74.5","4.3","19.4","3.7","6.0","2.3","1725","205","54.7","6.6","51.3","6.8","3.4","2.7","45.3","6.6","39.8","6.8","5.6","3.7","32.7","(X)","36.9","(X)","23.6","(X)","35327","4517","37166","4919","30343","3848","12679","6060","-","**","-","**","-","**","(X)","(X)","24914","9986","38191","5498","20052","19306","31643","5001","42255","3390","28474","3414","43192","4536","31183","7748","49487","6715","50788","6184","20577","7955","24779","13011","19418","2866","16777","3311","15918","3158","22292","7448","26442","11678","23350","6453","56198","1388","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US01029","Cleburne County, Alabama","5776","193","94.8","1.1","3.9","1.0","0.2","0.3","0.2","0.3","0.0","0.5","0.0","0.5","0.9","0.7","1.6","1.0","93.4","1.4","5.0","1.5","27.5","2.2","38.6","2.3","28.9","1.7","4074","210","39.5","3.7","60.5","3.7","79.2","3.6","15.6","3.2","5.2","2.1","1702","181","50.1","5.7","46.3","5.9","3.8","2.3","49.9","5.7","43.6","6.1","6.3","3.4","33.5","(X)","34.8","(X)","27.4","(X)","38056","3883","38886","3427","30335","14521","-","**","-","**","-","**","-","**","(X)","(X)","17431","6785","39439","3354","27847","7409","46696","7739","48065","7070","26793","2827","48761","3810","48125","4062","50065","5775","(X)","(X)","(X)","(X)","(X)","(X)","16704","2435","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US01031","Coffee County, Alabama","19160","416","79.8","1.4","16.3","1.4","0.9","0.3","1.2","0.5","0.0","0.2","0.4","0.2","1.4","0.3","4.6","0.7","75.7","1.5","3.8","0.8","32.2","1.3","38.6","1.0","25.4","1.1","13012","433","41.7","2.0","58.3","2.0","73.5","2.1","20.0","1.4","6.5","1.4","6148","341","47.7","3.4","43.9","3.2","3.8","1.2","52.3","3.4","45.0","3.5","7.3","2.7","37.2","(X)","36.2","(X)","38.3","(X)","46729","2066","51998","2705","26605","2686","46607","7910","39063","13036","-","**","(X)","(X)","60781","27506","32372","12484","53134","2704","25948","7905","46456","4866","63528","3926","35437","2190","62075","3084","53165","8270","66482","3519","74685","3030","26931","2624","40893","16220","25627","1648","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US01033","Colbert County, Alabama","22204","438","80.9","1.0","16.6","0.9","0.4","0.3","0.3","0.2","0.1","0.1","0.6","0.4","1.0","0.4","1.3","0.4","80.4","1.0","3.7","0.8","28.5","1.1","39.5","1.3","28.3","1.1","15087","475","36.7","2.0","63.3","2.0","70.9","2.6","20.8","1.8","8.3","1.7","7117","422","55.4","3.4","50.8","3.3","4.6","1.8","44.6","3.4","38.3","3.1","6.3","2.1","39.6","(X)","39.4","(X)","38.6","(X)","40576","2536","44296","2429","28778","3836","(X)","(X)","(X)","(X)","-","**","29747","3923","28512","9272","30994","11477","44433","2590","26763","3263","45350","6502","49061","3696","32366","2168","51154","2248","43142","6117","54056","2067","61979","3112","28296","2728","36087","6817","23425","1939","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US01035","Conecuh County, Alabama","5168","218","54.8","2.0","42.5","2.8","0.2","0.2","0.1","0.1","0.0","0.6","0.0","0.6","2.5","1.5","1.1","0.9","53.7","2.0","3.3","1.8","22.4","2.6","43.0","2.4","31.3","2.2","3434","267","32.6","4.1","67.4","4.1","69.2","4.4","24.6","4.1","6.2","1.9","1734","237","48.3","5.7","43.0","7.2","5.2","4.6","51.7","5.7","50.7","5.7","1.0","1.3","27.6","(X)","25.5","(X)","31.7","(X)","24900","3001","32746","5416","17366","2815","-","**","-","**","-","**","-","**","32554","11418","13365","9771","33705","5470","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32690","4389","32279","8551","32868","5157","46775","6135","14495","4030","24327","5806","15166","1768","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US01037","Coosa County, Alabama","4450","233","67.4","2.5","31.5","2.4","0.0","0.7","0.0","0.7","0.0","0.7","0.0","0.7","1.1","1.0","1.2","0.6","66.1","2.5","1.7","1.1","21.8","2.7","45.6","2.3","30.9","2.3","2798","225","30.8","4.7","69.2","4.7","68.8","5.2","22.7","4.5","8.5","3.1","1652","209","51.9","5.6","46.6","5.9","5.3","2.8","48.1","5.6","42.0","5.8","6.1","3.7","37.8","(X)","38.7","(X)","36.4","(X)","31212","2971","42727","3849","23473","2955","-","**","-","**","-","**","-","**","-","**","(X)","(X)","42596","4016","23578","5630","35714","8939","32500","8178","25636","4610","42539","3293","41042","11025","43057","3565","(X)","(X)","(X)","(X)","(X)","(X)","19139","2787","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US01039","Covington County, Alabama","14949","348","86.3","1.0","11.6","0.8","0.6","0.3","0.3","0.2","0.0","0.1","0.3","0.3","0.8","0.3","1.4","0.4","85.2","0.9","3.2","0.7","26.5","1.2","39.0","1.2","31.3","1.2","10401","355","36.7","2.1","63.3","2.1","73.0","2.2","21.9","2.0","5.1","1.2","4548","276","55.9","3.1","52.3","3.4","3.6","1.7","44.1","3.1","37.5","3.1","6.6","1.8","42.2","(X)","41.1","(X)","42.3","(X)","36444","1673","39636","2607","21875","4112","26389","25635","33177","10419","-","**","53125","10330","(X)","(X)","51131","28872","39753","2569","30378","9696","41207","4692","43969","3620","28878","2360","45758","2262","42500","5045","48077","2345","55005","2663","22872","3677","28487","4479","20722","1512","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"0500000US01041","Crenshaw County, Alabama","5383","180","71.1","1.6","26.1","1.5","0.8","0.4","1.3","0.4","0.0","0.6","0.3","0.3","0.4","0.4","0.8","0.3","70.7","1.5","1.7","0.8","28.6","1.8","40.1","1.9","29.6","1.7","3562","197","39.9","2.7","60.1","2.7","70.8","3.3","25.0","3.3","4.2","1.4","1821","163","54.5","4.1","51.3","4.4","3.2","2.1","45.5","4.1","41.1","4.0","4.3","2.0","39.0","(X)","40.4","(X)","35.7","(X)","36022","3041","42771","4520","21614","3311","55227","12318","(X)","(X)","-","**","-","**","-","**","72868","33128","42398","4429","41000","11880","47273","8307","43500","6790","23429","2188","50235","3266","53200","7259","48654","5205","57531","5473","26422","4867","41397","10733","16595","1775","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
