DMV ID,DMV Snapshot (Date),ZIP Code,Registration Expiration Date,VIN Prefix,VIN Model Year,Registration Valid Date,Make,Model,Model Year
4,DMV Direct (5/1/2018),55121,9/30/2018,5YJXCAE2,G,5/1/2018,Tesla,Model X,2016
4,DMV Direct (5/1/2018),55445,2/28/2019,5YJXCBE4,G,5/1/2018,Tesla,Model X,2016
4,DMV Direct (5/1/2018),55311,5/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55113,5/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55155,12/31/9999,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55408,5/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55343,5/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55125,5/31/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55016,2/28/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
4,DMV Direct (5/1/2018),55068,2/28/2019,1N4BZ0CP,G,5/1/2018,Nissan,Leaf,2016
