DMV ID,DMV Snapshot (Date),Registration Valid Date,ZIP Code,VIN Prefix,Registration Expiration Date,VIN Model Year,Make,Model,Model Year
1,DMV Direct (3/3/2018),11/14/2017,48380,1FADP5CU,,D,Ford,C-Max Energi,2013
1,DMV Direct (3/3/2018),11/14/2017,48173,5YJSA1E4,,H,Tesla,Model S,2017
1,DMV Direct (3/3/2018),11/14/2017,48430,1G1RA6E4,,E,Chevrolet,Volt,2014
1,DMV Direct (3/3/2018),11/14/2017,48226,5YJSA1E2,,G,Tesla,Model S,2016
1,DMV Direct (3/3/2018),11/14/2017,48206,1G1RB6E4,,F,Chevrolet,Volt,2015
1,DMV Direct (3/3/2018),11/14/2017,48866,1G1RD6E4,,C,Chevrolet,Volt,2012
1,DMV Direct (3/3/2018),11/14/2017,48336,3FA6P0SU,,D,Ford,Fusion Energi,2013
1,DMV Direct (3/3/2018),11/14/2017,49423,3FA6P0SU,,G,Ford,Fusion Energi,2016
1,DMV Direct (3/3/2018),11/14/2017,48302,5YJSA1E2,,G,Tesla,Model S,2016
1,DMV Direct (3/3/2018),11/14/2017,48220,1G1RE6E4,,E,Chevrolet,Volt,2014
1,DMV Direct (3/3/2018),11/14/2017,48035,1FADP5CU,,G,Ford,C-Max Energi,2016
1,DMV Direct (3/3/2018),11/14/2017,48236,1G1FX6S0,,H,Chevrolet,Bolt EV,2017
1,DMV Direct (3/3/2018),11/14/2017,48009,1N4BZ0CP,,G,Nissan,Leaf,2016
1,DMV Direct (3/3/2018),11/14/2017,49504,1G1RA6E4,,E,Chevrolet,Volt,2014
1,DMV Direct (3/3/2018),11/14/2017,48054,1G1RD6E4,,B,Chevrolet,Volt,2011
1,DMV Direct (3/3/2018),11/14/2017,49335,JTDKARFP,,H,Toyota,Prius Prime,2017
1,DMV Direct (3/3/2018),11/14/2017,48220,1FADP3R4,,F,Ford,Focus EV,2015
1,DMV Direct (3/3/2018),11/14/2017,49024,JTDKN3DP,,D,Toyota,Prius Plug-in,2013
1,DMV Direct (3/3/2018),11/14/2017,48360,5YJSA1E2,,G,Tesla,Model S,2016
1,DMV Direct (3/3/2018),11/14/2017,48415,1G1RB6E4,,F,Chevrolet,Volt,2015
1,DMV Direct (3/3/2018),11/14/2017,48067,3FA6P0PU,,H,Ford,Fusion Energi,2017
1,DMV Direct (3/3/2018),11/14/2017,48221,1FADP5CU,,D,Ford,C-Max Energi,2013
1,DMV Direct (3/3/2018),11/14/2017,48104,1FADP5CU,,G,Ford,C-Max Energi,2016
1,DMV Direct (3/3/2018),11/14/2017,49319,1FADP5CU,,D,Ford,C-Max Energi,2013
1,DMV Direct (3/3/2018),11/13/2017,48070,1FADP5FU,,H,Ford,C-Max Energi,2017
1,DMV Direct (3/3/2018),11/13/2017,48070,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/13/2017,48188,1G6RR1E4,,E,Cadillac,ELR,2014
1,DMV Direct (3/3/2018),11/13/2017,48236,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/13/2017,48359,2C4RC1N7,,J,Chrysler,Pacifica,2018
1,DMV Direct (3/3/2018),11/13/2017,48423,1G1RA6E4,,F,Chevrolet,Volt,2015
1,DMV Direct (3/3/2018),11/13/2017,48104,1FADP5CU,,E,Ford,C-Max Energi,2014
1,DMV Direct (3/3/2018),11/13/2017,48114,1G1RB6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/13/2017,48827,1G1RD6E4,,C,Chevrolet,Volt,2012
1,DMV Direct (3/3/2018),11/13/2017,48097,1G1RD6E4,,B,Chevrolet,Volt,2011
1,DMV Direct (3/3/2018),11/13/2017,48328,1G1RB6E4,,E,Chevrolet,Volt,2014
1,DMV Direct (3/3/2018),11/13/2017,48855,WBY2Z2C5,,F,BMW,i8,2015
1,DMV Direct (3/3/2018),11/14/2017,49048,JN1AZ0CP,,C,Nissan,Leaf,2012
1,DMV Direct (3/3/2018),11/13/2017,63132,5YJXCDE2,,H,Tesla,Model X,2017
1,DMV Direct (3/3/2018),11/13/2017,49415,1G1RB6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/14/2017,48624,1G1RB6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/14/2017,48310,1G1RD6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/14/2017,48323,JTDKN3DP,,C,Toyota,Prius Plug-in,2012
1,DMV Direct (3/3/2018),11/13/2017,48359,2C4RC1N7,,J,Chrysler,Pacifica,2018
1,DMV Direct (3/3/2018),11/13/2017,48390,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/13/2017,49010,5YJXCDE2,,H,Tesla,Model X,2017
1,DMV Direct (3/3/2018),11/13/2017,48073,1FADP5CU,,G,Ford,C-Max Energi,2016
1,DMV Direct (3/3/2018),11/13/2017,49453,1FADP5CU,,G,Ford,C-Max Energi,2016
1,DMV Direct (3/3/2018),11/13/2017,48176,3FA6P0SU,,E,Ford,Fusion Energi,2014
1,DMV Direct (3/3/2018),11/14/2017,48336,3FA6P0SU,,G,Ford,Fusion Energi,2016
1,DMV Direct (3/3/2018),11/15/2017,48094,1FADP5CU,,G,Ford,C-Max Energi,2016
1,DMV Direct (3/3/2018),11/15/2017,48312,1G1RA6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/15/2017,48076,1G1RA6E4,,C,Chevrolet,Volt,2012
1,DMV Direct (3/3/2018),11/15/2017,48439,1G1RB6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/15/2017,48430,1G1RB6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/15/2017,49690,5YJSA1DN,,D,Tesla,Model S,2013
1,DMV Direct (3/3/2018),11/15/2017,48105,1G1RA6E4,,F,Chevrolet,Volt,2015
1,DMV Direct (3/3/2018),11/15/2017,48375,3FA6P0PU,,H,Ford,Fusion Energi,2017
1,DMV Direct (3/3/2018),11/15/2017,48316,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/15/2017,48114,3FA6P0PU,,H,Ford,Fusion Energi,2017
1,DMV Direct (3/3/2018),11/15/2017,48881,JTDKN3DP,,F,Toyota,Prius Plug-in,2015
1,DMV Direct (3/3/2018),11/15/2017,49085,1G1RD6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/15/2017,48170,JTDKARFP,,H,Toyota,Prius Prime,2017
1,DMV Direct (3/3/2018),11/15/2017,48054,3FA6P0PU,,H,Ford,Fusion Energi,2017
1,DMV Direct (3/3/2018),11/15/2017,49426,1G1FW6S0,,H,Chevrolet,Bolt EV,2017
1,DMV Direct (3/3/2018),11/15/2017,48864,1G1RD6E4,,C,Chevrolet,Volt,2012
1,DMV Direct (3/3/2018),11/15/2017,48085,1G1RB6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/15/2017,48104,1FADP5EU,,H,Ford,C-Max Energi,2017
1,DMV Direct (3/3/2018),11/15/2017,48116,1G1RD6E4,,E,Chevrolet,Volt,2014
1,DMV Direct (3/3/2018),11/15/2017,48017,1G1RD6E4,,E,Chevrolet,Volt,2014
1,DMV Direct (3/3/2018),11/15/2017,49423,1FADP5CU,,E,Ford,C-Max Energi,2014
1,DMV Direct (3/3/2018),11/15/2017,48066,1G1RB6E4,,F,Chevrolet,Volt,2015
1,DMV Direct (3/3/2018),11/15/2017,49301,1FADP3R4,,E,Ford,Focus EV,2014
1,DMV Direct (3/3/2018),11/15/2017,49423,1G1RB6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/14/2017,48433,1G1RA6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/14/2017,48359,2C4RC1N7,,H,Chrysler,Pacifica,2017
1,DMV Direct (3/3/2018),11/14/2017,48105,JTDKARFP,,H,Toyota,Prius Prime,2017
1,DMV Direct (3/3/2018),11/14/2017,48067,1G1RD6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/14/2017,49085,1G1RB6E4,,E,Chevrolet,Volt,2014
1,DMV Direct (3/3/2018),11/14/2017,49316,YV4BR0DL,,J,Volvo,XC60 Plug In,2018
1,DMV Direct (3/3/2018),11/14/2017,49686,1G1RA6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/14/2017,49721,1G1FW6S0,,H,Chevrolet,Bolt EV,2017
1,DMV Direct (3/3/2018),11/14/2017,48170,WBA8E1C3,,H,BMW,3-Series Plug in,2017
1,DMV Direct (3/3/2018),11/14/2017,49009,WAUUPBFF,,G,Audi,A3 Plug In,2016
1,DMV Direct (3/3/2018),11/14/2017,48070,1FADP5CU,,F,Ford,C-Max Energi,2015
1,DMV Direct (3/3/2018),11/14/2017,48820,5ASAG474,,X,GEM,NEV,1999
1,DMV Direct (3/3/2018),11/15/2017,48823,3FA6P0SU,,H,Ford,Fusion Energi,2017
1,DMV Direct (3/3/2018),11/15/2017,48044,1G1RD6E4,,C,Chevrolet,Volt,2012
1,DMV Direct (3/3/2018),11/15/2017,48207,JTDKN3DP,,C,Toyota,Prius Plug-in,2012
1,DMV Direct (3/3/2018),11/15/2017,48170,2C4RC1N7,,H,Chrysler,Pacifica,2017
1,DMV Direct (3/3/2018),11/15/2017,49316,1G1RA6E4,,E,Chevrolet,Volt,2014
1,DMV Direct (3/3/2018),11/15/2017,48116,1G1RB6S5,,J,Chevrolet,Volt,2018
1,DMV Direct (3/3/2018),11/15/2017,48306,1G1RB6S5,,J,Chevrolet,Volt,2018
1,DMV Direct (3/3/2018),11/15/2017,48118,1FADP5CU,,G,Ford,C-Max Energi,2016
1,DMV Direct (3/3/2018),11/15/2017,48103,1N4AZ0CP,,D,Nissan,Leaf,2013
1,DMV Direct (3/3/2018),11/15/2017,48152,5YJXCAE2,,G,Tesla,Model X,2016
1,DMV Direct (3/3/2018),11/15/2017,48310,1FADP5CU,,G,Ford,C-Max Energi,2016
1,DMV Direct (3/3/2018),11/15/2017,49546,1G1RB6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/13/2017,48307,1G1RB6E4,,E,Chevrolet,Volt,2014
1,DMV Direct (3/3/2018),11/9/2017,48103,JTDKARFP,,H,Toyota,Prius Prime,2017
1,DMV Direct (3/3/2018),11/9/2017,48103,1FADP3R4,,H,Ford,Focus EV,2017
1,DMV Direct (3/3/2018),11/9/2017,48831,1G1RC6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/9/2017,48335,1FADP5CU,,G,Ford,C-Max Energi,2016
1,DMV Direct (3/3/2018),11/9/2017,48097,1G1RD6E4,,B,Chevrolet,Volt,2011
1,DMV Direct (3/3/2018),11/9/2017,48168,5YJSA1E2,,H,Tesla,Model S,2017
1,DMV Direct (3/3/2018),11/8/2017,48117,1G1RD6E4,,B,Chevrolet,Volt,2011
1,DMV Direct (3/3/2018),11/8/2017,49426,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/8/2017,48072,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/9/2017,48103,1G1RB6S5,,G,Chevrolet,Volt,2016
1,DMV Direct (3/3/2018),11/9/2017,48183,1G1RA6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/8/2017,48304,5YJXCBE4,,G,Tesla,Model X,2016
1,DMV Direct (3/3/2018),11/9/2017,48103,5YJSA1E2,,H,Tesla,Model S,2017
1,DMV Direct (3/3/2018),11/9/2017,48910,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/9/2017,49460,1FADP5CU,,F,Ford,C-Max Energi,2015
1,DMV Direct (3/3/2018),11/9/2017,48103,JTDKARFP,,H,Toyota,Prius Prime,2017
1,DMV Direct (3/3/2018),11/9/2017,49038,1G6RL1E4,,G,Cadillac,ELR,2016
1,DMV Direct (3/3/2018),11/9/2017,48237,5YJXCBE2,,G,Tesla,Model X,2016
1,DMV Direct (3/3/2018),11/9/2017,49341,1G1RA6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/9/2017,48446,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/9/2017,49442,1N4AZ0CP,,D,Nissan,Leaf,2013
1,DMV Direct (3/3/2018),11/9/2017,48910,1N4AZ0CP,,E,Nissan,Leaf,2014
1,DMV Direct (3/3/2018),11/9/2017,48304,1G6RL1E4,,G,Cadillac,ELR,2016
1,DMV Direct (3/3/2018),11/9/2017,49770,1G1RD6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/8/2017,48915,1FAHP3R4,,C,Ford,Focus EV,2012
1,DMV Direct (3/3/2018),11/8/2017,48306,1FADP5CU,,G,Ford,C-Max Energi,2016
1,DMV Direct (3/3/2018),11/8/2017,48371,1N4AZ0CP,,F,Nissan,Leaf,2015
1,DMV Direct (3/3/2018),11/8/2017,49426,1FADP5CU,,F,Ford,C-Max Energi,2015
1,DMV Direct (3/3/2018),11/8/2017,49012,1G1RD6E4,,B,Chevrolet,Volt,2011
1,DMV Direct (3/3/2018),11/8/2017,48306,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/7/2017,48025,1FADP5CU,,E,Ford,C-Max Energi,2014
1,DMV Direct (3/3/2018),11/7/2017,48180,1G1RA6E4,,E,Chevrolet,Volt,2014
1,DMV Direct (3/3/2018),11/7/2017,48124,1FADP5CU,,F,Ford,C-Max Energi,2015
1,DMV Direct (3/3/2018),11/8/2017,48105,3C3CFFGE,,F,Fiat,500e,2015
1,DMV Direct (3/3/2018),11/8/2017,48449,1G1RB6E4,,E,Chevrolet,Volt,2014
1,DMV Direct (3/3/2018),11/8/2017,48304,5UXKT0C5,,G,BMW,X5,2016
1,DMV Direct (3/3/2018),11/8/2017,48823,1N4AZ0CP,,E,Nissan,Leaf,2014
1,DMV Direct (3/3/2018),11/8/2017,48240,1FADP5CU,,G,Ford,C-Max Energi,2016
1,DMV Direct (3/3/2018),11/8/2017,48073,1G1FX6S0,,H,Chevrolet,Bolt EV,2017
1,DMV Direct (3/3/2018),11/8/2017,48732,3FA6P0SU,,D,Ford,Fusion Energi,2013
1,DMV Direct (3/3/2018),11/8/2017,48047,1FADP5EU,,H,Ford,C-Max Energi,2017
1,DMV Direct (3/3/2018),11/8/2017,48198,1FADP5CU,,G,Ford,C-Max Energi,2016
1,DMV Direct (3/3/2018),11/8/2017,48072,1G1RB6E4,,E,Chevrolet,Volt,2014
1,DMV Direct (3/3/2018),11/8/2017,48036,1G1RA6E4,,E,Chevrolet,Volt,2014
1,DMV Direct (3/3/2018),11/8/2017,48170,1G1RA6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/8/2017,49601,1G1RC6S5,,G,Chevrolet,Volt,2016
1,DMV Direct (3/3/2018),11/8/2017,48104,5YJSA1E2,,H,Tesla,Model S,2017
1,DMV Direct (3/3/2018),11/8/2017,48847,JTDKN3DP,,D,Toyota,Prius Plug-in,2013
1,DMV Direct (3/3/2018),11/9/2017,49316,1G1RD6E4,,B,Chevrolet,Volt,2011
1,DMV Direct (3/3/2018),11/12/2017,48103,1G1RA6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/12/2017,49301,5YJSA1DN,,D,Tesla,Model S,2013
1,DMV Direct (3/3/2018),11/12/2017,48168,5YJXCBE2,,G,Tesla,Model X,2016
1,DMV Direct (3/3/2018),11/12/2017,49525,1N4BZ0CP,,G,Nissan,Leaf,2016
1,DMV Direct (3/3/2018),11/12/2017,48038,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/12/2017,48381,1G1RD6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/10/2017,48304,1G1FW6S0,,H,Chevrolet,Bolt EV,2017
1,DMV Direct (3/3/2018),11/10/2017,49316,1FADP5CU,,F,Ford,C-Max Energi,2015
1,DMV Direct (3/3/2018),11/10/2017,48304,1G1FW6S0,,H,Chevrolet,Bolt EV,2017
1,DMV Direct (3/3/2018),11/12/2017,48363,5YJSA1E2,,F,Tesla,Model S,2015
1,DMV Direct (3/3/2018),11/11/2017,48197,1FADP5CU,,F,Ford,C-Max Energi,2015
1,DMV Direct (3/3/2018),11/11/2017,48382,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/13/2017,49315,1G1RD6E4,,E,Chevrolet,Volt,2014
1,DMV Direct (3/3/2018),11/13/2017,49307,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/13/2017,48105,WP1AE2A2,,H,Porsche,Cayenne S E-Hybrid,2017
1,DMV Direct (3/3/2018),11/13/2017,48331,1G1RA6S5,,J,Chevrolet,Volt,2018
1,DMV Direct (3/3/2018),11/13/2017,48073,1G1RB6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/13/2017,74134,1G1RA6S5,,J,Chevrolet,Volt,2018
1,DMV Direct (3/3/2018),11/13/2017,48104,5YJXCDE2,,H,Tesla,Model X,2017
1,DMV Direct (3/3/2018),11/13/2017,48843,5YJSA1E4,,G,Tesla,Model S,2016
1,DMV Direct (3/3/2018),11/12/2017,48823,1G1RB6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/13/2017,48359,2C4RC1N7,,J,Chrysler,Pacifica,2018
1,DMV Direct (3/3/2018),11/13/2017,48044,1G1RB6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/13/2017,48104,2C4RC1N7,,J,Chrysler,Pacifica,2018
1,DMV Direct (3/3/2018),11/9/2017,48236,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/9/2017,48044,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/9/2017,48017,1G1RA6E4,,E,Chevrolet,Volt,2014
1,DMV Direct (3/3/2018),11/9/2017,48105,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/9/2017,48442,1FADP5CU,,G,Ford,C-Max Energi,2016
1,DMV Direct (3/3/2018),11/9/2017,48313,1FADP5CU,,G,Ford,C-Max Energi,2016
1,DMV Direct (3/3/2018),11/9/2017,49263,1G1RA6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/9/2017,48383,1G1RD6E4,,E,Chevrolet,Volt,2014
1,DMV Direct (3/3/2018),11/9/2017,49424,1G1RA6E4,,F,Chevrolet,Volt,2015
1,DMV Direct (3/3/2018),11/9/2017,48104,5YJSA1E2,,H,Tesla,Model S,2017
1,DMV Direct (3/3/2018),11/9/2017,48315,1G1RD6E4,,B,Chevrolet,Volt,2011
1,DMV Direct (3/3/2018),11/9/2017,48823,1FADP5CU,,D,Ford,C-Max Energi,2013
1,DMV Direct (3/3/2018),11/10/2017,48915,JTDKN3DP,,C,Toyota,Prius Plug-in,2012
1,DMV Direct (3/3/2018),11/10/2017,48328,WBY1Z4C5,,E,BMW,i3 REx,2014
1,DMV Direct (3/3/2018),11/10/2017,48309,YV4BC0PL,,H,Volvo,XC90 Plug In,2017
1,DMV Direct (3/3/2018),11/10/2017,49333,1G1RB6E4,,C,Chevrolet,Volt,2012
1,DMV Direct (3/3/2018),11/10/2017,48439,5YJSA1E2,,H,Tesla,Model S,2017
1,DMV Direct (3/3/2018),11/10/2017,49424,1G1RA6E4,,F,Chevrolet,Volt,2015
1,DMV Direct (3/3/2018),11/10/2017,48117,1FADP3R4,,D,Ford,Focus EV,2013
1,DMV Direct (3/3/2018),11/9/2017,49201,5YJSA1H1,,E,Tesla,Model S,2014
1,DMV Direct (3/3/2018),11/9/2017,49505,1G1RB6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/10/2017,48047,1G1RD6E4,,C,Chevrolet,Volt,2012
1,DMV Direct (3/3/2018),11/10/2017,48009,5YJSA1H1,,E,Tesla,Model S,2014
1,DMV Direct (3/3/2018),11/10/2017,48009,1G1RB6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/20/2017,48044,3FA6P0SU,,G,Ford,Fusion Energi,2016
1,DMV Direct (3/3/2018),11/20/2017,48167,1G1RB6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/20/2017,48150,3FA6P0SU,,F,Ford,Fusion Energi,2015
1,DMV Direct (3/3/2018),11/20/2017,48380,1G1RB6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/20/2017,48103,1G1RB6E4,,F,Chevrolet,Volt,2015
1,DMV Direct (3/3/2018),11/20/2017,48108,1G1RD6E4,,B,Chevrolet,Volt,2011
1,DMV Direct (3/3/2018),11/20/2017,49508,1FADP5CU,,E,Ford,C-Max Energi,2014
1,DMV Direct (3/3/2018),11/20/2017,49648,3FA6P0PU,,H,Ford,Fusion Energi,2017
1,DMV Direct (3/3/2018),11/20/2017,49307,1FADP5CU,,F,Ford,C-Max Energi,2015
1,DMV Direct (3/3/2018),11/20/2017,49064,1FADP5CU,,G,Ford,C-Max Energi,2016
1,DMV Direct (3/3/2018),11/20/2017,48125,1FADP5EU,,H,Ford,C-Max Energi,2017
1,DMV Direct (3/3/2018),11/20/2017,48154,1G1RD6E4,,C,Chevrolet,Volt,2012
1,DMV Direct (3/3/2018),11/20/2017,48026,1FADP5CU,,D,Ford,C-Max Energi,2013
1,DMV Direct (3/3/2018),11/20/2017,49424,1FADP5EU,,H,Ford,C-Max Energi,2017
1,DMV Direct (3/3/2018),11/20/2017,48150,1G1RD6E4,,B,Chevrolet,Volt,2011
1,DMV Direct (3/3/2018),11/20/2017,48823,52CG4AGA,,E,GEM,NEV,2014
1,DMV Direct (3/3/2018),11/20/2017,49456,5YJSA1E2,,G,Tesla,Model S,2016
1,DMV Direct (3/3/2018),11/20/2017,48307,1FADP5CU,,G,Ford,C-Max Energi,2016
1,DMV Direct (3/3/2018),11/20/2017,48103,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/20/2017,48197,1FADP5EU,,H,Ford,C-Max Energi,2017
1,DMV Direct (3/3/2018),11/20/2017,48103,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/20/2017,48133,1G1RE6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/20/2017,48302,1G1RB6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/20/2017,48446,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/20/2017,48637,JTDKARFP,,H,Toyota,Prius Prime,2017
1,DMV Direct (3/3/2018),11/20/2017,48915,1G1RD6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/19/2017,48047,1G1RA6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/20/2017,48025,1G1FW6S0,,H,Chevrolet,Bolt EV,2017
1,DMV Direct (3/3/2018),11/20/2017,48878,1G1RA6E4,,E,Chevrolet,Volt,2014
1,DMV Direct (3/3/2018),11/20/2017,48820,1G1RB6E4,,C,Chevrolet,Volt,2012
1,DMV Direct (3/3/2018),11/19/2017,48438,1G6RR1E4,,E,Cadillac,ELR,2014
1,DMV Direct (3/3/2018),11/19/2017,48307,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/19/2017,48334,1FADP5CU,,G,Ford,C-Max Energi,2016
1,DMV Direct (3/3/2018),11/19/2017,48309,1FADP5CU,,G,Ford,C-Max Energi,2016
1,DMV Direct (3/3/2018),11/19/2017,48301,1G1RD6S5,,G,Chevrolet,Volt,2016
1,DMV Direct (3/3/2018),11/19/2017,48314,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/20/2017,48085,1FADP5CU,,F,Ford,C-Max Energi,2015
1,DMV Direct (3/3/2018),11/20/2017,48220,1G1RA6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/20/2017,48326,2C4RC1N7,,J,Chrysler,Pacifica,2018
1,DMV Direct (3/3/2018),11/20/2017,48124,3FA6P0SU,,H,Ford,Fusion Energi,2017
1,DMV Direct (3/3/2018),11/20/2017,49456,3FA6P0SU,,F,Ford,Fusion Energi,2015
1,DMV Direct (3/3/2018),11/20/2017,48842,1G1RB6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/20/2017,48323,1FADP5CU,,G,Ford,C-Max Energi,2016
1,DMV Direct (3/3/2018),11/20/2017,48327,1G1RA6E4,,F,Chevrolet,Volt,2015
1,DMV Direct (3/3/2018),11/20/2017,48125,2C4RC1N7,,J,Chrysler,Pacifica,2018
1,DMV Direct (3/3/2018),11/20/2017,48823,2C4RC1N7,,H,Chrysler,Pacifica,2017
1,DMV Direct (3/3/2018),11/20/2017,48879,1G1RB6E4,,E,Chevrolet,Volt,2014
1,DMV Direct (3/3/2018),11/20/2017,48183,1FADP5CU,,G,Ford,C-Max Energi,2016
1,DMV Direct (3/3/2018),11/21/2017,48359,2C4RC1N7,,J,Chrysler,Pacifica,2018
1,DMV Direct (3/3/2018),11/21/2017,48348,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/21/2017,49008,JTDKN3DP,,D,Toyota,Prius Plug-in,2013
1,DMV Direct (3/3/2018),11/21/2017,48359,1G1RA6E4,,E,Chevrolet,Volt,2014
1,DMV Direct (3/3/2018),11/21/2017,49406,1FADP5CU,,F,Ford,C-Max Energi,2015
1,DMV Direct (3/3/2018),11/21/2017,48170,1G1RB6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/21/2017,48827,1G1RB6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/21/2017,48348,1G1RA6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/21/2017,48103,1FADP5CU,,D,Ford,C-Max Energi,2013
1,DMV Direct (3/3/2018),11/21/2017,48340,1G1RA6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/21/2017,49085,WBAJB1C5,,J,BMW,5-Series Plug in,2018
1,DMV Direct (3/3/2018),11/21/2017,49507,1G1RA6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/21/2017,48336,1G1RH6E4,,D,Chevrolet,Volt,2013
1,DMV Direct (3/3/2018),11/22/2017,49424,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/22/2017,48823,1G1RD6E4,,C,Chevrolet,Volt,2012
1,DMV Direct (3/3/2018),11/22/2017,48162,1G1RD6E4,,C,Chevrolet,Volt,2012
1,DMV Direct (3/3/2018),11/22/2017,48331,1G1RA6S5,,H,Chevrolet,Volt,2017
1,DMV Direct (3/3/2018),11/22/2017,48473,1G6RR1E4,,E,Cadillac,ELR,2014
1,DMV Direct (3/3/2018),11/22/2017,49461,1FADP5FU,,H,Ford,C-Max Energi,2017
1,DMV Direct (3/3/2018),11/21/2017,48302,1FADP5EU,,H,Ford,C-Max Energi,2017
1,DMV Direct (3/3/2018),11/21/2017,48103,1N4AZ0CP,,E,Nissan,Leaf,2014
1,DMV Direct (3/3/2018),11/21/2017,48197,WBY1Z4C5,,E,BMW,i3 REx,2014
1,DMV Direct (3/3/2018),11/22/2017,48357,1G1RB6E4,,C,Chevrolet,Volt,2012
1,DMV Direct (3/3/2018),11/22/2017,48236,1G1RD6E4,,B,Chevrolet,Volt,2011
