DMV ID,DMV Snapshot (Date),Registration Valid Date,County GEOID,VIN Prefix,Registration Expiration Date,VIN Model Year,Make,Model,Model Year
1,DMV Direct (2/19/2020),4/1/2018,30029,5YJXCBE2,3/31/2019,J,Tesla,Model X,2018
1,DMV Direct (2/19/2020),4/1/2018,30029,1G1FX6S0,3/31/2019,H,Chevrolet,Bolt EV,2017
1,DMV Direct (2/19/2020),4/1/2018,30049,1N4AZ0CP,3/31/2019,D,Nissan,Leaf,2013
1,DMV Direct (2/19/2020),4/1/2018,30029,5YJ3E1EA,3/31/2019,J,Tesla,Model 3,2018
1,DMV Direct (2/19/2020),4/1/2018,30029,5YJRE1A3,3/31/2019,B,Tesla,Roadster,2011
1,DMV Direct (2/19/2020),4/1/2018,30029,1G1FX6S0,3/31/2019,H,Chevrolet,Bolt EV,2017
1,DMV Direct (2/19/2020),4/1/2018,30031,1G1RB6S5,3/31/2019,H,Chevrolet,Volt,2017
1,DMV Direct (2/19/2020),4/1/2018,30081,1N4AZ0CP,3/31/2019,D,Nissan,Leaf,2013
1,DMV Direct (2/19/2020),4/1/2018,30029,WBY2Z2C3,3/31/2019,H,BMW,i8,2017
1,DMV Direct (2/19/2020),4/1/2018,30029,5YJXCDE2,3/31/2019,H,Tesla,Model X,2017
1,DMV Direct (2/19/2020),4/1/2018,30063,5YJXCBE4,3/31/2019,J,Tesla,Model X,2018
1,DMV Direct (2/19/2020),4/1/2018,30029,1G1FX6S0,3/31/2019,H,Chevrolet,Bolt EV,2017
1,DMV Direct (2/19/2020),4/1/2018,30029,5YJ3E1EA,3/31/2019,H,Tesla,Model 3,2017
1,DMV Direct (2/19/2020),4/1/2018,30029,JN1AZ0CP,3/31/2019,C,Nissan,Leaf,2012
1,DMV Direct (2/19/2020),4/1/2018,30063,2C4RC1N7,3/31/2019,J,Chrysler,Pacifica,2018
1,DMV Direct (2/19/2020),4/1/2018,30029,5YJXCBE4,3/31/2019,H,Tesla,Model X,2017
1,DMV Direct (2/19/2020),4/1/2018,30041,JTDKARFP,3/31/2019,H,Toyota,Prius Prime,2017
1,DMV Direct (2/19/2020),4/1/2018,30029,1G1FX6S0,3/31/2019,H,Chevrolet,Bolt EV,2017
1,DMV Direct (2/19/2020),4/1/2018,30039,5YJSA1E2,3/31/2019,J,Tesla,Model S,2018
1,DMV Direct (2/19/2020),4/1/2018,30053,1G1RD6E4,3/31/2019,E,Chevrolet,Volt,2014
1,DMV Direct (2/19/2020),4/1/2018,30031,1N4AZ0CP,3/31/2019,E,Nissan,Leaf,2014
1,DMV Direct (2/19/2020),4/1/2018,30063,5YJ3E1EA,3/31/2019,J,Tesla,Model 3,2018
1,DMV Direct (2/19/2020),4/1/2018,30029,5YJXCBE2,3/31/2019,J,Tesla,Model X,2018
1,DMV Direct (2/19/2020),4/1/2018,30029,1G1FX6S0,3/31/2019,H,Chevrolet,Bolt EV,2017
1,DMV Direct (2/19/2020),4/1/2018,30023,3FA6P0SU,3/31/2019,G,Ford,Fusion Energi,2016
1,DMV Direct (2/19/2020),4/1/2018,30111,JN1AZ0CP,3/31/2019,C,Nissan,Leaf,2012
1,DMV Direct (2/19/2020),4/1/2018,30031,1G1FX6S0,3/31/2019,H,Chevrolet,Bolt EV,2017
1,DMV Direct (2/19/2020),4/1/2018,30029,5YJSA1E2,3/31/2019,H,Tesla,Model S,2017
1,DMV Direct (2/19/2020),4/1/2018,30111,5YJXCAE2,3/31/2019,G,Tesla,Model X,2016
1,DMV Direct (2/19/2020),4/1/2018,30039,5YJSA1H2,3/31/2019,F,Tesla,Model S,2015
1,DMV Direct (2/19/2020),4/1/2018,30029,WP0CA2A1,3/31/2019,F,Porsche,918 Spyder,2015
1,DMV Direct (2/19/2020),4/1/2018,30031,5YJSA1H2,3/31/2019,F,Tesla,Model S,2015
1,DMV Direct (2/19/2020),4/1/2018,30111,5YJSA1E1,3/31/2019,H,Tesla,Model S,2017
1,DMV Direct (2/19/2020),4/1/2018,30111,1FADP5CU,3/31/2019,G,Ford,C-Max Energi,2016
1,DMV Direct (2/19/2020),4/1/2018,30063,WAUTPBFF,3/31/2019,G,Audi,A3 Plug In,2016
1,DMV Direct (2/19/2020),4/1/2018,30071,5ASAG274,3/31/2019,8,GEM,NEV,2008
1,DMV Direct (2/19/2020),4/1/2018,30029,SBM12ABA,3/31/2019,F,Mclaren,P1,2015
1,DMV Direct (2/19/2020),4/1/2018,30081,5YJXCAE2,3/31/2019,G,Tesla,Model X,2016
1,DMV Direct (2/19/2020),4/1/2018,30043,KL8CK6S0,3/31/2019,E,Chevrolet,Spark,2014
1,DMV Direct (2/19/2020),4/1/2018,30049,3FA6P0PU,3/31/2019,E,Ford,Fusion Energi,2014
1,DMV Direct (2/19/2020),4/1/2018,30063,5YJSA1H2,3/31/2019,F,Tesla,Model S,2015
1,DMV Direct (2/19/2020),4/1/2018,30029,5YJSA1H2,3/31/2019,F,Tesla,Model S,2015
1,DMV Direct (2/19/2020),4/1/2018,30031,1G1RB6E4,3/31/2019,C,Chevrolet,Volt,2012
1,DMV Direct (2/19/2020),4/1/2018,30031,1G1RB6E4,3/31/2019,C,Chevrolet,Volt,2012
1,DMV Direct (2/19/2020),4/1/2018,30063,1FADP5CU,3/31/2019,D,Ford,C-Max Energi,2013
1,DMV Direct (2/19/2020),4/1/2018,30031,5YJSA1E2,3/31/2019,G,Tesla,Model S,2016
1,DMV Direct (2/19/2020),4/1/2018,30049,5YJSA1E2,3/31/2019,G,Tesla,Model S,2016
1,DMV Direct (2/19/2020),4/1/2018,30063,KMHE14L2,3/31/2019,G,Hyundai,Sonata Plug In,2016
1,DMV Direct (2/19/2020),4/1/2018,30063,5YJSA1E2,3/31/2019,G,Tesla,Model S,2016
1,DMV Direct (2/19/2020),4/1/2018,30031,5YJSA1E2,3/31/2019,G,Tesla,Model S,2016
1,DMV Direct (2/19/2020),4/1/2018,30029,3FA6P0SU,3/31/2019,E,Ford,Fusion Energi,2014
1,DMV Direct (2/19/2020),4/1/2018,30031,WP1AE2A2,3/31/2019,H,Porsche,Cayenne S E-Hybrid,2017
1,DMV Direct (2/19/2020),4/1/2018,30029,WP0CA2A1,3/31/2019,F,Porsche,918 Spyder,2015
1,DMV Direct (2/19/2020),4/1/2018,30031,1G1RB6E4,3/31/2019,E,Chevrolet,Volt,2014
1,DMV Direct (2/19/2020),4/1/2018,30057,WP1AE2A2,3/31/2019,F,Porsche,Cayenne S E-Hybrid,2015
1,DMV Direct (2/19/2020),4/1/2018,30009,JTDKARFP,3/31/2019,J,Toyota,Prius Prime,2018
1,DMV Direct (2/19/2020),4/1/2018,30039,1G1FX6S0,3/31/2019,H,Chevrolet,Bolt EV,2017
1,DMV Direct (2/19/2020),4/1/2018,30063,5YJSA1CG,3/31/2019,D,Tesla,Model S,2013
1,DMV Direct (2/19/2020),4/1/2018,30029,5UXKT0C3,3/31/2019,H,BMW,X5,2017
1,DMV Direct (2/19/2020),4/1/2018,30063,JN1AZ0CP,3/31/2019,C,Nissan,Leaf,2012
1,DMV Direct (2/19/2020),4/1/2018,30081,5YJXCBE2,3/31/2019,H,Tesla,Model X,2017
1,DMV Direct (2/19/2020),4/1/2018,30031,1N4AZ0CP,3/31/2019,D,Nissan,Leaf,2013
1,DMV Direct (2/19/2020),4/1/2018,30093,1G1RA6E4,3/31/2019,C,Chevrolet,Volt,2012
1,DMV Direct (2/19/2020),4/1/2018,30031,WAUTPBFF,3/31/2019,H,Audi,A3 Plug In,2017
1,DMV Direct (2/19/2020),4/1/2018,30029,5YJXCAE4,3/31/2019,G,Tesla,Model X,2016
1,DMV Direct (2/19/2020),4/1/2018,30039,5YJSA1DP,3/31/2019,D,Tesla,Model S,2013
1,DMV Direct (2/19/2020),4/1/2018,30039,5YJSA1H1,3/31/2019,E,Tesla,Model S,2014
1,DMV Direct (2/19/2020),4/1/2018,30031,JTDKN3DP,3/31/2019,D,Toyota,Prius Plug-in,2013
1,DMV Direct (2/19/2020),4/1/2018,30029,5YJ3E1EA,3/31/2019,J,Tesla,Model 3,2018
1,DMV Direct (2/19/2020),4/1/2018,30029,5YJSA1E2,3/31/2019,H,Tesla,Model S,2017
1,DMV Direct (2/19/2020),4/1/2018,30029,5YJSA1H1,3/31/2019,E,Tesla,Model S,2014
1,DMV Direct (2/19/2020),4/1/2018,30049,1G1RB6E4,3/31/2019,E,Chevrolet,Volt,2014
1,DMV Direct (2/19/2020),3/1/2018,30111,JN1AZ0CP,2/28/2019,C,Nissan,Leaf,2012
1,DMV Direct (2/19/2020),3/1/2018,30063,JN1AZ0CP,2/28/2019,C,Nissan,Leaf,2012
1,DMV Direct (2/19/2020),3/1/2018,30049,WP0CA2A1,2/28/2019,F,Porsche,918 Spyder,2015
1,DMV Direct (2/19/2020),3/1/2018,30029,WP0AD2A7,2/28/2019,F,Porsche,Panamera S E-Hybrid,2015
1,DMV Direct (2/19/2020),3/1/2018,30029,WP0CA2A1,2/28/2019,F,Porsche,918 Spyder,2015
1,DMV Direct (2/19/2020),3/1/2018,30023,WP0CA2A1,2/28/2019,F,Porsche,918 Spyder,2015
1,DMV Direct (2/19/2020),3/1/2018,30029,WBY2Z2C5,2/28/2019,E,BMW,i8,2014
1,DMV Direct (2/19/2020),3/1/2018,30021,3FA6P0SU,2/28/2019,H,Ford,Fusion Energi,2017
1,DMV Direct (2/19/2020),3/1/2018,30029,1FADP5CU,2/28/2019,E,Ford,C-Max Energi,2014
1,DMV Direct (2/19/2020),3/1/2018,30063,1FADP5CU,2/28/2019,E,Ford,C-Max Energi,2014
1,DMV Direct (2/19/2020),3/1/2018,30039,WP0CA2A1,2/28/2019,F,Porsche,918 Spyder,2015
1,DMV Direct (2/19/2020),3/1/2018,30029,5YJ3E1EA,2/28/2019,J,Tesla,Model 3,2018
1,DMV Direct (2/19/2020),3/1/2018,30063,JTDKARFP,2/28/2019,H,Toyota,Prius Prime,2017
1,DMV Direct (2/19/2020),3/1/2018,30049,JN1AZ0CP,2/28/2019,B,Nissan,Leaf,2011
1,DMV Direct (2/19/2020),3/1/2018,30071,5YJ3E1EA,2/28/2019,J,Tesla,Model 3,2018
1,DMV Direct (2/19/2020),3/1/2018,30049,JTDKARFP,2/28/2019,H,Toyota,Prius Prime,2017
1,DMV Direct (2/19/2020),3/1/2018,30029,WP0CA2A1,2/28/2019,F,Porsche,918 Spyder,2015
1,DMV Direct (2/19/2020),3/1/2018,30111,5YJ3E1EA,2/28/2019,H,Tesla,Model 3,2017
1,DMV Direct (2/19/2020),3/1/2018,30029,5YJ3E1EA,2/28/2019,H,Tesla,Model 3,2017
1,DMV Direct (2/19/2020),3/1/2018,30063,5YJSA1E4,2/28/2019,F,Tesla,Model S,2015
1,DMV Direct (2/19/2020),3/1/2018,30063,5YJSA1CN,2/28/2019,C,Tesla,Model S,2012
1,DMV Direct (2/19/2020),3/1/2018,30101,5YJSA1H1,2/28/2019,E,Tesla,Model S,2014
1,DMV Direct (2/19/2020),3/1/2018,30063,1G1RD6E4,2/28/2019,C,Chevrolet,Volt,2012
1,DMV Direct (2/19/2020),3/1/2018,30049,1G1RD6E4,2/28/2019,C,Chevrolet,Volt,2012
1,DMV Direct (2/19/2020),3/1/2018,30029,5YJSA1E4,2/28/2019,H,Tesla,Model S,2017
1,DMV Direct (2/19/2020),3/1/2018,30029,5YJSA1H1,2/28/2019,E,Tesla,Model S,2014
1,DMV Direct (2/19/2020),3/1/2018,30023,5YJSA1H2,2/28/2019,F,Tesla,Model S,2015
1,DMV Direct (2/19/2020),3/1/2018,30029,5YJSA1H2,2/28/2019,F,Tesla,Model S,2015
1,DMV Direct (2/19/2020),3/1/2018,30031,5YJXCBE2,2/28/2019,H,Tesla,Model X,2017
1,DMV Direct (2/19/2020),3/1/2018,30063,5YJSA1E2,2/28/2019,H,Tesla,Model S,2017
1,DMV Direct (2/19/2020),3/1/2018,30031,1G1RA6S5,2/28/2019,H,Chevrolet,Volt,2017
1,DMV Direct (2/19/2020),3/1/2018,30063,5YJXCDE2,2/28/2019,H,Tesla,Model X,2017
1,DMV Direct (2/19/2020),3/1/2018,30029,5YJXCAE4,2/28/2019,G,Tesla,Model X,2016
1,DMV Direct (2/19/2020),3/1/2018,30111,5YJ3E1EA,2/28/2019,J,Tesla,Model 3,2018
1,DMV Direct (2/19/2020),3/1/2018,30087,1G1RH6E4,2/28/2019,C,Chevrolet,Volt,2012
1,DMV Direct (2/19/2020),3/1/2018,30087,1G1RH6E4,2/28/2019,C,Chevrolet,Volt,2012
1,DMV Direct (2/19/2020),3/1/2018,30029,5YJSA1E2,2/28/2019,G,Tesla,Model S,2016
1,DMV Direct (2/19/2020),3/1/2018,30029,5YJ3E1EA,2/28/2019,J,Tesla,Model 3,2018
1,DMV Direct (2/19/2020),3/1/2018,30053,1G1RB6E4,2/28/2019,C,Chevrolet,Volt,2012
1,DMV Direct (2/19/2020),3/1/2018,30087,2C4RC1N7,2/28/2019,J,Chrysler,Pacifica,2018
1,DMV Direct (2/19/2020),2/1/2018,30099,YV4BC0PL,1/31/2019,H,Volvo,XC90 Plug In,2017
1,DMV Direct (2/19/2020),2/1/2018,30049,1N4AZ0CP,1/31/2019,D,Nissan,Leaf,2013
1,DMV Direct (2/19/2020),2/1/2018,30039,WP0CA2A1,1/31/2019,F,Porsche,918 Spyder,2015
1,DMV Direct (2/19/2020),2/1/2018,30039,WP0CA2A1,1/31/2019,F,Porsche,918 Spyder,2015
1,DMV Direct (2/19/2020),2/1/2018,30063,1G1RB6E4,1/31/2019,D,Chevrolet,Volt,2013
1,DMV Direct (2/19/2020),2/1/2018,30063,1FADP5FU,1/31/2019,H,Ford,C-Max Energi,2017
1,DMV Direct (2/19/2020),2/1/2018,30031,KNDCC3LD,1/31/2019,J,Kia,Niro Plug In,2018
1,DMV Direct (2/19/2020),2/1/2018,30063,1G1RB6E4,1/31/2019,D,Chevrolet,Volt,2013
1,DMV Direct (2/19/2020),2/1/2018,30029,5YJSA1E2,1/31/2019,G,Tesla,Model S,2016
1,DMV Direct (2/19/2020),2/1/2018,30047,5YJSA1V1,1/31/2019,F,Tesla,Model S,2015
1,DMV Direct (2/19/2020),2/1/2018,30049,KNDCM3LD,1/31/2019,J,Kia,Niro Plug In,2018
1,DMV Direct (2/19/2020),2/1/2018,30111,1G1RB6E4,1/31/2019,D,Chevrolet,Volt,2013
1,DMV Direct (2/19/2020),2/1/2018,30023,5YJSA1E2,1/31/2019,G,Tesla,Model S,2016
1,DMV Direct (2/19/2020),2/1/2018,30049,5YJSA1E2,1/31/2019,G,Tesla,Model S,2016
1,DMV Direct (2/19/2020),2/1/2018,30111,5YJSA1E2,1/31/2019,G,Tesla,Model S,2016
1,DMV Direct (2/19/2020),2/1/2018,30031,1FADP5CU,1/31/2019,D,Ford,C-Max Energi,2013
1,DMV Direct (2/19/2020),2/1/2018,30031,5YJSA1E4,1/31/2019,H,Tesla,Model S,2017
1,DMV Direct (2/19/2020),2/1/2018,30029,5YJSA1E4,1/31/2019,H,Tesla,Model S,2017
1,DMV Direct (2/19/2020),2/1/2018,30031,WBY2Z2C5,1/31/2019,F,BMW,i8,2015
1,DMV Direct (2/19/2020),2/1/2018,30031,1G1RA6S5,1/31/2019,J,Chevrolet,Volt,2018
1,DMV Direct (2/19/2020),2/1/2018,30047,5YJSA1E4,1/31/2020,G,Tesla,Model S,2016
1,DMV Direct (2/19/2020),2/1/2018,30023,5YJSA1E4,1/31/2019,G,Tesla,Model S,2016
1,DMV Direct (2/19/2020),2/1/2018,30081,5YJSA1E2,1/31/2019,F,Tesla,Model S,2015
1,DMV Direct (2/19/2020),2/1/2018,30029,WMEEJ9AA,1/31/2019,G,Smart,forTwo EV,2016
1,DMV Direct (2/19/2020),2/1/2018,30111,5YJSA1E4,1/31/2019,H,Tesla,Model S,2017
1,DMV Direct (2/19/2020),2/1/2018,30029,5YJSA1H2,1/31/2019,E,Tesla,Model S,2014
1,DMV Direct (2/19/2020),2/1/2018,30039,WBA7J2C5,1/31/2019,J,BMW,7-Series Plug in,2018
1,DMV Direct (2/19/2020),2/1/2018,30063,5YJSA1E2,1/31/2019,H,Tesla,Model S,2017
1,DMV Direct (2/19/2020),2/1/2018,30063,5YJSA1H2,1/31/2019,E,Tesla,Model S,2014
1,DMV Direct (2/19/2020),2/1/2018,30029,1G1RB6E4,1/31/2019,C,Chevrolet,Volt,2012
1,DMV Direct (2/19/2020),2/1/2018,30029,5YJSA1E4,1/31/2019,F,Tesla,Model S,2015
1,DMV Direct (2/19/2020),2/1/2018,30029,1G1RA6S5,1/31/2019,H,Chevrolet,Volt,2017
1,DMV Direct (2/19/2020),2/1/2018,30029,5YJSA1E2,1/31/2019,H,Tesla,Model S,2017
1,DMV Direct (2/19/2020),2/1/2018,30029,5YJSA1H1,1/31/2019,E,Tesla,Model S,2014
1,DMV Direct (2/19/2020),2/1/2018,30039,5YJXCBE2,1/31/2019,H,Tesla,Model X,2017
1,DMV Direct (2/19/2020),2/1/2018,30067,1G1RB6E4,1/31/2019,E,Chevrolet,Volt,2014
1,DMV Direct (2/19/2020),2/1/2018,30029,5YJ3E1EA,1/31/2019,H,Tesla,Model 3,2017
1,DMV Direct (2/19/2020),2/1/2018,30029,1G1RD6E4,1/31/2019,E,Chevrolet,Volt,2014
1,DMV Direct (2/19/2020),2/1/2018,30111,2C4RC1N7,1/31/2019,J,Chrysler,Pacifica,2018
1,DMV Direct (2/19/2020),2/1/2018,30029,1G1FW6S0,1/31/2019,H,Chevrolet,Bolt EV,2017
1,DMV Direct (2/19/2020),2/1/2018,30029,2C4RC1N7,1/31/2019,J,Chrysler,Pacifica,2018
1,DMV Direct (2/19/2020),2/1/2018,30063,2C4RC1N7,1/31/2019,J,Chrysler,Pacifica,2018
1,DMV Direct (2/19/2020),2/1/2018,30031,1G1RD6E4,1/31/2019,C,Chevrolet,Volt,2012
1,DMV Direct (2/19/2020),2/1/2018,30029,WP1AE2A2,1/31/2019,F,Porsche,Cayenne S E-Hybrid,2015
1,DMV Direct (2/19/2020),2/1/2018,30031,1G1RB6E4,1/31/2019,E,Chevrolet,Volt,2014
1,DMV Direct (2/19/2020),2/1/2018,30029,5YJXCBE2,1/31/2019,G,Tesla,Model X,2016
1,DMV Direct (2/19/2020),2/1/2018,30063,1G1RB6S5,1/31/2019,H,Chevrolet,Volt,2017
1,DMV Direct (2/19/2020),2/1/2018,30091,5YJXCBE2,1/31/2019,H,Tesla,Model X,2017
1,DMV Direct (2/19/2020),2/1/2018,30029,5YJXCDE2,1/31/2019,H,Tesla,Model X,2017
1,DMV Direct (2/19/2020),2/1/2018,30063,5YJXCBE2,1/31/2019,H,Tesla,Model X,2017
1,DMV Direct (2/19/2020),1/1/2018,30029,SBM12ABA,12/31/2018,F,Mclaren,P1,2015
1,DMV Direct (2/19/2020),1/1/2018,30081,5YJXCBE2,12/31/2018,G,Tesla,Model X,2016
1,DMV Direct (2/19/2020),1/1/2018,30063,WDDVP9AB,12/31/2018,H,Mercedes,B-Class Electric,2017
1,DMV Direct (2/19/2020),1/1/2018,30029,50GK41SA,12/31/2018,J,Karma,Revero,2018
1,DMV Direct (2/19/2020),1/1/2018,30099,5YJSA1H2,12/31/2018,E,Tesla,Model S,2014
1,DMV Direct (2/19/2020),1/1/2018,30039,WP0AD2A7,12/31/2018,G,Porsche,Panamera S E-Hybrid,2016
1,DMV Direct (2/19/2020),1/1/2018,30031,5YJSA1E2,12/31/2018,G,Tesla,Model S,2016
1,DMV Direct (2/19/2020),1/1/2018,30023,5YJSA1E1,12/31/2018,F,Tesla,Model S,2015
1,DMV Direct (2/19/2020),1/1/2018,30041,1G1RB6E4,12/31/2018,C,Chevrolet,Volt,2012
1,DMV Direct (2/19/2020),1/1/2018,30111,KNAGT4LC,12/31/2018,H,Kia,Optima Plug In,2017
1,DMV Direct (2/19/2020),1/1/2018,30017,1FADP5FU,12/31/2018,H,Ford,C-Max Energi,2017
1,DMV Direct (2/19/2020),1/1/2018,30023,1FADP5CU,12/31/2018,F,Ford,C-Max Energi,2015
1,DMV Direct (2/19/2020),1/1/2018,30039,YV4BC0ZX,12/31/2018,H,Volvo,XC90 Plug In,2017
1,DMV Direct (2/19/2020),1/1/2018,30023,WP0CA2A1,12/31/2018,F,Porsche,918 Spyder,2015
1,DMV Direct (2/19/2020),1/1/2018,30029,5YJSA1E4,12/31/2018,H,Tesla,Model S,2017
1,DMV Direct (2/19/2020),1/1/2018,30029,WP0CA2A1,12/31/2018,F,Porsche,918 Spyder,2015
1,DMV Direct (2/19/2020),1/1/2018,30063,3C3CFFGE,12/31/2018,F,Fiat,500e,2015
1,DMV Direct (2/19/2020),1/1/2018,30049,1FADP5CU,12/31/2018,E,Ford,C-Max Energi,2014
1,DMV Direct (2/19/2020),1/1/2018,30031,5YJXCAE2,12/31/2018,G,Tesla,Model X,2016
1,DMV Direct (2/19/2020),12/1/2017,30105,5YJSA1H2,11/30/2018,E,Tesla,Model S,2014
1,DMV Direct (2/19/2020),12/1/2017,30029,1G1RD6E4,11/30/2018,B,Chevrolet,Volt,2011
1,DMV Direct (2/19/2020),12/1/2017,30049,1G1FX6S0,11/30/2018,H,Chevrolet,Bolt EV,2017
1,DMV Direct (2/19/2020),12/1/2017,30029,WBA7J2C5,11/30/2018,J,BMW,7-Series Plug in,2018
1,DMV Direct (2/19/2020),12/1/2017,30111,5YJXCAE2,11/30/2018,H,Tesla,Model X,2017
1,DMV Direct (2/19/2020),12/1/2017,30049,1G1FX6S0,11/30/2018,H,Chevrolet,Bolt EV,2017
1,DMV Direct (2/19/2020),12/1/2017,30029,1FADP5EU,11/30/2018,H,Ford,C-Max Energi,2017
1,DMV Direct (2/19/2020),12/1/2017,30043,1G1FX6S0,11/30/2018,H,Chevrolet,Bolt EV,2017
1,DMV Direct (2/19/2020),12/1/2017,30063,YV4BC0PL,11/30/2018,G,Volvo,XC90 Plug In,2016
1,DMV Direct (2/19/2020),12/1/2017,30031,3FA6P0SU,11/30/2018,H,Ford,Fusion Energi,2017
1,DMV Direct (2/19/2020),12/1/2017,30093,1G1RD6E4,11/30/2018,C,Chevrolet,Volt,2012
1,DMV Direct (2/19/2020),12/1/2017,30063,5YJXCBE4,11/30/2018,G,Tesla,Model X,2016
1,DMV Direct (2/19/2020),12/1/2017,30029,5YJSA1H1,11/30/2018,E,Tesla,Model S,2014
1,DMV Direct (2/19/2020),12/1/2017,30057,1G1FW6S0,11/30/2018,H,Chevrolet,Bolt EV,2017
1,DMV Direct (2/19/2020),12/1/2017,30049,1G1FX6S0,11/30/2018,H,Chevrolet,Bolt EV,2017
1,DMV Direct (2/19/2020),11/1/2017,30029,WBY2Z2C5,10/31/2018,F,BMW,i8,2015
1,DMV Direct (2/19/2020),11/1/2017,30053,JTDKN3DP,10/31/2018,C,Toyota,Prius Plug-in,2012
1,DMV Direct (2/19/2020),11/1/2017,30049,1G1RD6E4,10/31/2018,D,Chevrolet,Volt,2013
1,DMV Direct (2/19/2020),11/1/2017,30029,5YJSA1E2,10/31/2018,G,Tesla,Model S,2016
1,DMV Direct (2/19/2020),11/1/2017,30029,WP1AE2A2,10/31/2018,G,Porsche,Cayenne S E-Hybrid,2016
1,DMV Direct (2/19/2020),11/1/2017,30029,5YJXCBE2,10/31/2018,G,Tesla,Model X,2016
1,DMV Direct (2/19/2020),11/1/2017,30031,5ASAK274,10/31/2018,6,GEM,NEV,2006
1,DMV Direct (2/19/2020),11/1/2017,30067,2C4RC1N7,12/31/2018,H,Chrysler,Pacifica,2017
1,DMV Direct (2/19/2020),11/1/2017,30029,WP0CA2A1,10/31/2018,F,Porsche,918 Spyder,2015
1,DMV Direct (2/19/2020),11/1/2017,30031,1G1RA6S5,10/31/2018,H,Chevrolet,Volt,2017
1,DMV Direct (2/19/2020),11/1/2017,30039,5YJSA1E2,10/31/2018,H,Tesla,Model S,2017
1,DMV Direct (2/19/2020),11/1/2017,30031,JTDKN3DP,3/31/2019,F,Toyota,Prius Plug-in,2015
1,DMV Direct (2/19/2020),10/1/2017,30047,WBY2Z2C5,9/30/2019,F,BMW,i8,2015
1,DMV Direct (2/19/2020),10/1/2017,30063,1G1RB6E4,9/30/2018,F,Chevrolet,Volt,2015
1,DMV Direct (2/19/2020),10/1/2017,30081,1N4AZ0CP,9/30/2018,F,Nissan,Leaf,2015
1,DMV Direct (2/19/2020),10/1/2017,30111,5YJSA1E1,9/30/2018,G,Tesla,Model S,2016
1,DMV Direct (2/19/2020),10/1/2017,30111,1FAHP3R4,9/30/2018,C,Ford,Focus EV,2012
1,DMV Direct (2/19/2020),10/1/2017,30039,YH4K16AA,9/30/2018,C,Fisker,Karma,2012
1,DMV Direct (2/19/2020),10/1/2017,30049,1G1RB6S5,9/30/2019,H,Chevrolet,Volt,2017
1,DMV Direct (2/19/2020),10/1/2017,30039,WP1AE2A2,9/30/2018,H,Porsche,Cayenne S E-Hybrid,2017
1,DMV Direct (2/19/2020),10/1/2017,30023,5YJSA1CN,9/30/2018,D,Tesla,Model S,2013
1,DMV Direct (2/19/2020),10/1/2017,30003,5YJSA1H4,9/30/2018,F,Tesla,Model S,2015
1,DMV Direct (2/19/2020),9/1/2017,30031,1N4AZ0CP,8/31/2018,F,Nissan,Leaf,2015
1,DMV Direct (2/19/2020),9/1/2017,30029,5YJXCDE2,8/31/2018,H,Tesla,Model X,2017
1,DMV Direct (2/19/2020),9/1/2017,30031,1G1RA6E4,8/31/2018,C,Chevrolet,Volt,2012
1,DMV Direct (2/19/2020),9/1/2017,30023,WP0CA2A1,8/31/2018,F,Porsche,918 Spyder,2015
1,DMV Direct (2/19/2020),9/1/2017,30023,YH4K14AA,8/31/2018,C,Fisker,Karma,2012
1,DMV Direct (2/19/2020),8/1/2017,30029,WP0CA2A1,7/31/2018,F,Porsche,918 Spyder,2015
1,DMV Direct (2/19/2020),8/1/2017,30029,52CG2DGA,7/31/2018,C,GEM,NEV,2012
1,DMV Direct (2/19/2020),8/1/2017,30029,WP0CA2A1,7/31/2018,F,Porsche,918 Spyder,2015
1,DMV Direct (2/19/2020),8/1/2017,30029,1FABP205,12/31/9999,2,Ford,Think Neighbor,2002
1,DMV Direct (2/19/2020),8/1/2017,30029,WP0AD2A7,7/31/2018,F,Porsche,Panamera S E-Hybrid,2015
1,DMV Direct (2/19/2020),8/1/2017,30047,1G1RB6E4,7/31/2018,D,Chevrolet,Volt,2013
1,DMV Direct (2/19/2020),8/1/2017,30063,SBM12ABA,7/31/2018,F,Mclaren,P1,2015
1,DMV Direct (2/19/2020),7/1/2017,30057,5YJXCBE4,6/30/2018,G,Tesla,Model X,2016
1,DMV Direct (2/19/2020),7/1/2017,30049,1G1RD6E4,6/30/2018,D,Chevrolet,Volt,2013
1,DMV Direct (2/19/2020),7/1/2017,30023,WBY1Z4C5,6/30/2018,E,BMW,i3 REx,2014
1,DMV Direct (2/19/2020),7/1/2017,30063,5YJXCBE4,6/30/2018,G,Tesla,Model X,2016
1,DMV Direct (2/19/2020),7/1/2017,30029,5YJXCAE4,6/30/2018,G,Tesla,Model X,2016
1,DMV Direct (2/19/2020),7/1/2017,30111,5YJSA1H2,6/30/2018,E,Tesla,Model S,2014
1,DMV Direct (2/19/2020),7/1/2017,30029,5YJXCBE4,6/30/2018,G,Tesla,Model X,2016
1,DMV Direct (2/19/2020),7/1/2017,30009,5YJSA1E4,6/30/2018,G,Tesla,Model S,2016
1,DMV Direct (2/19/2020),7/1/2017,30031,5UXKT0C5,6/30/2018,G,BMW,X5,2016
1,DMV Direct (2/19/2020),7/1/2017,30029,5ASGVHA4,6/30/2018,A,GEM,NEV,2010
1,DMV Direct (2/19/2020),7/1/2017,30043,1G1RD6E4,6/30/2019,D,Chevrolet,Volt,2013
