id,geographic area name,occupied housing units,"1-unit, attached",2 units,3 or 4 units,5 to 9 units,10 to 19 units,20 or more units,mobile home,"boat, rv, van, etc.",year,1-unit attached,boat rv van etc.
0500000US13155,"Irwin County, Georgia",3339,21,57,65,0,19,0,1148,0,2010,,
0500000US13157,"Jackson County, Georgia",20917,234,639,231,215,217,55,4264,45,2010,,
0500000US13159,"Jasper County, Georgia",4998,81,68,48,26,9,28,1053,0,2010,,
0500000US13161,"Jeff Davis County, Georgia",5567,44,152,263,99,8,0,2056,0,2010,,
0500000US13163,"Jefferson County, Georgia",6281,66,323,84,293,0,72,1709,0,2010,,
0500000US13165,"Jenkins County, Georgia",3125,81,16,33,29,0,14,1595,0,2010,,
0500000US13167,"Johnson County, Georgia",3334,2,162,21,76,80,19,946,0,2010,,
0500000US13169,"Jones County, Georgia",10238,99,69,56,178,0,50,2454,0,2010,,
0500000US13171,"Lamar County, Georgia",6377,10,313,236,208,32,34,1375,0,2010,,
0500000US13173,"Lanier County, Georgia",3308,0,133,27,64,8,0,1456,0,2010,,
0500000US13175,"Laurens County, Georgia",17669,97,1010,824,444,92,136,5132,11,2010,,
0500000US13177,"Lee County, Georgia",9555,75,470,303,85,126,6,1796,0,2010,,
0500000US13179,"Liberty County, Georgia",22626,1024,860,2666,2016,317,161,5100,15,2010,,
0500000US13181,"Lincoln County, Georgia",3435,4,61,15,17,5,4,1628,0,2010,,
0500000US13183,"Long County, Georgia",4553,3,10,61,42,10,0,3291,0,2010,,
0500000US13185,"Lowndes County, Georgia",38358,847,1318,1531,2979,1118,1173,5424,10,2010,,
0500000US13187,"Lumpkin County, Georgia",10863,212,234,144,180,52,172,2773,14,2010,,
0500000US13189,"McDuffie County, Georgia",8283,132,160,227,282,99,117,2412,0,2010,,
0500000US13191,"McIntosh County, Georgia",5687,4,55,132,86,13,46,3365,0,2010,,
0500000US13193,"Macon County, Georgia",4735,28,182,155,153,42,31,1510,0,2010,,
0500000US13195,"Madison County, Georgia",9430,113,191,79,35,7,21,3827,16,2010,,
0500000US13197,"Marion County, Georgia",3171,50,179,101,55,15,32,1401,0,2010,,
0500000US13199,"Meriwether County, Georgia",8453,57,123,153,176,14,78,2136,3,2010,,
0500000US13201,"Miller County, Georgia",2577,22,37,42,16,0,0,676,0,2010,,
0500000US13205,"Mitchell County, Georgia",8170,71,247,316,338,28,96,2490,11,2010,,
0500000US13207,"Monroe County, Georgia",9206,48,172,120,145,38,3,2494,0,2010,,
0500000US13209,"Montgomery County, Georgia",3294,0,87,82,89,0,3,1406,0,2010,,
0500000US13211,"Morgan County, Georgia",6529,34,78,14,77,120,0,1356,0,2010,,
0500000US13213,"Murray County, Georgia",14248,88,306,452,206,92,106,5720,40,2010,,
0500000US13215,"Muscogee County, Georgia",72124,1295,2504,4877,6634,4769,5069,2202,11,2010,,
0500000US13217,"Newton County, Georgia",33536,568,650,680,655,678,631,1820,41,2010,,
0500000US13219,"Oconee County, Georgia",11155,249,601,26,0,11,96,944,12,2010,,
0500000US13221,"Oglethorpe County, Georgia",4701,26,18,2,49,23,21,2204,0,2010,,
0500000US13223,"Paulding County, Georgia",46440,559,518,536,842,669,1218,2519,0,2010,,
0500000US13225,"Peach County, Georgia",9016,163,380,574,572,63,34,1754,0,2010,,
0500000US13227,"Pickens County, Georgia",11268,72,238,182,299,122,136,2148,16,2010,,
0500000US13229,"Pierce County, Georgia",6771,20,60,141,194,0,19,2620,0,2010,,
0500000US13231,"Pike County, Georgia",5957,25,79,29,53,0,30,1022,0,2010,,
0500000US13233,"Polk County, Georgia",14623,124,656,574,438,13,230,1904,0,2010,,
0500000US13235,"Pulaski County, Georgia",4188,0,129,139,100,0,24,1512,0,2010,,
0500000US13237,"Putnam County, Georgia",8467,76,241,99,66,11,59,4503,0,2010,,
0500000US13239,"Quitman County, Georgia",1015,16,27,0,0,0,24,1071,0,2010,,
0500000US13241,"Rabun County, Georgia",7148,89,115,321,480,129,41,1470,0,2010,,
0500000US13243,"Randolph County, Georgia",2952,45,134,0,28,14,0,748,0,2010,,
0500000US13245,"Richmond County, Georgia",74199,3837,2354,5146,8693,2999,2723,6995,0,2010,,
0500000US13247,"Rockdale County, Georgia",28561,748,1457,1098,1856,1507,839,1002,0,2010,,
0500000US13249,"Schley County, Georgia",1690,13,79,11,63,14,4,746,5,2010,,
0500000US13251,"Screven County, Georgia",4709,68,166,90,72,26,121,2302,11,2010,,
0500000US13253,"Seminole County, Georgia",3147,10,70,42,7,15,0,1557,13,2010,,
0500000US13255,"Spalding County, Georgia",23105,698,1193,1048,1080,378,463,2133,0,2010,,
0500000US13257,"Stephens County, Georgia",9307,171,304,463,110,64,96,3452,0,2010,,
0500000US13259,"Stewart County, Georgia",2248,9,67,38,17,2,8,660,0,2010,,
0500000US13261,"Sumter County, Georgia",11508,110,813,614,924,169,217,2685,0,2010,,
0500000US13263,"Talbot County, Georgia",2682,45,58,113,25,0,0,761,0,2010,,
0500000US13265,"Taliaferro County, Georgia",741,7,5,30,5,0,10,372,0,2010,,
0500000US13267,"Tattnall County, Georgia",7750,207,325,160,19,35,34,3226,0,2010,,
0500000US13269,"Taylor County, Georgia",3430,30,157,53,59,0,24,1484,0,2010,,
0500000US13271,"Telfair County, Georgia",5681,12,164,255,126,31,35,1677,0,2010,,
0500000US13273,"Terrell County, Georgia",3457,30,124,183,158,4,11,913,0,2010,,
0500000US13275,"Thomas County, Georgia",17399,304,399,618,913,200,211,3933,0,2010,,
0500000US13277,"Tift County, Georgia",14442,109,504,808,694,174,288,4080,28,2010,,
0500000US13279,"Toombs County, Georgia",10077,37,603,546,258,136,90,3012,0,2010,,
0500000US13281,"Towns County, Georgia",4758,46,9,51,17,28,67,1720,0,2010,,
0500000US13283,"Treutlen County, Georgia",2496,4,93,68,13,0,0,880,15,2010,,
0500000US13285,"Troup County, Georgia",23690,212,851,1061,1167,572,505,2093,0,2010,,
0500000US13287,"Turner County, Georgia",3096,68,231,116,257,123,28,672,0,2010,,
0500000US13289,"Twiggs County, Georgia",3070,41,52,0,32,19,10,1680,0,2010,,
0500000US13291,"Union County, Georgia",9471,211,112,71,171,99,156,1736,25,2010,,
0500000US13293,"Upson County, Georgia",10502,101,401,479,163,34,89,2019,0,2010,,
0500000US13295,"Walker County, Georgia",25901,286,1018,608,409,339,336,4804,67,2010,,
0500000US13297,"Walton County, Georgia",29147,328,1264,597,718,9,144,2418,0,2010,,
0500000US13299,"Ware County, Georgia",13053,183,631,559,601,271,187,3557,0,2010,,
0500000US13301,"Warren County, Georgia",2357,17,91,122,39,8,14,1082,0,2010,,
0500000US13303,"Washington County, Georgia",7167,60,81,245,102,0,90,2753,4,2010,,
0500000US13305,"Wayne County, Georgia",10362,88,247,289,173,33,90,4001,12,2010,,
0500000US13307,"Webster County, Georgia",1107,6,0,0,27,17,9,626,0,2010,,
0500000US13309,"Wheeler County, Georgia",1664,0,67,37,25,13,0,629,0,2010,,
0500000US13311,"White County, Georgia",12063,179,193,231,399,0,14,2951,76,2010,,
0500000US13313,"Whitfield County, Georgia",34292,1135,1649,1911,1602,1113,1117,5877,18,2010,,
0500000US13315,"Wilcox County, Georgia",2619,17,11,6,100,3,13,998,0,2010,,
0500000US13317,"Wilkes County, Georgia",3999,95,171,63,41,39,15,1046,0,2010,,
0500000US13319,"Wilkinson County, Georgia",3511,26,21,22,55,0,0,1453,0,2010,,
0500000US13321,"Worth County, Georgia",7940,74,123,207,156,83,76,3088,0,2010,,
0500000US15001,"Hawaii County, Hawaii",64382,1911,1984,2493,4276,2778,5129,304,20,2010,,
0500000US15003,"Honolulu County, Hawaii",304827,27056,8811,18011,23942,16645,83043,353,125,2010,,
0500000US15005,"Kalawao County, Hawaii",67,0,0,16,7,0,3,0,0,2010,,
0500000US15007,"Kauai County, Hawaii",21710,1549,1231,1172,1350,1578,2004,85,0,2010,,
0500000US15009,"Maui County, Hawaii",51281,3227,3351,2795,4681,4314,11479,79,25,2010,,
0500000US16001,"Ada County, Idaho",145584,7839,3760,7604,4623,3974,8021,6000,150,2010,,
0500000US16003,"Adams County, Idaho",1700,15,23,43,7,0,0,421,11,2010,,
0500000US16005,"Bannock County, Idaho",29860,1577,1630,2263,820,543,1106,2964,0,2010,,
0500000US16007,"Bear Lake County, Idaho",2538,18,77,123,24,0,64,383,35,2010,,
0500000US16009,"Benewah County, Idaho",3840,63,75,33,64,48,46,1008,30,2010,,
0500000US16011,"Bingham County, Idaho",14319,187,288,688,312,66,173,2286,0,2010,,
0500000US16013,"Blaine County, Idaho",9125,644,682,1361,1535,619,226,797,0,2010,,
0500000US16015,"Boise County, Idaho",3024,45,25,34,7,0,0,972,31,2010,,
0500000US16017,"Bonner County, Idaho",18206,238,550,665,414,335,462,3425,99,2010,,
0500000US16019,"Bonneville County, Idaho",35358,1968,1025,2862,1248,459,1117,2510,0,2010,,
0500000US16021,"Boundary County, Idaho",4186,2,49,15,96,54,71,605,4,2010,,
0500000US16023,"Butte County, Idaho",1149,15,19,91,24,36,0,200,0,2010,,
0500000US16025,"Camas County, Idaho",427,8,0,0,0,0,0,74,0,2010,,
0500000US16027,"Canyon County, Idaho",62008,1199,1808,3140,1415,622,1070,6322,146,2010,,
0500000US16029,"Caribou County, Idaho",2726,33,23,162,149,9,0,401,13,2010,,
0500000US16031,"Cassia County, Idaho",7550,57,112,234,212,62,109,1373,12,2010,,
0500000US16033,"Clark County, Idaho",334,0,14,18,0,0,0,167,13,2010,,
0500000US16035,"Clearwater County, Idaho",3656,71,174,25,47,18,27,971,36,2010,,
0500000US16037,"Custer County, Idaho",1918,28,66,27,45,4,0,474,9,2010,,
0500000US16039,"Elmore County, Idaho",9522,932,405,449,117,79,50,1778,5,2010,,
0500000US16041,"Franklin County, Idaho",4080,110,93,25,45,28,0,219,0,2010,,
0500000US16043,"Fremont County, Idaho",4504,116,69,74,136,8,0,938,0,2010,,
0500000US16045,"Gem County, Idaho",6512,112,65,58,154,93,60,797,0,2010,,
0500000US16047,"Gooding County, Idaho",5512,49,70,194,0,42,37,1155,13,2010,,
0500000US16049,"Idaho County, Idaho",6596,79,120,127,107,14,22,1444,125,2010,,
0500000US16051,"Jefferson County, Idaho",7781,70,92,220,14,22,26,1438,4,2010,,
0500000US16053,"Jerome County, Idaho",7229,93,231,244,109,7,148,1172,0,2010,,
0500000US16055,"Kootenai County, Idaho",54560,1491,1894,2175,1813,1347,1923,6443,161,2010,,
0500000US16057,"Latah County, Idaho",14635,310,1243,1088,1229,1170,752,2192,43,2010,,
0500000US16059,"Lemhi County, Idaho",3545,43,160,91,41,35,34,927,0,2010,,
0500000US16061,"Lewis County, Idaho",1644,19,44,29,13,14,2,278,44,2010,,
0500000US16063,"Lincoln County, Idaho",1814,13,6,13,22,0,5,507,12,2010,,
0500000US16065,"Madison County, Idaho",9868,317,486,1110,796,1117,1136,694,6,2010,,
0500000US16067,"Minidoka County, Idaho",6751,56,247,269,62,61,62,1216,0,2010,,
0500000US16069,"Nez Perce County, Idaho",16163,425,710,774,625,279,674,1772,7,2010,,
0500000US16071,"Oneida County, Idaho",1556,5,24,5,5,23,10,68,0,2010,,
0500000US16073,"Owyhee County, Idaho",4016,14,15,135,33,41,19,1205,8,2010,,
0500000US16075,"Payette County, Idaho",8303,175,178,392,99,48,58,1442,0,2010,,
0500000US16077,"Power County, Idaho",2598,9,0,26,31,38,55,673,0,2010,,
0500000US16079,"Shoshone County, Idaho",5776,87,173,222,259,92,74,869,20,2010,,
0500000US16081,"Teton County, Idaho",3786,27,203,375,213,39,0,632,0,2010,,
0500000US16083,"Twin Falls County, Idaho",27626,910,979,2042,723,288,698,2539,2,2010,,
0500000US01001,"Autauga County, Alabama",19718,208,290,423,456,175,214,4616,35,2010,,
0500000US01003,"Baldwin County, Alabama",69476,1192,1411,2389,3967,2391,12661,14464,348,2010,,
0500000US01005,"Barbour County, Alabama",9795,133,618,315,286,53,78,3602,4,2010,,
0500000US01007,"Bibb County, Alabama",7441,5,134,173,129,63,85,2666,0,2010,,
0500000US01009,"Blount County, Alabama",20605,97,310,235,213,57,71,5278,0,2010,,
0500000US01011,"Bullock County, Alabama",3732,77,127,181,109,33,0,1248,0,2010,,
0500000US01013,"Butler County, Alabama",8019,47,274,449,438,103,111,2136,0,2010,,
0500000US01015,"Calhoun County, Alabama",46421,847,1571,1631,1807,1331,1232,8169,13,2010,,
0500000US01017,"Chambers County, Alabama",13681,182,425,346,320,265,94,2939,28,2010,,
0500000US01019,"Cherokee County, Alabama",11352,270,236,75,217,71,74,5349,75,2010,,
0500000US01021,"Chilton County, Alabama",16563,102,150,260,321,75,16,5960,21,2010,,
0500000US01023,"Choctaw County, Alabama",5296,45,15,46,104,62,70,1995,17,2010,,
0500000US01025,"Clarke County, Alabama",9144,78,69,313,259,113,45,3372,17,2010,,
0500000US01027,"Clay County, Alabama",5851,20,368,144,132,26,94,1767,0,2010,,
0500000US01029,"Cleburne County, Alabama",5397,47,86,81,174,7,7,1909,0,2010,,
0500000US01031,"Coffee County, Alabama",18928,510,525,992,1273,116,85,3494,5,2010,,
0500000US01033,"Colbert County, Alabama",22165,163,971,801,921,234,238,2768,44,2010,,
0500000US01035,"Conecuh County, Alabama",4861,164,70,103,75,104,70,1626,0,2010,,
0500000US01037,"Coosa County, Alabama",4561,58,21,79,0,4,22,1913,0,2010,,
0500000US01039,"Covington County, Alabama",14663,129,388,328,194,81,178,3212,6,2010,,
0500000US01041,"Crenshaw County, Alabama",5641,18,382,140,83,0,19,1800,0,2010,,
0500000US01043,"Cullman County, Alabama",31263,191,852,457,800,470,549,7416,27,2010,,
0500000US01045,"Dale County, Alabama",19545,1211,754,1045,738,251,196,4456,59,2010,,
0500000US01047,"Dallas County, Alabama",16795,171,1286,1338,392,45,199,4176,7,2010,,
0500000US01049,"DeKalb County, Alabama",25937,139,579,592,555,28,209,7331,5,2010,,
0500000US01051,"Elmore County, Alabama",27762,378,286,483,1019,348,103,5958,41,2010,,
0500000US01053,"Escambia County, Alabama",13804,64,253,484,309,112,133,3497,0,2010,,
0500000US01055,"Etowah County, Alabama",41584,719,1110,1557,1555,531,913,5622,68,2010,,
0500000US01057,"Fayette County, Alabama",7164,9,176,121,141,166,56,1678,20,2010,,
0500000US01059,"Franklin County, Alabama",12367,117,312,310,463,137,241,2344,11,2010,,
0500000US01061,"Geneva County, Alabama",10720,96,401,166,186,0,75,2963,14,2010,,
0500000US01063,"Greene County, Alabama",3522,115,91,111,110,177,69,1418,0,2010,,
0500000US01065,"Hale County, Alabama",5843,145,62,157,132,26,102,2563,16,2010,,
0500000US01067,"Henry County, Alabama",6656,114,178,50,12,23,18,2083,0,2010,,
0500000US01069,"Houston County, Alabama",38035,506,1323,2149,2169,536,568,6771,20,2010,,
0500000US01071,"Jackson County, Alabama",21173,272,330,199,674,150,90,5703,15,2010,,
0500000US01073,"Jefferson County, Alabama",260441,8361,5472,9590,16808,21360,18943,10562,53,2010,,
0500000US01075,"Lamar County, Alabama",5944,81,282,145,203,4,27,1280,18,2010,,
0500000US01077,"Lauderdale County, Alabama",37713,552,1013,1661,1845,885,998,4066,44,2010,,
0500000US01079,"Lawrence County, Alabama",13412,46,169,209,328,37,52,3640,24,2010,,
0500000US01081,"Lee County, Alabama",54016,1869,3029,1437,2891,3304,3404,13976,54,2010,,
0500000US01083,"Limestone County, Alabama",30028,392,694,661,794,434,547,5472,91,2010,,
0500000US01085,"Lowndes County, Alabama",4205,54,176,93,96,0,3,1872,0,2010,,
0500000US01087,"Macon County, Alabama",7969,171,250,663,437,153,102,2300,0,2010,,
0500000US01089,"Madison County, Alabama",126564,3073,2382,5534,9391,7228,5757,8102,7,2010,,
0500000US01091,"Marengo County, Alabama",8494,195,449,117,184,53,55,2766,0,2010,,
0500000US01093,"Marion County, Alabama",12744,46,546,466,354,149,83,3292,23,2010,,
0500000US01095,"Marshall County, Alabama",34433,504,1159,656,1338,264,275,6874,111,2010,,
0500000US01097,"Mobile County, Alabama",153302,2054,4163,6013,9655,5173,6125,15982,370,2010,,
0500000US01099,"Monroe County, Alabama",9191,13,245,121,158,98,54,2706,12,2010,,
0500000US01101,"Montgomery County, Alabama",88772,3715,1558,5466,8384,3567,3753,3816,3,2010,,
0500000US01103,"Morgan County, Alabama",46375,1765,1056,1574,2099,937,1302,6116,35,2010,,
0500000US01105,"Perry County, Alabama",3828,14,102,272,85,5,92,1048,0,2010,,
0500000US01107,"Pickens County, Alabama",8008,95,475,212,219,20,38,2321,0,2010,,
0500000US01109,"Pike County, Alabama",13013,136,774,732,779,402,117,3715,0,2010,,
0500000US01111,"Randolph County, Alabama",8529,31,96,187,160,84,31,2741,8,2010,,
0500000US01113,"Russell County, Alabama",20174,168,879,823,2063,368,184,4625,5,2010,,
0500000US01115,"St. Clair County, Alabama",29574,190,317,312,707,243,302,10172,4,2010,,
0500000US01117,"Shelby County, Alabama",71759,4059,328,746,2548,3470,1934,8501,18,2010,,
0500000US01119,"Sumter County, Alabama",4952,167,422,71,133,208,164,2216,0,2010,,
0500000US01121,"Talladega County, Alabama",31151,571,1018,915,1134,82,371,9553,65,2010,,
0500000US01123,"Tallapoosa County, Alabama",16282,286,378,686,517,112,274,4264,15,2010,,
0500000US01125,"Tuscaloosa County, Alabama",69175,1450,1786,3324,5608,5931,4267,9816,30,2010,,
0500000US01127,"Walker County, Alabama",25800,53,507,600,486,347,122,8209,29,2010,,
0500000US01129,"Washington County, Alabama",6672,18,45,7,160,2,12,2000,8,2010,,
0500000US01131,"Wilcox County, Alabama",3732,59,11,252,51,28,0,1848,0,2010,,
0500000US01133,"Winston County, Alabama",9478,17,222,219,335,14,28,3753,0,2010,,
0500000US02013,"Aleutians East Borough, Alaska",267,11,3,14,31,8,0,42,0,2010,,
0500000US02016,"Aleutians West Census Area, Alaska",521,664,106,200,68,62,45,32,0,2010,,
0500000US02020,"Anchorage Municipality, Alaska",104315,15073,6138,11842,8516,4620,8447,5139,13,2010,,
0500000US02050,"Bethel Census Area, Alaska",4291,52,296,108,122,136,149,154,0,2010,,
0500000US02060,"Bristol Bay Borough, Alaska",410,26,57,26,19,23,0,62,0,2010,,
0500000US02068,"Denali Borough, Alaska",428,10,38,44,43,17,21,111,0,2010,,
0500000US02070,"Dillingham Census Area, Alaska",1408,8,69,131,106,37,0,62,0,2010,,
0500000US02090,"Fairbanks North Star Borough, Alaska",34596,4440,2094,2219,2054,1511,2688,1702,77,2010,,
0500000US02100,"Haines Borough, Alaska",744,64,22,7,84,31,15,57,0,2010,,
0500000US02105,"Hoonah-Angoon Census Area, Alaska",1004,30,68,39,19,27,0,150,6,2010,,
0500000US02110,"Juneau City and Borough, Alaska",12005,1554,846,1014,932,620,761,1092,24,2010,,
0500000US02122,"Kenai Peninsula Borough, Alaska",22303,417,628,1294,736,346,520,2090,45,2010,,
0500000US02130,"Ketchikan Gateway Borough, Alaska",5629,281,668,508,308,177,628,205,58,2010,,
0500000US02150,"Kodiak Island Borough, Alaska",4409,269,425,189,339,142,290,499,0,2010,,
0500000US02164,"Lake and Peninsula Borough, Alaska",492,28,12,27,0,0,0,7,0,2010,,
0500000US02170,"Matanuska-Susitna Borough, Alaska",29361,592,1210,1421,677,327,272,1687,50,2010,,
0500000US02180,"Nome Census Area, Alaska",2693,48,134,237,143,152,20,120,0,2010,,
0500000US02185,"North Slope Borough, Alaska",1976,75,142,162,61,188,78,39,0,2010,,
0500000US02188,"Northwest Arctic Borough, Alaska",1802,51,106,198,61,26,126,43,0,2010,,
0500000US02195,"Petersburg Census Area, Alaska",1559,34,75,32,14,56,17,236,17,2010,,
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",2386,33,107,33,82,48,21,541,17,2010,,
0500000US02220,"Sitka City and Borough, Alaska",3729,329,431,285,127,77,71,534,43,2010,,
0500000US02230,"Skagway Municipality, Alaska",386,30,74,49,11,17,4,41,0,2010,,
0500000US02240,"Southeast Fairbanks Census Area, Alaska",2485,96,89,144,340,58,32,220,0,2010,,
0500000US02261,"Valdez-Cordova Census Area, Alaska",3941,74,147,255,132,155,358,936,5,2010,,
0500000US02270,"Wade Hampton Census Area, Alaska",1728,8,53,1,16,8,14,48,0,2010,,
0500000US02275,"Wrangell City and Borough, Alaska",996,0,29,92,36,7,0,186,9,2010,,
0500000US02282,"Yakutat City and Borough, Alaska",257,7,22,19,11,4,0,45,3,2010,,
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",2127,22,49,23,17,26,5,149,4,2010,,
0500000US04001,"Apache County, Arizona",18859,449,563,693,250,38,167,6590,5,2010,,
0500000US04003,"Cochise County, Arizona",48935,1798,572,1285,1807,1681,1771,12784,778,2010,,
0500000US04005,"Coconino County, Arizona",45478,2937,1351,2226,2820,1838,3463,10081,69,2010,,
0500000US04007,"Gila County, Arizona",19704,320,243,453,401,166,303,8270,161,2010,,
0500000US04009,"Graham County, Arizona",10822,125,108,313,216,68,259,3696,125,2010,,
0500000US04011,"Greenlee County, Arizona",3327,99,38,110,4,82,22,869,48,2010,,
0500000US04012,"La Paz County, Arizona",10158,162,50,98,191,76,161,6262,1444,2010,,
0500000US04013,"Maricopa County, Arizona",1382002,89611,19729,61638,89476,110396,119383,86170,2960,2010,,
0500000US04015,"Mohave County, Arizona",80361,2138,1340,3026,2172,1627,2543,30042,782,2010,,
0500000US04017,"Navajo County, Arizona",35366,1050,878,1391,652,406,581,12713,259,2010,,
0500000US04019,"Pima County, Arizona",381880,34966,8030,13278,18309,24269,36026,46237,940,2010,,
0500000US04021,"Pinal County, Arizona",118826,2105,1435,2435,1878,1367,2221,32120,1370,2010,,
0500000US04023,"Santa Cruz County, Arizona",12078,688,712,1087,373,157,760,1306,28,2010,,
0500000US04025,"Yavapai County, Arizona",89109,3843,2550,3345,2399,907,2677,21822,525,2010,,
0500000US04027,"Yuma County, Arizona",69563,2633,1425,2231,2647,2030,2574,26393,2964,2010,,
0500000US05001,"Arkansas County, Arkansas",8202,50,190,351,320,58,116,1420,37,2010,,
0500000US05003,"Ashley County, Arkansas",8901,39,225,139,271,82,168,2035,0,2010,,
0500000US05005,"Baxter County, Arkansas",18744,680,636,550,495,248,313,3276,10,2010,,
0500000US05007,"Benton County, Arkansas",78947,4298,2437,2692,2831,4361,1597,5688,76,2010,,
0500000US05009,"Boone County, Arkansas",14317,153,324,556,745,303,92,2197,26,2010,,
0500000US05011,"Bradley County, Arkansas",4877,76,98,207,46,61,61,1027,9,2010,,
0500000US05013,"Calhoun County, Arkansas",2123,0,19,24,17,0,12,817,5,2010,,
0500000US05015,"Carroll County, Arkansas",11437,345,412,668,326,107,25,2118,29,2010,,
0500000US05017,"Chicot County, Arkansas",4705,33,47,228,95,22,165,1180,11,2010,,
0500000US05019,"Clark County, Arkansas",8348,82,191,437,452,311,267,1978,15,2010,,
0500000US05021,"Clay County, Arkansas",6787,58,201,210,156,44,50,857,0,2010,,
0500000US05023,"Cleburne County, Arkansas",10755,103,290,415,85,21,72,3512,8,2010,,
0500000US05025,"Cleveland County, Arkansas",3309,38,11,40,49,3,22,1120,14,2010,,
0500000US05027,"Columbia County, Arkansas",9895,105,245,265,287,345,176,2220,0,2010,,
0500000US05029,"Conway County, Arkansas",8235,128,240,139,39,23,172,1877,13,2010,,
0500000US05031,"Craighead County, Arkansas",35864,526,1878,2265,1400,1630,781,3259,6,2010,,
0500000US05033,"Crawford County, Arkansas",22882,347,806,698,549,334,319,3390,29,2010,,
0500000US05035,"Crittenden County, Arkansas",18717,306,774,1065,1803,992,318,1891,0,2010,,
0500000US05037,"Cross County, Arkansas",6638,8,381,295,132,74,18,1388,0,2010,,
0500000US05039,"Dallas County, Arkansas",3160,5,60,122,72,59,24,674,0,2010,,
0500000US05041,"Desha County, Arkansas",5302,58,290,524,163,80,34,784,0,2010,,
0500000US05043,"Drew County, Arkansas",7383,32,131,170,205,50,104,2287,0,2010,,
0500000US05045,"Faulkner County, Arkansas",40928,1114,1662,913,1506,2603,1071,6950,28,2010,,
0500000US05047,"Franklin County, Arkansas",6741,181,34,49,157,3,136,1164,46,2010,,
0500000US05049,"Fulton County, Arkansas",4823,9,77,26,25,48,46,1294,0,2010,,
0500000US05051,"Garland County, Arkansas",40146,1535,1220,2440,1904,1030,1744,6830,38,2010,,
0500000US05053,"Grant County, Arkansas",6761,29,79,12,39,36,17,2007,0,2010,,
0500000US05055,"Greene County, Arkansas",16154,78,902,582,450,284,182,2364,48,2010,,
0500000US05057,"Hempstead County, Arkansas",8715,72,341,209,227,213,71,2148,20,2010,,
0500000US05059,"Hot Spring County, Arkansas",11942,138,253,137,140,31,60,3190,17,2010,,
0500000US05061,"Howard County, Arkansas",5158,54,241,139,37,88,15,1241,15,2010,,
0500000US05063,"Independence County, Arkansas",14799,151,333,278,125,36,406,3029,20,2010,,
0500000US05065,"Izard County, Arkansas",5762,43,110,109,52,10,52,1405,15,2010,,
0500000US05067,"Jackson County, Arkansas",6391,49,596,201,233,85,44,782,0,2010,,
0500000US05069,"Jefferson County, Arkansas",28048,349,979,873,1149,1064,892,4169,58,2010,,
0500000US05071,"Johnson County, Arkansas",9350,58,550,316,152,181,51,1559,0,2010,,
0500000US05073,"Lafayette County, Arkansas",2775,7,37,108,66,5,27,1286,0,2010,,
0500000US05075,"Lawrence County, Arkansas",6768,45,183,187,63,73,142,842,28,2010,,
0500000US05077,"Lee County, Arkansas",3516,51,270,108,113,69,66,800,0,2010,,
0500000US05079,"Lincoln County, Arkansas",4057,6,200,72,93,25,18,1351,0,2010,,
0500000US05081,"Little River County, Arkansas",5405,60,308,164,117,11,10,1299,9,2010,,
0500000US05083,"Logan County, Arkansas",8323,41,162,125,35,27,57,1587,23,2010,,
0500000US05085,"Lonoke County, Arkansas",24136,220,780,584,459,178,265,4348,25,2010,,
0500000US05087,"Madison County, Arkansas",5762,58,0,136,28,83,22,1112,0,2010,,
0500000US05089,"Marion County, Arkansas",7239,110,50,179,181,5,20,1785,6,2010,,
0500000US05091,"Miller County, Arkansas",16577,214,796,642,951,812,362,2671,7,2010,,
0500000US05093,"Mississippi County, Arkansas",17202,483,1759,911,602,122,101,2316,0,2010,,
0500000US05095,"Monroe County, Arkansas",3453,10,355,83,170,13,120,767,0,2010,,
0500000US05097,"Montgomery County, Arkansas",3753,47,42,54,3,33,4,1785,20,2010,,
0500000US05099,"Nevada County, Arkansas",3782,18,76,73,124,11,0,1032,0,2010,,
0500000US05101,"Newton County, Arkansas",3555,0,9,49,11,41,75,746,15,2010,,
0500000US05103,"Ouachita County, Arkansas",10714,89,365,397,378,91,140,1932,21,2010,,
0500000US05105,"Perry County, Arkansas",3952,23,65,0,34,12,4,1367,34,2010,,
0500000US05107,"Phillips County, Arkansas",8325,39,926,415,158,83,40,1242,8,2010,,
0500000US05109,"Pike County, Arkansas",4137,26,128,118,83,10,0,1259,13,2010,,
0500000US05111,"Poinsett County, Arkansas",9545,169,599,472,105,44,46,1477,0,2010,,
0500000US05113,"Polk County, Arkansas",8156,42,81,106,86,65,22,2124,7,2010,,
0500000US05115,"Pope County, Arkansas",22535,225,882,895,637,863,308,3316,113,2010,,
0500000US05117,"Prairie County, Arkansas",3563,20,115,88,35,0,27,829,0,2010,,
0500000US05119,"Pulaski County, Arkansas",155160,4693,4907,6444,10259,10675,11175,9601,66,2010,,
0500000US05121,"Randolph County, Arkansas",7255,33,173,303,7,54,49,993,0,2010,,
0500000US05123,"St. Francis County, Arkansas",9086,85,344,600,353,191,197,1637,0,2010,,
0500000US05125,"Saline County, Arkansas",39103,157,563,702,1044,701,384,8424,40,2010,,
0500000US05127,"Scott County, Arkansas",4341,6,94,92,76,58,9,896,27,2010,,
0500000US05129,"Searcy County, Arkansas",3457,5,27,96,20,18,61,898,0,2010,,
