id,geographic area name,occupied housing units,"1-unit, attached",2 units,3 or 4 units,5 to 9 units,10 to 19 units,20 or more units,mobile home,"boat, rv, van, etc.",year,1-unit attached,boat rv van etc.
0500000US27011,"Big Stone County, Minnesota",2316,53,58,5,43,109,121,116,2,2014,,
0500000US27013,"Blue Earth County, Minnesota",24719,1118,786,1064,1588,1144,2535,1340,0,2014,,
0500000US27015,"Brown County, Minnesota",10749,194,320,262,238,299,749,417,0,2014,,
0500000US27017,"Carlton County, Minnesota",13542,138,308,402,141,341,586,1188,1,2014,,
0500000US27019,"Carver County, Minnesota",33813,4490,175,532,686,484,3114,1066,4,2014,,
0500000US27021,"Cass County, Minnesota",12876,585,153,132,273,136,287,2212,23,2014,,
0500000US27023,"Chippewa County, Minnesota",5050,134,89,117,94,280,273,170,0,2014,,
0500000US27025,"Chisago County, Minnesota",19757,1043,157,359,234,248,894,1027,0,2014,,
0500000US27027,"Clay County, Minnesota",22545,1681,256,718,645,1963,2692,769,10,2014,,
0500000US27029,"Clearwater County, Minnesota",3539,28,19,40,45,127,123,698,4,2014,,
0500000US27031,"Cook County, Minnesota",2627,155,71,105,85,92,170,135,0,2014,,
0500000US27033,"Cottonwood County, Minnesota",4855,70,116,187,54,38,289,64,1,2014,,
0500000US27035,"Crow Wing County, Minnesota",26654,1272,772,568,496,594,1930,2536,3,2014,,
0500000US27037,"Dakota County, Minnesota",155220,30059,1697,2903,2787,4288,22996,3889,21,2014,,
0500000US27039,"Dodge County, Minnesota",7491,243,59,51,170,142,198,494,6,2014,,
0500000US27041,"Douglas County, Minnesota",15639,601,382,288,229,711,1330,1161,0,2014,,
0500000US27043,"Faribault County, Minnesota",6311,54,86,92,221,128,215,80,5,2014,,
0500000US27045,"Fillmore County, Minnesota",8424,238,237,146,269,243,187,350,1,2014,,
0500000US27047,"Freeborn County, Minnesota",13077,523,328,101,386,426,959,409,0,2014,,
0500000US27049,"Goodhue County, Minnesota",18743,1134,521,484,346,714,1584,1073,0,2014,,
0500000US27051,"Grant County, Minnesota",2576,48,32,31,65,96,62,189,0,2014,,
0500000US27053,"Hennepin County, Minnesota",484868,45487,19125,12709,13980,26483,115473,1566,119,2014,,
0500000US27055,"Houston County, Minnesota",7862,118,116,250,269,205,167,475,0,2014,,
0500000US27057,"Hubbard County, Minnesota",8740,125,143,123,68,151,381,1570,0,2014,,
0500000US27059,"Isanti County, Minnesota",13958,622,193,174,87,352,966,551,2,2014,,
0500000US27061,"Itasca County, Minnesota",18821,297,243,351,322,384,907,2227,2,2014,,
0500000US27063,"Jackson County, Minnesota",4442,47,67,112,107,12,275,78,0,2014,,
0500000US27065,"Kanabec County, Minnesota",6256,145,154,59,54,162,194,1223,8,2014,,
0500000US27067,"Kandiyohi County, Minnesota",16885,775,633,348,550,581,1266,702,5,2014,,
0500000US27069,"Kittson County, Minnesota",1917,20,6,26,73,39,101,203,0,2014,,
0500000US27071,"Koochiching County, Minnesota",6006,147,147,226,181,98,276,921,0,2014,,
0500000US27073,"Lac qui Parle County, Minnesota",3094,48,38,61,35,85,118,65,0,2014,,
0500000US27075,"Lake County, Minnesota",5010,193,54,98,62,118,205,218,0,2014,,
0500000US27077,"Lake of the Woods County, Minnesota",1700,18,0,21,15,40,35,834,0,2014,,
0500000US27079,"Le Sueur County, Minnesota",11007,555,217,194,184,146,473,385,0,2014,,
0500000US27081,"Lincoln County, Minnesota",2469,28,16,32,117,72,34,65,0,2014,,
0500000US27083,"Lyon County, Minnesota",10076,140,329,495,462,598,871,227,0,2014,,
0500000US27085,"McLeod County, Minnesota",14727,991,176,578,438,658,895,535,0,2014,,
0500000US27087,"Mahnomen County, Minnesota",2018,42,30,61,34,73,77,302,2,2014,,
0500000US27089,"Marshall County, Minnesota",4072,50,59,24,211,60,171,506,2,2014,,
0500000US27091,"Martin County, Minnesota",8780,149,228,183,246,185,701,222,1,2014,,
0500000US27093,"Meeker County, Minnesota",9279,200,230,281,177,194,294,705,2,2014,,
0500000US27095,"Mille Lacs County, Minnesota",10249,585,80,204,393,246,669,1227,31,2014,,
0500000US27097,"Morrison County, Minnesota",13494,454,129,200,128,271,762,1199,3,2014,,
0500000US27099,"Mower County, Minnesota",15511,482,491,198,490,495,1203,490,1,2014,,
0500000US27101,"Murray County, Minnesota",3768,35,44,23,21,120,100,179,0,2014,,
0500000US27103,"Nicollet County, Minnesota",12410,881,374,542,408,528,655,661,3,2014,,
0500000US27105,"Nobles County, Minnesota",7838,281,164,165,138,435,519,172,0,2014,,
0500000US27107,"Norman County, Minnesota",2776,26,37,12,49,146,104,221,2,2014,,
0500000US27109,"Olmsted County, Minnesota",57799,4531,1176,2209,1791,1584,6481,2079,16,2014,,
0500000US27111,"Otter Tail County, Minnesota",24163,516,394,490,506,643,1272,3134,9,2014,,
0500000US27113,"Pennington County, Minnesota",5822,83,176,143,197,215,398,890,0,2014,,
0500000US27115,"Pine County, Minnesota",11616,158,184,179,203,325,403,2494,72,2014,,
0500000US27117,"Pipestone County, Minnesota",3998,113,128,138,85,97,264,79,5,2014,,
0500000US27119,"Polk County, Minnesota",12642,318,322,431,227,676,1021,899,2,2014,,
0500000US27121,"Pope County, Minnesota",4772,203,123,108,91,151,175,363,3,2014,,
0500000US27123,"Ramsey County, Minnesota",206156,17271,10084,6041,7575,14492,44796,3160,14,2014,,
0500000US27125,"Red Lake County, Minnesota",1721,11,54,15,25,93,41,170,0,2014,,
0500000US27127,"Redwood County, Minnesota",6463,121,92,138,100,215,319,249,0,2014,,
0500000US27129,"Renville County, Minnesota",6378,54,33,60,191,242,154,272,0,2014,,
0500000US27131,"Rice County, Minnesota",22498,1455,582,697,528,1061,1612,1086,5,2014,,
0500000US27133,"Rock County, Minnesota",3933,138,80,57,187,84,184,88,0,2014,,
0500000US27135,"Roseau County, Minnesota",6351,38,59,121,123,270,324,1206,1,2014,,
0500000US27137,"St. Louis County, Minnesota",85033,1947,4204,2918,2287,2374,8509,5153,41,2014,,
0500000US27139,"Scott County, Minnesota",46214,8665,367,613,532,400,2692,711,31,2014,,
0500000US27141,"Sherburne County, Minnesota",30283,2015,160,180,380,729,2161,441,3,2014,,
0500000US27143,"Sibley County, Minnesota",6025,158,94,122,137,112,230,185,0,2014,,
0500000US27145,"Stearns County, Minnesota",56750,2080,1031,790,1352,2573,7295,1911,30,2014,,
0500000US27147,"Steele County, Minnesota",14339,768,543,212,171,728,988,626,0,2014,,
0500000US27149,"Stevens County, Minnesota",3665,129,97,58,153,186,409,131,2,2014,,
0500000US27151,"Swift County, Minnesota",4230,91,57,124,61,247,270,128,0,2014,,
0500000US27153,"Todd County, Minnesota",9951,155,111,308,65,165,317,1317,1,2014,,
0500000US27155,"Traverse County, Minnesota",1534,16,36,3,49,103,33,76,0,2014,,
0500000US27157,"Wabasha County, Minnesota",8929,290,254,205,264,113,206,925,2,2014,,
0500000US27159,"Wadena County, Minnesota",5737,39,87,135,105,157,218,676,2,2014,,
0500000US27161,"Waseca County, Minnesota",7405,274,206,153,200,198,399,264,0,2014,,
0500000US27163,"Washington County, Minnesota",89898,14901,981,1904,1981,1465,7059,1297,48,2014,,
0500000US27165,"Watonwan County, Minnesota",4499,52,153,91,303,48,213,112,0,2014,,
0500000US27167,"Wilkin County, Minnesota",2763,20,36,93,89,20,236,118,0,2014,,
0500000US27169,"Winona County, Minnesota",19081,572,827,1422,711,867,1186,1086,2,2014,,
0500000US27171,"Wright County, Minnesota",45064,4863,286,513,449,954,2206,2335,50,2014,,
0500000US27173,"Yellow Medicine County, Minnesota",4193,40,34,58,91,148,86,107,0,2014,,
0500000US28001,"Adams County, Mississippi",12081,163,258,375,678,390,107,1676,26,2014,,
0500000US28003,"Alcorn County, Mississippi",14651,215,337,639,286,159,166,2644,18,2014,,
0500000US28005,"Amite County, Mississippi",5073,52,73,22,10,0,6,1943,0,2014,,
0500000US28007,"Attala County, Mississippi",7341,30,63,234,227,100,125,2033,16,2014,,
0500000US28009,"Benton County, Mississippi",3040,20,79,8,0,2,2,783,0,2014,,
0500000US28011,"Bolivar County, Mississippi",12377,67,556,679,751,399,192,1462,0,2014,,
0500000US28013,"Calhoun County, Mississippi",5913,36,164,132,162,1,50,1197,13,2014,,
0500000US28015,"Carroll County, Mississippi",3788,30,13,8,102,0,7,1380,0,2014,,
0500000US28017,"Chickasaw County, Mississippi",6560,31,141,206,277,50,22,1986,1,2014,,
0500000US28019,"Choctaw County, Mississippi",3415,12,78,33,102,25,29,756,12,2014,,
0500000US28021,"Claiborne County, Mississippi",3163,5,24,14,7,144,56,1516,0,2014,,
0500000US28023,"Clarke County, Mississippi",6454,26,111,100,106,5,7,2300,10,2014,,
0500000US28025,"Clay County, Mississippi",7765,45,538,294,309,28,51,1394,0,2014,,
0500000US28027,"Coahoma County, Mississippi",9350,65,436,581,995,78,252,1275,0,2014,,
0500000US28029,"Copiah County, Mississippi",10004,31,156,198,89,0,51,3209,32,2014,,
0500000US28031,"Covington County, Mississippi",6959,50,9,42,56,5,31,2353,0,2014,,
0500000US28033,"DeSoto County, Mississippi",58957,992,367,1207,3066,1934,910,2769,0,2014,,
0500000US28035,"Forrest County, Mississippi",27661,268,771,1998,2188,1543,1640,3206,128,2014,,
0500000US28037,"Franklin County, Mississippi",3347,7,40,71,42,0,5,1210,0,2014,,
0500000US28039,"George County, Mississippi",7574,53,86,103,20,0,19,2512,15,2014,,
0500000US28041,"Greene County, Mississippi",4257,4,11,75,58,14,79,1414,27,2014,,
0500000US28043,"Grenada County, Mississippi",7581,7,242,213,256,144,187,1626,41,2014,,
0500000US28045,"Hancock County, Mississippi",18413,389,679,850,897,458,293,3403,89,2014,,
0500000US28047,"Harrison County, Mississippi",74369,2285,2474,3459,5869,3705,6034,8030,184,2014,,
0500000US28049,"Hinds County, Mississippi",88321,2075,3038,3873,9813,3495,4118,4625,0,2014,,
0500000US28051,"Holmes County, Mississippi",6396,33,37,237,343,20,36,2545,0,2014,,
0500000US28053,"Humphreys County, Mississippi",3051,30,178,70,129,30,23,453,9,2014,,
0500000US28055,"Issaquena County, Mississippi",427,10,5,0,49,6,0,164,0,2014,,
0500000US28057,"Itawamba County, Mississippi",8852,12,39,108,64,76,70,2499,0,2014,,
0500000US28059,"Jackson County, Mississippi",50388,702,1012,1517,3584,1866,1090,5983,64,2014,,
0500000US28061,"Jasper County, Mississippi",6923,12,28,134,12,5,81,2301,7,2014,,
0500000US28063,"Jefferson County, Mississippi",2553,30,153,110,37,20,0,1240,0,2014,,
0500000US28065,"Jefferson Davis County, Mississippi",4947,40,26,144,80,15,0,1475,30,2014,,
0500000US28067,"Jones County, Mississippi",24352,350,353,710,1399,418,149,5818,13,2014,,
0500000US28069,"Kemper County, Mississippi",3661,15,76,105,95,3,25,910,0,2014,,
0500000US28071,"Lafayette County, Mississippi",16557,538,1246,1005,1388,1062,1106,2321,0,2014,,
0500000US28073,"Lamar County, Mississippi",21578,144,961,948,1200,1274,897,2506,28,2014,,
0500000US28075,"Lauderdale County, Mississippi",29662,580,1176,1804,2188,355,827,5093,66,2014,,
0500000US28077,"Lawrence County, Mississippi",4829,5,55,68,133,0,3,1101,9,2014,,
0500000US28079,"Leake County, Mississippi",8165,36,164,99,64,22,53,2529,18,2014,,
0500000US28081,"Lee County, Mississippi",31733,511,1125,1297,1411,1168,823,4254,0,2014,,
0500000US28083,"Leflore County, Mississippi",10891,171,623,597,921,248,62,1324,0,2014,,
0500000US28085,"Lincoln County, Mississippi",13091,135,196,294,276,131,50,4348,40,2014,,
0500000US28087,"Lowndes County, Mississippi",23431,608,799,1150,1216,642,744,3065,31,2014,,
0500000US28089,"Madison County, Mississippi",36699,650,328,1436,3487,1316,1131,2337,40,2014,,
0500000US28091,"Marion County, Mississippi",9903,114,185,154,104,174,80,2508,6,2014,,
0500000US28093,"Marshall County, Mississippi",13221,48,222,81,309,28,53,3227,10,2014,,
0500000US28095,"Monroe County, Mississippi",13777,64,436,273,221,135,38,3512,23,2014,,
0500000US28097,"Montgomery County, Mississippi",4169,10,152,104,26,10,0,822,0,2014,,
0500000US28099,"Neshoba County, Mississippi",10833,99,115,113,324,23,61,2592,0,2014,,
0500000US28101,"Newton County, Mississippi",8113,10,110,161,124,25,90,2110,0,2014,,
0500000US28103,"Noxubee County, Mississippi",4193,2,91,117,107,17,73,1673,0,2014,,
0500000US28105,"Oktibbeha County, Mississippi",17778,282,1531,1701,2050,1623,448,2559,13,2014,,
0500000US28107,"Panola County, Mississippi",11868,73,161,465,230,85,216,3829,0,2014,,
0500000US28109,"Pearl River County, Mississippi",20615,61,812,358,401,134,89,4532,90,2014,,
0500000US28111,"Perry County, Mississippi",4387,19,42,51,93,1,32,1854,0,2014,,
0500000US28113,"Pike County, Mississippi",14809,253,835,507,577,80,133,4093,11,2014,,
0500000US28115,"Pontotoc County, Mississippi",10223,177,206,162,99,12,19,3075,17,2014,,
0500000US28117,"Prentiss County, Mississippi",9749,68,139,489,182,87,153,1949,0,2014,,
0500000US28119,"Quitman County, Mississippi",3092,11,64,141,136,1,20,500,0,2014,,
0500000US28121,"Rankin County, Mississippi",53527,942,489,1325,2708,2131,781,7814,91,2014,,
0500000US28123,"Scott County, Mississippi",9767,139,44,351,144,103,94,3333,17,2014,,
0500000US28125,"Sharkey County, Mississippi",1798,11,109,75,48,5,3,403,1,2014,,
0500000US28127,"Simpson County, Mississippi",9820,38,45,233,367,31,90,3289,0,2014,,
0500000US28129,"Smith County, Mississippi",6204,19,70,42,15,20,15,1853,11,2014,,
0500000US28131,"Stone County, Mississippi",5763,53,109,106,96,0,14,1881,78,2014,,
0500000US28133,"Sunflower County, Mississippi",8451,48,277,358,733,156,79,418,3,2014,,
0500000US28135,"Tallahatchie County, Mississippi",4519,34,27,91,38,0,97,1202,6,2014,,
0500000US28137,"Tate County, Mississippi",10017,147,465,79,202,88,95,2446,16,2014,,
0500000US28139,"Tippah County, Mississippi",8488,34,181,165,81,3,29,2123,0,2014,,
0500000US28141,"Tishomingo County, Mississippi",7618,61,341,221,58,50,129,1786,0,2014,,
0500000US28143,"Tunica County, Mississippi",4031,90,19,411,864,344,260,581,0,2014,,
0500000US28145,"Union County, Mississippi",10292,57,200,173,240,61,71,2348,11,2014,,
0500000US28147,"Walthall County, Mississippi",5823,34,129,50,11,0,0,2153,27,2014,,
0500000US28149,"Warren County, Mississippi",18367,207,396,581,1223,1081,509,3417,0,2014,,
0500000US28151,"Washington County, Mississippi",18383,195,1303,1152,799,440,433,1648,0,2014,,
0500000US28153,"Wayne County, Mississippi",8031,28,118,61,112,83,0,2947,0,2014,,
0500000US28155,"Webster County, Mississippi",4085,48,179,122,56,4,32,915,8,2014,,
0500000US28157,"Wilkinson County, Mississippi",3295,86,31,101,47,12,17,1549,0,2014,,
0500000US28159,"Winston County, Mississippi",7658,25,340,205,266,35,7,1438,0,2014,,
0500000US28161,"Yalobusha County, Mississippi",4808,11,154,100,74,19,62,1652,52,2014,,
0500000US28163,"Yazoo County, Mississippi",8552,152,289,394,916,29,51,2208,0,2014,,
0500000US29001,"Adair County, Missouri",9608,205,593,1004,697,76,335,956,0,2014,,
0500000US29003,"Andrew County, Missouri",6710,108,207,337,28,130,125,614,17,2014,,
0500000US29005,"Atchison County, Missouri",2465,42,33,176,43,42,34,87,0,2014,,
0500000US17003,"Alexander County, Illinois",2826,35,60,136,160,91,185,742,16,2014,,
0500000US17005,"Bond County, Illinois",6230,27,163,133,147,119,158,887,16,2014,,
0500000US17007,"Boone County, Illinois",18162,673,512,749,370,313,291,1227,0,2014,,
0500000US17009,"Brown County, Illinois",2124,32,31,84,72,94,7,200,0,2014,,
0500000US17011,"Bureau County, Illinois",14111,167,426,611,386,186,312,449,11,2014,,
0500000US17013,"Calhoun County, Illinois",2052,39,30,37,21,34,0,283,0,2014,,
0500000US17015,"Carroll County, Illinois",6531,41,208,217,143,54,146,311,0,2014,,
0500000US17017,"Cass County, Illinois",5205,33,93,159,95,47,86,788,0,2014,,
0500000US17019,"Champaign County, Illinois",79624,5201,2383,3687,6676,9133,9311,3289,0,2014,,
0500000US17021,"Christian County, Illinois",14089,59,326,523,173,130,513,832,0,2014,,
0500000US17023,"Clark County, Illinois",6689,62,110,364,135,33,50,918,6,2014,,
0500000US17025,"Clay County, Illinois",5410,18,190,84,53,13,48,1144,6,2014,,
0500000US17027,"Clinton County, Illinois",13944,207,288,193,161,85,254,1779,1,2014,,
0500000US17029,"Coles County, Illinois",21017,484,975,1823,815,1189,1113,1249,0,2014,,
0500000US17031,"Cook County, Illinois",1937060,114759,213916,248817,210534,106561,393833,15050,567,2014,,
0500000US17033,"Crawford County, Illinois",7644,40,110,159,252,15,32,824,9,2014,,
0500000US17035,"Cumberland County, Illinois",4230,18,84,167,27,15,0,618,0,2014,,
0500000US17037,"DeKalb County, Illinois",37374,4013,1525,1727,3179,2746,2806,1117,2,2014,,
0500000US17039,"De Witt County, Illinois",6746,45,81,259,208,39,222,358,0,2014,,
0500000US17041,"Douglas County, Illinois",7534,280,268,233,280,46,177,259,0,2014,,
0500000US17043,"DuPage County, Illinois",337003,43913,2586,11395,22747,21932,40392,576,44,2014,,
0500000US17045,"Edgar County, Illinois",7912,66,195,187,167,61,202,541,0,2014,,
0500000US17047,"Edwards County, Illinois",2747,20,51,55,25,14,2,502,0,2014,,
0500000US17049,"Effingham County, Illinois",13386,177,186,344,495,254,401,1071,0,2014,,
0500000US17051,"Fayette County, Illinois",7981,111,49,313,125,35,108,1602,0,2014,,
0500000US17053,"Ford County, Illinois",5611,26,71,171,168,154,113,190,0,2014,,
0500000US17055,"Franklin County, Illinois",16243,160,742,442,153,31,421,2334,11,2014,,
0500000US17057,"Fulton County, Illinois",14501,197,407,427,324,208,410,598,0,2014,,
0500000US17059,"Gallatin County, Illinois",2351,17,80,55,17,18,5,507,0,2014,,
0500000US17061,"Greene County, Illinois",5689,50,226,124,71,21,8,537,2,2014,,
0500000US17063,"Grundy County, Illinois",18408,2329,484,724,808,349,520,885,0,2014,,
0500000US17065,"Hamilton County, Illinois",3499,20,58,41,46,0,97,725,0,2014,,
0500000US17067,"Hancock County, Illinois",7983,56,264,442,131,80,32,618,0,2014,,
0500000US17069,"Hardin County, Illinois",1731,4,35,75,17,2,0,509,0,2014,,
0500000US17071,"Henderson County, Illinois",3116,14,32,69,23,15,0,454,0,2014,,
0500000US17073,"Henry County, Illinois",20237,282,544,557,381,281,676,545,0,2014,,
0500000US17075,"Iroquois County, Illinois",11804,217,372,349,275,264,184,529,1,2014,,
0500000US17077,"Jackson County, Illinois",23471,248,1788,1771,1766,1653,2460,3723,33,2014,,
0500000US17079,"Jasper County, Illinois",3796,18,0,29,58,19,60,496,10,2014,,
0500000US17081,"Jefferson County, Illinois",15289,95,282,319,518,483,587,3134,7,2014,,
0500000US17083,"Jersey County, Illinois",8873,103,253,187,212,73,170,734,40,2014,,
0500000US17085,"Jo Daviess County, Illinois",9555,625,379,358,190,86,162,454,0,2014,,
0500000US17087,"Johnson County, Illinois",4380,46,103,125,68,13,74,1204,4,2014,,
0500000US17089,"Kane County, Illinois",171316,19734,7619,7226,5917,5423,8883,1325,38,2014,,
0500000US17091,"Kankakee County, Illinois",41430,1193,1970,2496,2024,934,1346,2921,0,2014,,
0500000US17093,"Kendall County, Illinois",38453,6587,525,594,859,1082,742,76,0,2014,,
0500000US17095,"Knox County, Illinois",21438,294,935,878,890,517,1225,809,0,2014,,
0500000US17097,"Lake County, Illinois",241846,29968,6759,7434,8952,11089,16631,4592,70,2014,,
0500000US17099,"LaSalle County, Illinois",43891,1068,1820,2003,1379,966,1011,2348,9,2014,,
0500000US17101,"Lawrence County, Illinois",4981,41,94,71,32,61,249,654,11,2014,,
0500000US17103,"Lee County, Illinois",13468,273,687,611,561,220,427,596,3,2014,,
0500000US17105,"Livingston County, Illinois",14515,455,365,794,539,275,295,802,0,2014,,
0500000US17107,"Logan County, Illinois",10908,100,582,372,459,252,323,478,0,2014,,
0500000US17109,"McDonough County, Illinois",12553,636,448,931,691,611,1143,861,0,2014,,
0500000US17111,"McHenry County, Illinois",109221,11841,2093,3028,3991,2302,2097,634,8,2014,,
0500000US17113,"McLean County, Illinois",64415,3180,1801,4195,4856,5901,4009,2975,0,2014,,
0500000US17115,"Macon County, Illinois",45153,583,888,1419,1775,2047,2792,1586,29,2014,,
0500000US17117,"Macoupin County, Illinois",19098,103,729,526,412,77,287,1790,4,2014,,
0500000US17119,"Madison County, Illinois",107298,2992,3716,6588,4065,2093,2762,3681,20,2014,,
0500000US17121,"Marion County, Illinois",15835,111,551,573,286,185,373,3434,15,2014,,
0500000US17123,"Marshall County, Illinois",4926,111,127,168,70,48,4,217,2,2014,,
0500000US17125,"Mason County, Illinois",6155,32,139,144,159,118,23,670,0,2014,,
0500000US17127,"Massac County, Illinois",6013,48,178,143,42,145,121,1355,0,2014,,
0500000US17129,"Menard County, Illinois",5119,86,230,48,42,56,117,309,0,2014,,
0500000US17131,"Mercer County, Illinois",6662,105,48,150,136,64,105,293,0,2014,,
0500000US17133,"Monroe County, Illinois",12557,407,280,409,526,141,121,347,0,2014,,
0500000US17135,"Montgomery County, Illinois",10923,91,148,374,137,136,283,888,3,2014,,
0500000US17137,"Morgan County, Illinois",13961,282,698,669,377,434,613,1079,6,2014,,
0500000US17139,"Moultrie County, Illinois",5669,88,127,102,130,55,124,424,0,2014,,
0500000US17141,"Ogle County, Illinois",20759,436,781,723,787,325,448,898,0,2014,,
0500000US17143,"Peoria County, Illinois",76019,2461,2955,2501,3612,4760,5694,1323,6,2014,,
0500000US17145,"Perry County, Illinois",8048,74,385,313,100,213,328,1313,17,2014,,
0500000US17147,"Piatt County, Illinois",6623,57,153,162,157,31,67,286,5,2014,,
0500000US17149,"Pike County, Illinois",6675,70,225,201,16,82,60,909,0,2014,,
0500000US17151,"Pope County, Illinois",1672,16,35,61,40,7,14,626,0,2014,,
0500000US17153,"Pulaski County, Illinois",2337,47,107,91,36,13,82,704,0,2014,,
0500000US17155,"Putnam County, Illinois",2427,73,41,117,46,0,2,163,0,2014,,
0500000US17157,"Randolph County, Illinois",12050,155,476,283,214,69,135,1873,0,2014,,
0500000US17159,"Richland County, Illinois",6576,34,181,188,186,44,232,917,11,2014,,
0500000US17161,"Rock Island County, Illinois",60367,2832,2385,2319,3166,2212,4603,1860,8,2014,,
0500000US17163,"St. Clair County, Illinois",102404,3854,5139,5338,7170,3173,3666,7146,0,2014,,
0500000US17165,"Saline County, Illinois",10070,48,261,311,259,93,265,1688,4,2014,,
0500000US17167,"Sangamon County, Illinois",83102,4665,2607,3582,3685,3218,4053,4472,8,2014,,
0500000US17169,"Schuyler County, Illinois",3042,29,12,87,24,17,36,327,0,2014,,
0500000US17171,"Scott County, Illinois",2074,10,111,48,29,4,0,281,2,2014,,
0500000US17173,"Shelby County, Illinois",8941,50,174,224,158,28,147,1214,4,2014,,
0500000US17175,"Stark County, Illinois",2403,29,49,79,32,0,0,124,0,2014,,
0500000US17177,"Stephenson County, Illinois",19311,611,1388,1055,794,299,766,847,0,2014,,
0500000US17179,"Tazewell County, Illinois",54330,1761,1202,1624,2523,1262,1649,1080,4,2014,,
0500000US17181,"Union County, Illinois",6815,22,165,226,82,60,161,1319,0,2014,,
0500000US17183,"Vermilion County, Illinois",31601,398,983,877,1296,1019,1120,2105,0,2014,,
0500000US17185,"Wabash County, Illinois",4806,19,63,157,93,96,192,590,0,2014,,
0500000US17187,"Warren County, Illinois",6817,38,240,195,192,9,306,264,8,2014,,
0500000US17189,"Washington County, Illinois",5788,21,86,116,98,53,25,654,0,2014,,
0500000US17191,"Wayne County, Illinois",7047,36,60,185,39,4,138,1777,10,2014,,
0500000US17193,"White County, Illinois",6300,27,183,294,122,71,38,741,22,2014,,
0500000US17195,"Whiteside County, Illinois",23328,535,892,1023,818,276,945,836,0,2014,,
0500000US17197,"Will County, Illinois",223379,28808,4926,5644,4961,6804,7034,3418,61,2014,,
0500000US17199,"Williamson County, Illinois",26758,461,1974,1547,585,273,709,2734,7,2014,,
0500000US17201,"Winnebago County, Illinois",113553,5166,8124,8283,5561,3805,6074,2451,20,2014,,
0500000US17203,"Woodford County, Illinois",14373,615,438,391,151,103,225,580,0,2014,,
0500000US18001,"Adams County, Indiana",12164,354,245,281,583,589,253,326,0,2014,,
0500000US18003,"Allen County, Indiana",139384,3458,3783,4844,6352,6425,9594,5285,13,2014,,
0500000US18005,"Bartholomew County, Indiana",30516,611,533,938,1396,1039,1131,2431,0,2014,,
0500000US18007,"Benton County, Indiana",3464,30,124,78,96,34,44,167,0,2014,,
0500000US18009,"Blackford County, Indiana",5236,78,147,247,108,96,79,539,0,2014,,
0500000US18011,"Boone County, Indiana",22248,809,328,741,893,744,763,954,9,2014,,
0500000US18013,"Brown County, Indiana",5926,110,22,71,44,34,19,687,0,2014,,
0500000US18015,"Carroll County, Indiana",7828,33,205,248,87,96,40,807,0,2014,,
0500000US18017,"Cass County, Indiana",14759,322,765,446,319,174,272,874,9,2014,,
0500000US18019,"Clark County, Indiana",42774,1895,1078,1737,2049,1569,2255,2814,32,2014,,
0500000US18021,"Clay County, Indiana",10221,129,278,86,170,24,241,1331,15,2014,,
0500000US18023,"Clinton County, Indiana",11853,248,418,398,328,386,234,446,0,2014,,
0500000US18025,"Crawford County, Indiana",4166,10,3,22,90,19,71,1108,30,2014,,
0500000US18027,"Daviess County, Indiana",11462,137,342,143,165,99,324,1140,16,2014,,
0500000US18029,"Dearborn County, Indiana",18648,659,532,409,501,466,324,761,0,2014,,
0500000US18031,"Decatur County, Indiana",9809,162,332,224,406,154,302,698,0,2014,,
0500000US18033,"DeKalb County, Indiana",16235,186,837,566,331,292,397,1400,0,2014,,
0500000US18035,"Delaware County, Indiana",46239,1385,2314,2051,2673,2230,1625,2684,0,2014,,
0500000US18037,"Dubois County, Indiana",15926,299,651,655,532,278,283,1345,0,2014,,
0500000US18039,"Elkhart County, Indiana",70427,1658,2193,3479,2906,2528,3691,5041,0,2014,,
0500000US18041,"Fayette County, Indiana",9336,67,582,431,307,153,341,634,10,2014,,
0500000US18043,"Floyd County, Indiana",29017,1019,967,1088,1271,1190,941,734,30,2014,,
0500000US18045,"Fountain County, Indiana",6912,99,171,285,18,83,37,884,0,2014,,
0500000US18047,"Franklin County, Indiana",8726,53,239,80,160,8,191,1061,2,2014,,
0500000US18049,"Fulton County, Indiana",8208,76,186,159,224,142,100,1335,0,2014,,
0500000US18051,"Gibson County, Indiana",12987,118,205,338,269,182,448,2018,13,2014,,
0500000US18053,"Grant County, Indiana",26829,582,983,1032,538,635,1198,1793,0,2014,,
0500000US18055,"Greene County, Indiana",12879,83,281,169,230,81,286,3145,0,2014,,
0500000US18057,"Hamilton County, Indiana",105578,4802,1005,2523,5631,5450,3633,1986,13,2014,,
0500000US18059,"Hancock County, Indiana",26142,649,743,699,1349,606,250,522,0,2014,,
0500000US18061,"Harrison County, Indiana",14678,129,225,233,341,101,265,2405,24,2014,,
0500000US18063,"Hendricks County, Indiana",53959,2430,895,901,1880,1656,1250,1228,0,2014,,
0500000US18065,"Henry County, Indiana",18214,255,855,662,401,334,768,760,0,2014,,
0500000US18067,"Howard County, Indiana",34386,1260,870,1777,1792,897,1583,1565,0,2014,,
0500000US18069,"Huntington County, Indiana",14413,359,472,426,291,281,169,812,0,2014,,
0500000US18071,"Jackson County, Indiana",16657,270,288,453,836,236,333,2367,34,2014,,
0500000US18073,"Jasper County, Indiana",11988,363,572,290,382,95,75,708,0,2014,,
0500000US18075,"Jay County, Indiana",8196,74,232,341,95,69,51,623,0,2014,,
0500000US18077,"Jefferson County, Indiana",12746,499,569,585,481,109,262,1316,0,2014,,
0500000US18079,"Jennings County, Indiana",10585,141,133,179,149,39,113,2605,0,2014,,
