id,geographic area name,total population,year
0500000US08035,"Douglas County, Colorado",280643,2011
0500000US08037,"Eagle County, Colorado",51457,2011
0500000US08039,"Elbert County, Colorado",22859,2011
0500000US08041,"El Paso County, Colorado",611377,2011
0500000US08043,"Fremont County, Colorado",47040,2011
0500000US08045,"Garfield County, Colorado",55696,2011
0500000US08047,"Gilpin County, Colorado",5241,2011
0500000US08049,"Grand County, Colorado",14634,2011
0500000US08051,"Gunnison County, Colorado",15274,2011
0500000US08055,"Huerfano County, Colorado",6829,2011
0500000US08059,"Jefferson County, Colorado",532243,2011
0500000US08063,"Kit Carson County, Colorado",8178,2011
0500000US08067,"La Plata County, Colorado",50820,2011
0500000US08069,"Larimer County, Colorado",296107,2011
0500000US08071,"Las Animas County, Colorado",15549,2011
0500000US08073,"Lincoln County, Colorado",5462,2011
0500000US08075,"Logan County, Colorado",22417,2011
0500000US08077,"Mesa County, Colorado",144766,2011
0500000US08081,"Moffat County, Colorado",13586,2011
0500000US08083,"Montezuma County, Colorado",25372,2011
0500000US08085,"Montrose County, Colorado",40812,2011
0500000US08087,"Morgan County, Colorado",27943,2011
0500000US08089,"Otero County, Colorado",18795,2011
0500000US08091,"Ouray County, Colorado",4371,2011
0500000US08093,"Park County, Colorado",16259,2011
0500000US08095,"Phillips County, Colorado",4391,2011
0500000US08097,"Pitkin County, Colorado",16709,2011
0500000US08099,"Prowers County, Colorado",12615,2011
0500000US08101,"Pueblo County, Colorado",157946,2011
0500000US08103,"Rio Blanco County, Colorado",6616,2011
0500000US08105,"Rio Grande County, Colorado",11913,2011
0500000US08107,"Routt County, Colorado",23201,2011
0500000US08109,"Saguache County, Colorado",6165,2011
0500000US08113,"San Miguel County, Colorado",7383,2011
0500000US08115,"Sedgwick County, Colorado",2390,2011
0500000US08117,"Summit County, Colorado",27496,2011
0500000US08119,"Teller County, Colorado",23035,2011
0500000US08123,"Weld County, Colorado",248441,2011
0500000US08125,"Yuma County, Colorado",9960,2011
0500000US09001,"Fairfield County, Connecticut",911196,2011
0500000US09003,"Hartford County, Connecticut",890588,2011
0500000US09005,"Litchfield County, Connecticut",189719,2011
0500000US09007,"Middlesex County, Connecticut",165274,2011
0500000US09009,"New Haven County, Connecticut",858759,2011
0500000US09011,"New London County, Connecticut",272891,2011
0500000US09013,"Tolland County, Connecticut",151774,2011
0500000US09015,"Windham County, Connecticut",117971,2011
0500000US10001,"Kent County, Delaware",159936,2011
0500000US10003,"New Castle County, Delaware",536478,2011
0500000US10005,"Sussex County, Delaware",194442,2011
0500000US11001,"District of Columbia, District of Columbia",593955,2011
0500000US12001,"Alachua County, Florida",246203,2011
0500000US12003,"Baker County, Florida",26863,2011
0500000US12005,"Bay County, Florida",167645,2011
0500000US12007,"Bradford County, Florida",28701,2011
0500000US12009,"Brevard County, Florida",542320,2011
0500000US12011,"Broward County, Florida",1742012,2011
0500000US12013,"Calhoun County, Florida",14530,2011
0500000US12015,"Charlotte County, Florida",160095,2011
0500000US12017,"Citrus County, Florida",141157,2011
0500000US12019,"Clay County, Florida",188890,2011
0500000US12021,"Collier County, Florida",320087,2011
0500000US12023,"Columbia County, Florida",67287,2011
0500000US12027,"DeSoto County, Florida",34669,2011
0500000US12029,"Dixie County, Florida",16317,2011
0500000US12031,"Duval County, Florida",860479,2011
0500000US12033,"Escambia County, Florida",297668,2011
0500000US12035,"Flagler County, Florida",94431,2011
0500000US12037,"Franklin County, Florida",11531,2011
0500000US12039,"Gadsden County, Florida",46205,2011
0500000US12041,"Gilchrist County, Florida",16843,2011
0500000US12043,"Glades County, Florida",12684,2011
0500000US12045,"Gulf County, Florida",15878,2011
0500000US12047,"Hamilton County, Florida",14742,2011
0500000US12049,"Hardee County, Florida",27690,2011
0500000US12051,"Hendry County, Florida",39084,2011
0500000US12053,"Hernando County, Florida",172079,2011
0500000US12055,"Highlands County, Florida",98985,2011
0500000US12057,"Hillsborough County, Florida",1219331,2011
0500000US12059,"Holmes County, Florida",20003,2011
0500000US12061,"Indian River County, Florida",137004,2011
0500000US12063,"Jackson County, Florida",49537,2011
0500000US12065,"Jefferson County, Florida",14622,2011
0500000US12067,"Lafayette County, Florida",8627,2011
0500000US12069,"Lake County, Florida",295594,2011
0500000US12071,"Lee County, Florida",615955,2011
0500000US12073,"Leon County, Florida",273352,2011
0500000US12075,"Levy County, Florida",40556,2011
0500000US12077,"Liberty County, Florida",8291,2011
0500000US12079,"Madison County, Florida",19269,2011
0500000US12081,"Manatee County, Florida",321296,2011
0500000US12083,"Marion County, Florida",330100,2011
0500000US12085,"Martin County, Florida",145480,2011
0500000US12086,"Miami-Dade County, Florida",2474676,2011
0500000US12087,"Monroe County, Florida",73068,2011
0500000US12089,"Nassau County, Florida",72379,2011
0500000US12091,"Okaloosa County, Florida",181973,2011
0500000US12093,"Okeechobee County, Florida",39978,2011
0500000US12095,"Orange County, Florida",1133087,2011
0500000US12097,"Osceola County, Florida",265328,2011
0500000US12099,"Palm Beach County, Florida",1309401,2011
0500000US12101,"Pasco County, Florida",461898,2011
0500000US12103,"Pinellas County, Florida",916806,2011
0500000US12105,"Polk County, Florida",598376,2011
0500000US12107,"Putnam County, Florida",74595,2011
0500000US12109,"St. Johns County, Florida",186077,2011
0500000US12111,"St. Lucie County, Florida",274693,2011
0500000US12113,"Santa Rosa County, Florida",150073,2011
0500000US12115,"Sarasota County, Florida",378404,2011
0500000US12117,"Seminole County, Florida",419641,2011
0500000US12119,"Sumter County, Florida",90251,2011
0500000US12121,"Suwannee County, Florida",41171,2011
0500000US12123,"Taylor County, Florida",22382,2011
0500000US12125,"Union County, Florida",15484,2011
0500000US12127,"Volusia County, Florida",496089,2011
0500000US12129,"Wakulla County, Florida",30013,2011
0500000US12131,"Walton County, Florida",54309,2011
0500000US12133,"Washington County, Florida",24543,2011
0500000US13001,"Appling County, Georgia",18202,2011
0500000US13003,"Atkinson County, Georgia",8375,2011
0500000US13005,"Bacon County, Georgia",11075,2011
0500000US13007,"Baker County, Georgia",3494,2011
0500000US13009,"Baldwin County, Georgia",46345,2011
0500000US13011,"Banks County, Georgia",18074,2011
0500000US13013,"Barrow County, Georgia",68061,2011
0500000US13015,"Bartow County, Georgia",98905,2011
0500000US13017,"Ben Hill County, Georgia",17658,2011
0500000US13019,"Berrien County, Georgia",18977,2011
0500000US13021,"Bibb County, Georgia",155186,2011
0500000US13023,"Bleckley County, Georgia",13095,2011
0500000US13025,"Brantley County, Georgia",17937,2011
0500000US13027,"Brooks County, Georgia",16256,2011
0500000US13029,"Bryan County, Georgia",29847,2011
0500000US13031,"Bulloch County, Georgia",69008,2011
0500000US13033,"Burke County, Georgia",23211,2011
0500000US13035,"Butts County, Georgia",23568,2011
0500000US13037,"Calhoun County, Georgia",6568,2011
0500000US13039,"Camden County, Georgia",49957,2011
0500000US13043,"Candler County, Georgia",10891,2011
0500000US13045,"Carroll County, Georgia",110292,2011
0500000US13047,"Catoosa County, Georgia",63643,2011
0500000US13049,"Charlton County, Georgia",12714,2011
0500000US13051,"Chatham County, Georgia",261322,2011
0500000US13053,"Chattahoochee County, Georgia",11686,2011
0500000US13055,"Chattooga County, Georgia",26001,2011
0500000US13057,"Cherokee County, Georgia",211316,2011
0500000US13059,"Clarke County, Georgia",116131,2011
0500000US13061,"Clay County, Georgia",3194,2011
0500000US13063,"Clayton County, Georgia",260756,2011
0500000US13065,"Clinch County, Georgia",6830,2011
0500000US13067,"Cobb County, Georgia",684468,2011
0500000US13069,"Coffee County, Georgia",42143,2011
0500000US13071,"Colquitt County, Georgia",45079,2011
0500000US13073,"Columbia County, Georgia",121335,2011
0500000US13075,"Cook County, Georgia",17081,2011
0500000US13077,"Coweta County, Georgia",124695,2011
0500000US13079,"Crawford County, Georgia",12751,2011
0500000US13081,"Crisp County, Georgia",23379,2011
0500000US13083,"Dade County, Georgia",16628,2011
0500000US13085,"Dawson County, Georgia",22121,2011
0500000US13087,"Decatur County, Georgia",27890,2011
0500000US13089,"DeKalb County, Georgia",690003,2011
0500000US13091,"Dodge County, Georgia",21597,2011
0500000US13093,"Dooly County, Georgia",14454,2011
0500000US13095,"Dougherty County, Georgia",94616,2011
0500000US13097,"Douglas County, Georgia",130473,2011
0500000US13099,"Early County, Georgia",11110,2011
0500000US13101,"Echols County, Georgia",4016,2011
0500000US13103,"Effingham County, Georgia",51476,2011
0500000US13105,"Elbert County, Georgia",20274,2011
0500000US13107,"Emanuel County, Georgia",22439,2011
0500000US13109,"Evans County, Georgia",11002,2011
0500000US13111,"Fannin County, Georgia",23529,2011
0500000US13113,"Fayette County, Georgia",106094,2011
0500000US13115,"Floyd County, Georgia",95978,2011
0500000US13117,"Forsyth County, Georgia",170815,2011
0500000US13119,"Franklin County, Georgia",22102,2011
0500000US13121,"Fulton County, Georgia",907811,2011
0500000US13123,"Gilmer County, Georgia",28208,2011
0500000US13125,"Glascock County, Georgia",3046,2011
0500000US13127,"Glynn County, Georgia",78736,2011
0500000US13129,"Gordon County, Georgia",54747,2011
0500000US13131,"Grady County, Georgia",24916,2011
0500000US13133,"Greene County, Georgia",15933,2011
0500000US13135,"Gwinnett County, Georgia",794872,2011
0500000US13137,"Habersham County, Georgia",42744,2011
0500000US13139,"Hall County, Georgia",178286,2011
0500000US13141,"Hancock County, Georgia",9615,2011
0500000US13143,"Haralson County, Georgia",28681,2011
0500000US13145,"Harris County, Georgia",31401,2011
0500000US13147,"Hart County, Georgia",25130,2011
0500000US13149,"Heard County, Georgia",11758,2011
0500000US13151,"Henry County, Georgia",199115,2011
0500000US13153,"Houston County, Georgia",137887,2011
0500000US13155,"Irwin County, Georgia",9625,2011
0500000US13157,"Jackson County, Georgia",59798,2011
0500000US13159,"Jasper County, Georgia",13800,2011
0500000US13161,"Jeff Davis County, Georgia",14783,2011
0500000US13163,"Jefferson County, Georgia",16877,2011
0500000US13165,"Jenkins County, Georgia",8322,2011
0500000US13167,"Johnson County, Georgia",10034,2011
0500000US13169,"Jones County, Georgia",28488,2011
0500000US13171,"Lamar County, Georgia",18035,2011
0500000US13173,"Lanier County, Georgia",9779,2011
0500000US13175,"Laurens County, Georgia",48163,2011
0500000US13177,"Lee County, Georgia",28251,2011
0500000US13179,"Liberty County, Georgia",64320,2011
0500000US13181,"Lincoln County, Georgia",8045,2011
0500000US13183,"Long County, Georgia",13738,2011
0500000US13185,"Lowndes County, Georgia",107172,2011
0500000US13187,"Lumpkin County, Georgia",29419,2011
0500000US13189,"McDuffie County, Georgia",21739,2011
0500000US13191,"McIntosh County, Georgia",14065,2011
0500000US13193,"Macon County, Georgia",14560,2011
0500000US13195,"Madison County, Georgia",27915,2011
0500000US13197,"Marion County, Georgia",8536,2011
0500000US13199,"Meriwether County, Georgia",22213,2011
0500000US13201,"Miller County, Georgia",6140,2011
0500000US13205,"Mitchell County, Georgia",23677,2011
0500000US13207,"Monroe County, Georgia",26203,2011
0500000US13209,"Montgomery County, Georgia",9121,2011
0500000US13211,"Morgan County, Georgia",17876,2011
0500000US13213,"Murray County, Georgia",39800,2011
0500000US13215,"Muscogee County, Georgia",188548,2011
0500000US13217,"Newton County, Georgia",98864,2011
0500000US13219,"Oconee County, Georgia",32246,2011
0500000US13221,"Oglethorpe County, Georgia",14686,2011
0500000US13223,"Paulding County, Georgia",139067,2011
0500000US13225,"Peach County, Georgia",27349,2011
0500000US13227,"Pickens County, Georgia",29406,2011
0500000US13229,"Pierce County, Georgia",18457,2011
0500000US13231,"Pike County, Georgia",17646,2011
0500000US13233,"Polk County, Georgia",41233,2011
0500000US13235,"Pulaski County, Georgia",11732,2011
0500000US13237,"Putnam County, Georgia",21128,2011
0500000US13241,"Rabun County, Georgia",16302,2011
0500000US13243,"Randolph County, Georgia",7678,2011
0500000US13245,"Richmond County, Georgia",199100,2011
0500000US13247,"Rockdale County, Georgia",84303,2011
0500000US13249,"Schley County, Georgia",4885,2011
0500000US13251,"Screven County, Georgia",14697,2011
0500000US13253,"Seminole County, Georgia",8784,2011
0500000US13255,"Spalding County, Georgia",63713,2011
0500000US13257,"Stephens County, Georgia",25964,2011
0500000US13259,"Stewart County, Georgia",5887,2011
0500000US13261,"Sumter County, Georgia",32825,2011
0500000US13263,"Talbot County, Georgia",6879,2011
0500000US13267,"Tattnall County, Georgia",24720,2011
0500000US13269,"Taylor County, Georgia",8794,2011
0500000US13271,"Telfair County, Georgia",16177,2011
0500000US13273,"Terrell County, Georgia",9530,2011
0500000US13275,"Thomas County, Georgia",44609,2011
0500000US13277,"Tift County, Georgia",40204,2011
0500000US13279,"Toombs County, Georgia",27269,2011
0500000US13281,"Towns County, Georgia",10502,2011
0500000US13283,"Treutlen County, Georgia",6846,2011
0500000US13285,"Troup County, Georgia",66422,2011
0500000US13287,"Turner County, Georgia",8973,2011
0500000US13289,"Twiggs County, Georgia",9200,2011
0500000US13291,"Union County, Georgia",21217,2011
0500000US13293,"Upson County, Georgia",27235,2011
0500000US13295,"Walker County, Georgia",68370,2011
0500000US13297,"Walton County, Georgia",83003,2011
0500000US13299,"Ware County, Georgia",36181,2011
0500000US13301,"Warren County, Georgia",5873,2011
0500000US13303,"Washington County, Georgia",21175,2011
0500000US13305,"Wayne County, Georgia",29988,2011
0500000US13307,"Webster County, Georgia",2760,2011
0500000US13309,"Wheeler County, Georgia",7354,2011
0500000US13311,"White County, Georgia",26840,2011
0500000US13313,"Whitfield County, Georgia",101234,2011
0500000US13315,"Wilcox County, Georgia",9131,2011
0500000US13317,"Wilkes County, Georgia",10485,2011
0500000US13319,"Wilkinson County, Georgia",9617,2011
0500000US13321,"Worth County, Georgia",21741,2011
0500000US15001,"Hawaii County, Hawaii",182997,2011
0500000US15003,"Honolulu County, Hawaii",944287,2011
0500000US15007,"Kauai County, Hawaii",66306,2011
0500000US16001,"Ada County, Idaho",388174,2011
0500000US16003,"Adams County, Idaho",3980,2011
0500000US16005,"Bannock County, Idaho",81730,2011
0500000US16007,"Bear Lake County, Idaho",6013,2011
0500000US16009,"Benewah County, Idaho",9293,2011
0500000US16011,"Bingham County, Idaho",45002,2011
0500000US16013,"Blaine County, Idaho",21354,2011
0500000US16015,"Boise County, Idaho",7094,2011
0500000US16017,"Bonner County, Idaho",40849,2011
0500000US16019,"Bonneville County, Idaho",102422,2011
0500000US16021,"Boundary County, Idaho",10845,2011
0500000US16023,"Butte County, Idaho",2848,2011
0500000US16027,"Canyon County, Idaho",186620,2011
0500000US16029,"Caribou County, Idaho",6893,2011
0500000US16031,"Cassia County, Idaho",22491,2011
0500000US16035,"Clearwater County, Idaho",8753,2011
0500000US16037,"Custer County, Idaho",4313,2011
0500000US16039,"Elmore County, Idaho",26744,2011
0500000US16041,"Franklin County, Idaho",12650,2011
0500000US16043,"Fremont County, Idaho",13133,2011
0500000US16045,"Gem County, Idaho",16783,2011
0500000US16047,"Gooding County, Idaho",15285,2011
0500000US16049,"Idaho County, Idaho",16108,2011
0500000US16051,"Jefferson County, Idaho",25291,2011
0500000US16053,"Jerome County, Idaho",21794,2011
0500000US16055,"Kootenai County, Idaho",137178,2011
0500000US16057,"Latah County, Idaho",36932,2011
0500000US16059,"Lemhi County, Idaho",7895,2011
0500000US16061,"Lewis County, Idaho",3785,2011
0500000US16063,"Lincoln County, Idaho",5106,2011
0500000US16065,"Madison County, Idaho",36984,2011
0500000US16067,"Minidoka County, Idaho",19740,2011
0500000US16069,"Nez Perce County, Idaho",39088,2011
0500000US16071,"Oneida County, Idaho",4225,2011
0500000US16073,"Owyhee County, Idaho",11449,2011
0500000US16075,"Payette County, Idaho",22596,2011
0500000US16077,"Power County, Idaho",7671,2011
0500000US16079,"Shoshone County, Idaho",12849,2011
0500000US16081,"Teton County, Idaho",9786,2011
0500000US16083,"Twin Falls County, Idaho",76129,2011
0500000US16085,"Valley County, Idaho",9877,2011
0500000US16087,"Washington County, Idaho",10153,2011
0500000US17001,"Adams County, Illinois",67045,2011
0500000US17003,"Alexander County, Illinois",8314,2011
0500000US17005,"Bond County, Illinois",17849,2011
0500000US17007,"Boone County, Illinois",54084,2011
0500000US17009,"Brown County, Illinois",6897,2011
0500000US17011,"Bureau County, Illinois",34963,2011
0500000US17013,"Calhoun County, Illinois",5093,2011
0500000US17015,"Carroll County, Illinois",15474,2011
0500000US17017,"Cass County, Illinois",13639,2011
0500000US17019,"Champaign County, Illinois",199443,2011
0500000US17021,"Christian County, Illinois",34897,2011
0500000US17023,"Clark County, Illinois",16442,2011
0500000US17025,"Clay County, Illinois",13862,2011
0500000US17027,"Clinton County, Illinois",37577,2011
0500000US17029,"Coles County, Illinois",53684,2011
0500000US17031,"Cook County, Illinois",5182969,2011
0500000US17033,"Crawford County, Illinois",19850,2011
0500000US17035,"Cumberland County, Illinois",11073,2011
0500000US17037,"DeKalb County, Illinois",104684,2011
0500000US17039,"De Witt County, Illinois",16635,2011
0500000US17041,"Douglas County, Illinois",19958,2011
0500000US17043,"DuPage County, Illinois",914224,2011
0500000US17045,"Edgar County, Illinois",18658,2011
0500000US17047,"Edwards County, Illinois",6693,2011
0500000US17049,"Effingham County, Illinois",34229,2011
0500000US17051,"Fayette County, Illinois",22051,2011
0500000US17053,"Ford County, Illinois",14088,2011
0500000US17055,"Franklin County, Illinois",39540,2011
0500000US17057,"Fulton County, Illinois",37122,2011
0500000US17059,"Gallatin County, Illinois",5685,2011
0500000US17061,"Greene County, Illinois",13911,2011
0500000US17063,"Grundy County, Illinois",49460,2011
0500000US17065,"Hamilton County, Illinois",8441,2011
0500000US17067,"Hancock County, Illinois",19155,2011
0500000US17069,"Hardin County, Illinois",4357,2011
0500000US17071,"Henderson County, Illinois",7379,2011
0500000US17073,"Henry County, Illinois",50465,2011
0500000US17075,"Iroquois County, Illinois",29901,2011
0500000US17077,"Jackson County, Illinois",59901,2011
0500000US17079,"Jasper County, Illinois",9735,2011
0500000US17081,"Jefferson County, Illinois",39032,2011
0500000US17083,"Jersey County, Illinois",22972,2011
0500000US17085,"Jo Daviess County, Illinois",22709,2011
0500000US17087,"Johnson County, Illinois",12666,2011
0500000US17089,"Kane County, Illinois",509622,2011
0500000US17091,"Kankakee County, Illinois",112895,2011
0500000US17093,"Kendall County, Illinois",110767,2011
0500000US17095,"Knox County, Illinois",52881,2011
0500000US17097,"Lake County, Illinois",700424,2011
0500000US17099,"LaSalle County, Illinois",113865,2011
0500000US17101,"Lawrence County, Illinois",16853,2011
0500000US17103,"Lee County, Illinois",36012,2011
0500000US17105,"Livingston County, Illinois",38992,2011
0500000US17107,"Logan County, Illinois",30353,2011
0500000US17109,"McDonough County, Illinois",32673,2011
0500000US17111,"McHenry County, Illinois",307721,2011
0500000US17113,"McLean County, Illinois",168234,2011
0500000US17115,"Macon County, Illinois",110712,2011
0500000US17117,"Macoupin County, Illinois",47879,2011
0500000US17119,"Madison County, Illinois",268473,2011
0500000US17121,"Marion County, Illinois",39586,2011
0500000US17123,"Marshall County, Illinois",12692,2011
0500000US17125,"Mason County, Illinois",14788,2011
0500000US17127,"Massac County, Illinois",15439,2011
0500000US17129,"Menard County, Illinois",12731,2011
0500000US17131,"Mercer County, Illinois",16497,2011
0500000US17133,"Monroe County, Illinois",32767,2011
0500000US17135,"Montgomery County, Illinois",30126,2011
0500000US17137,"Morgan County, Illinois",35673,2011
0500000US17139,"Moultrie County, Illinois",14773,2011
0500000US17141,"Ogle County, Illinois",53525,2011
0500000US17143,"Peoria County, Illinois",185780,2011
0500000US17145,"Perry County, Illinois",22403,2011
0500000US17147,"Piatt County, Illinois",16710,2011
0500000US17149,"Pike County, Illinois",16536,2011
0500000US17151,"Pope County, Illinois",4418,2011
0500000US17153,"Pulaski County, Illinois",6184,2011
0500000US17155,"Putnam County, Illinois",5989,2011
0500000US17157,"Randolph County, Illinois",33503,2011
0500000US17159,"Richland County, Illinois",16180,2011
0500000US17161,"Rock Island County, Illinois",147625,2011
0500000US17163,"St. Clair County, Illinois",268086,2011
0500000US17165,"Saline County, Illinois",25071,2011
0500000US17167,"Sangamon County, Illinois",196393,2011
0500000US17169,"Schuyler County, Illinois",7519,2011
0500000US17171,"Scott County, Illinois",5351,2011
0500000US17173,"Shelby County, Illinois",22330,2011
0500000US17175,"Stark County, Illinois",5980,2011
0500000US17177,"Stephenson County, Illinois",47730,2011
0500000US17179,"Tazewell County, Illinois",134636,2011
0500000US17181,"Union County, Illinois",17883,2011
0500000US17183,"Vermilion County, Illinois",81799,2011
0500000US17185,"Wabash County, Illinois",12041,2011
0500000US17187,"Warren County, Illinois",17740,2011
0500000US17189,"Washington County, Illinois",14746,2011
0500000US17191,"Wayne County, Illinois",16814,2011
0500000US17193,"White County, Illinois",14747,2011
0500000US17195,"Whiteside County, Illinois",58622,2011
0500000US17197,"Will County, Illinois",674166,2011
0500000US17199,"Williamson County, Illinois",66025,2011
0500000US17201,"Winnebago County, Illinois",294893,2011
0500000US17203,"Woodford County, Illinois",38523,2011
0500000US18001,"Adams County, Indiana",34263,2011
0500000US18003,"Allen County, Indiana",353721,2011
0500000US18005,"Bartholomew County, Indiana",76536,2011
0500000US18007,"Benton County, Indiana",8815,2011
0500000US18009,"Blackford County, Indiana",12848,2011
0500000US18011,"Boone County, Indiana",55730,2011
0500000US18013,"Brown County, Indiana",15227,2011
0500000US18015,"Carroll County, Indiana",20106,2011
0500000US18017,"Cass County, Indiana",38971,2011
0500000US18019,"Clark County, Indiana",108864,2011
0500000US18021,"Clay County, Indiana",26947,2011
0500000US18023,"Clinton County, Indiana",33228,2011
0500000US18025,"Crawford County, Indiana",10755,2011
0500000US18027,"Daviess County, Indiana",31347,2011
0500000US18029,"Dearborn County, Indiana",49825,2011
0500000US18031,"Decatur County, Indiana",25682,2011
0500000US18033,"DeKalb County, Indiana",42136,2011
0500000US18035,"Delaware County, Indiana",117413,2011
0500000US18037,"Dubois County, Indiana",41933,2011
0500000US18039,"Elkhart County, Indiana",197614,2011
0500000US18041,"Fayette County, Indiana",24325,2011
0500000US18043,"Floyd County, Indiana",74112,2011
0500000US18045,"Fountain County, Indiana",17282,2011
0500000US18047,"Franklin County, Indiana",23183,2011
0500000US18049,"Fulton County, Indiana",20745,2011
0500000US18051,"Gibson County, Indiana",33405,2011
0500000US18053,"Grant County, Indiana",70051,2011
0500000US18055,"Greene County, Indiana",33014,2011
0500000US18057,"Hamilton County, Indiana",268871,2011
0500000US18059,"Hancock County, Indiana",69035,2011
0500000US18061,"Harrison County, Indiana",38927,2011
0500000US18063,"Hendricks County, Indiana",143153,2011
0500000US18065,"Henry County, Indiana",49105,2011
0500000US18067,"Howard County, Indiana",83094,2011
0500000US18069,"Huntington County, Indiana",37242,2011
0500000US18071,"Jackson County, Indiana",42150,2011
0500000US18073,"Jasper County, Indiana",33254,2011
0500000US18075,"Jay County, Indiana",21392,2011
0500000US18077,"Jefferson County, Indiana",32380,2011
0500000US18079,"Jennings County, Indiana",28441,2011
0500000US18081,"Johnson County, Indiana",138227,2011
0500000US18083,"Knox County, Indiana",38446,2011
0500000US18085,"Kosciusko County, Indiana",77174,2011
0500000US18087,"LaGrange County, Indiana",37152,2011
0500000US18089,"Lake County, Indiana",495272,2011
0500000US18091,"LaPorte County, Indiana",111286,2011
0500000US18093,"Lawrence County, Indiana",46203,2011
0500000US18095,"Madison County, Indiana",131445,2011
0500000US18097,"Marion County, Indiana",897515,2011
0500000US18099,"Marshall County, Indiana",47016,2011
0500000US18101,"Martin County, Indiana",10321,2011
0500000US18103,"Miami County, Indiana",37078,2011
0500000US18105,"Monroe County, Indiana",136278,2011
0500000US18107,"Montgomery County, Indiana",38220,2011
0500000US18109,"Morgan County, Indiana",68894,2011
0500000US18111,"Newton County, Indiana",14270,2011
0500000US18113,"Noble County, Indiana",47522,2011
0500000US18115,"Ohio County, Indiana",6074,2011
0500000US18117,"Orange County, Indiana",19881,2011
0500000US18119,"Owen County, Indiana",21665,2011
0500000US18121,"Parke County, Indiana",17368,2011
0500000US18123,"Perry County, Indiana",19350,2011
0500000US18125,"Pike County, Indiana",12901,2011
0500000US18127,"Porter County, Indiana",163406,2011
0500000US18129,"Posey County, Indiana",25973,2011
0500000US18131,"Pulaski County, Indiana",13529,2011
0500000US18133,"Putnam County, Indiana",38082,2011
0500000US18135,"Randolph County, Indiana",26205,2011
0500000US18137,"Ripley County, Indiana",28657,2011
0500000US18139,"Rush County, Indiana",17481,2011
0500000US18141,"St. Joseph County, Indiana",266740,2011
0500000US18143,"Scott County, Indiana",24112,2011
0500000US18145,"Shelby County, Indiana",44337,2011
0500000US18147,"Spencer County, Indiana",20978,2011
0500000US18149,"Starke County, Indiana",23311,2011
0500000US18151,"Steuben County, Indiana",34084,2011
0500000US18153,"Sullivan County, Indiana",21484,2011
0500000US18155,"Switzerland County, Indiana",10479,2011
0500000US18157,"Tippecanoe County, Indiana",170965,2011
0500000US18159,"Tipton County, Indiana",16023,2011
0500000US18161,"Union County, Indiana",7481,2011
0500000US18163,"Vanderburgh County, Indiana",178985,2011
0500000US18165,"Vermillion County, Indiana",16345,2011
0500000US18167,"Vigo County, Indiana",107472,2011
0500000US18169,"Wabash County, Indiana",33019,2011
0500000US18171,"Warren County, Indiana",8525,2011
0500000US18173,"Warrick County, Indiana",59104,2011
0500000US18175,"Washington County, Indiana",28221,2011
0500000US18177,"Wayne County, Indiana",68990,2011
0500000US18179,"Wells County, Indiana",27720,2011
0500000US18181,"White County, Indiana",24714,2011
0500000US18183,"Whitley County, Indiana",33152,2011
0500000US19001,"Adair County, Iowa",7699,2011
0500000US19003,"Adams County, Iowa",4085,2011
0500000US19005,"Allamakee County, Iowa",14309,2011
0500000US19007,"Appanoose County, Iowa",12926,2011
0500000US19009,"Audubon County, Iowa",6141,2011
0500000US19011,"Benton County, Iowa",26089,2011
0500000US19013,"Black Hawk County, Iowa",130060,2011
0500000US19015,"Boone County, Iowa",26380,2011
0500000US19017,"Bremer County, Iowa",24231,2011
0500000US19019,"Buchanan County, Iowa",21022,2011
0500000US19021,"Buena Vista County, Iowa",20078,2011
0500000US19023,"Butler County, Iowa",14893,2011
0500000US19025,"Calhoun County, Iowa",9754,2011
0500000US19027,"Carroll County, Iowa",20809,2011
0500000US19029,"Cass County, Iowa",13928,2011
0500000US19031,"Cedar County, Iowa",18427,2011
0500000US19033,"Cerro Gordo County, Iowa",44206,2011
0500000US19035,"Cherokee County, Iowa",12060,2011
0500000US19037,"Chickasaw County, Iowa",12470,2011
0500000US19039,"Clarke County, Iowa",9251,2011
0500000US19041,"Clay County, Iowa",16674,2011
0500000US19043,"Clayton County, Iowa",18150,2011
0500000US19045,"Clinton County, Iowa",49185,2011
0500000US19047,"Crawford County, Iowa",17035,2011
0500000US19049,"Dallas County, Iowa",64383,2011
0500000US19051,"Davis County, Iowa",8723,2011
0500000US19053,"Decatur County, Iowa",8451,2011
0500000US19055,"Delaware County, Iowa",17804,2011
0500000US19057,"Des Moines County, Iowa",40255,2011
0500000US19059,"Dickinson County, Iowa",16712,2011
0500000US19061,"Dubuque County, Iowa",93227,2011
0500000US19063,"Emmet County, Iowa",10323,2011
0500000US19065,"Fayette County, Iowa",20938,2011
0500000US19067,"Floyd County, Iowa",16292,2011
0500000US19069,"Franklin County, Iowa",10705,2011
0500000US19071,"Fremont County, Iowa",7476,2011
0500000US19073,"Greene County, Iowa",9382,2011
0500000US19075,"Grundy County, Iowa",12407,2011
0500000US19077,"Guthrie County, Iowa",10991,2011
0500000US19079,"Hamilton County, Iowa",15755,2011
0500000US19081,"Hancock County, Iowa",11416,2011
0500000US19083,"Hardin County, Iowa",17595,2011
0500000US19085,"Harrison County, Iowa",14969,2011
0500000US19087,"Henry County, Iowa",20257,2011
0500000US19089,"Howard County, Iowa",9591,2011
0500000US19091,"Humboldt County, Iowa",9860,2011
0500000US19093,"Ida County, Iowa",7139,2011
