id,geographic area name,median income (family),median income (nonfamily),year
0500000US40007,"Beaver County, Oklahoma",52214,19350,2011
0500000US40009,"Beckham County, Oklahoma",60031,14741,2011
0500000US40011,"Blaine County, Oklahoma",41098,18354,2011
0500000US40013,"Bryan County, Oklahoma",41986,16700,2011
0500000US40015,"Caddo County, Oklahoma",46121,16213,2011
0500000US40017,"Canadian County, Oklahoma",67333,29206,2011
0500000US40019,"Carter County, Oklahoma",45361,19549,2011
0500000US40021,"Cherokee County, Oklahoma",37456,17439,2011
0500000US40023,"Choctaw County, Oklahoma",33208,13596,2011
0500000US40025,"Cimarron County, Oklahoma",35714,17750,2011
0500000US40027,"Cleveland County, Oklahoma",63854,30480,2011
0500000US40029,"Coal County, Oklahoma",34375,14574,2011
0500000US40031,"Comanche County, Oklahoma",43743,24513,2011
0500000US40033,"Cotton County, Oklahoma",50060,18548,2011
0500000US40035,"Craig County, Oklahoma",47340,19684,2011
0500000US40037,"Creek County, Oklahoma",51159,20293,2011
0500000US40039,"Custer County, Oklahoma",45911,19222,2011
0500000US40041,"Delaware County, Oklahoma",34765,20908,2011
0500000US40043,"Dewey County, Oklahoma",55625,16375,2011
0500000US40045,"Ellis County, Oklahoma",56635,19625,2011
0500000US40047,"Garfield County, Oklahoma",44350,22727,2011
0500000US40049,"Garvin County, Oklahoma",47988,17827,2011
0500000US40051,"Grady County, Oklahoma",51757,20605,2011
0500000US40053,"Grant County, Oklahoma",43676,22788,2011
0500000US40055,"Greer County, Oklahoma",50603,15526,2011
0500000US40057,"Harmon County, Oklahoma",36875,14205,2011
0500000US40059,"Harper County, Oklahoma",47000,20086,2011
0500000US40061,"Haskell County, Oklahoma",41840,13741,2011
0500000US40063,"Hughes County, Oklahoma",37385,15509,2011
0500000US40065,"Jackson County, Oklahoma",47175,18787,2011
0500000US40067,"Jefferson County, Oklahoma",39808,17383,2011
0500000US40069,"Johnston County, Oklahoma",35486,19964,2011
0500000US40071,"Kay County, Oklahoma",44945,20578,2011
0500000US40073,"Kingfisher County, Oklahoma",55833,25272,2011
0500000US40075,"Kiowa County, Oklahoma",38333,16888,2011
0500000US40077,"Latimer County, Oklahoma",53365,15725,2011
0500000US40079,"Le Flore County, Oklahoma",43286,17154,2011
0500000US40081,"Lincoln County, Oklahoma",51015,17321,2011
0500000US40083,"Logan County, Oklahoma",63017,20662,2011
0500000US40085,"Love County, Oklahoma",51852,18938,2011
0500000US40087,"McClain County, Oklahoma",67239,22836,2011
0500000US40089,"McCurtain County, Oklahoma",37147,17864,2011
0500000US40091,"McIntosh County, Oklahoma",43086,17402,2011
0500000US40093,"Major County, Oklahoma",49304,18049,2011
0500000US40095,"Marshall County, Oklahoma",46776,20194,2011
0500000US40097,"Mayes County, Oklahoma",52454,16040,2011
0500000US40099,"Murray County, Oklahoma",46224,24063,2011
0500000US40101,"Muskogee County, Oklahoma",40408,18624,2011
0500000US40103,"Noble County, Oklahoma",53816,21201,2011
0500000US40105,"Nowata County, Oklahoma",50287,15000,2011
0500000US40107,"Okfuskee County, Oklahoma",38169,14418,2011
0500000US40109,"Oklahoma County, Oklahoma",48231,25533,2011
0500000US40111,"Okmulgee County, Oklahoma",39118,18362,2011
0500000US40113,"Osage County, Oklahoma",55809,19030,2011
0500000US40115,"Ottawa County, Oklahoma",39626,17348,2011
0500000US40117,"Pawnee County, Oklahoma",43293,20597,2011
0500000US40119,"Payne County, Oklahoma",47777,16912,2011
0500000US40121,"Pittsburg County, Oklahoma",44989,16315,2011
0500000US40123,"Pontotoc County, Oklahoma",44680,19293,2011
0500000US40125,"Pottawatomie County, Oklahoma",44041,18471,2011
0500000US40127,"Pushmataha County, Oklahoma",34965,14113,2011
0500000US40129,"Roger Mills County, Oklahoma",59306,18750,2011
0500000US40131,"Rogers County, Oklahoma",67777,21660,2011
0500000US40133,"Seminole County, Oklahoma",35720,16897,2011
0500000US40135,"Sequoyah County, Oklahoma",44693,16982,2011
0500000US40137,"Stephens County, Oklahoma",53628,16639,2011
0500000US40139,"Texas County, Oklahoma",53732,18196,2011
0500000US40141,"Tillman County, Oklahoma",36917,23400,2011
0500000US40143,"Tulsa County, Oklahoma",54442,26240,2011
0500000US40145,"Wagoner County, Oklahoma",59911,23605,2011
0500000US40147,"Washington County, Oklahoma",53460,27128,2011
0500000US40149,"Washita County, Oklahoma",60242,18950,2011
0500000US40151,"Woods County, Oklahoma",57128,20460,2011
0500000US40153,"Woodward County, Oklahoma",56798,18292,2011
0500000US41001,"Baker County, Oregon",42083,15019,2011
0500000US41003,"Benton County, Oregon",72678,23754,2011
0500000US41005,"Clackamas County, Oregon",73584,33626,2011
0500000US41007,"Clatsop County, Oregon",45745,27106,2011
0500000US41009,"Columbia County, Oregon",65446,25081,2011
0500000US41011,"Coos County, Oregon",46034,20971,2011
0500000US41013,"Crook County, Oregon",48259,26176,2011
0500000US41015,"Curry County, Oregon",38023,18010,2011
0500000US41017,"Deschutes County, Oregon",59326,27339,2011
0500000US41019,"Douglas County, Oregon",43418,20000,2011
0500000US41021,"Gilliam County, Oregon",39167,15648,2011
0500000US41023,"Grant County, Oregon",46944,16858,2011
0500000US41025,"Harney County, Oregon",42083,12271,2011
0500000US41027,"Hood River County, Oregon",57789,26904,2011
0500000US41029,"Jackson County, Oregon",46915,23900,2011
0500000US41031,"Jefferson County, Oregon",39506,25481,2011
0500000US41033,"Josephine County, Oregon",42473,20239,2011
0500000US41035,"Klamath County, Oregon",51001,21347,2011
0500000US41037,"Lake County, Oregon",44212,15769,2011
0500000US41039,"Lane County, Oregon",51755,23363,2011
0500000US41041,"Lincoln County, Oregon",49081,23057,2011
0500000US41043,"Linn County, Oregon",53015,23430,2011
0500000US41045,"Malheur County, Oregon",41431,19845,2011
0500000US41047,"Marion County, Oregon",47693,26963,2011
0500000US41049,"Morrow County, Oregon",44158,20638,2011
0500000US41051,"Multnomah County, Oregon",58228,34223,2011
0500000US41053,"Polk County, Oregon",62731,23424,2011
0500000US41055,"Sherman County, Oregon",63125,23393,2011
0500000US41057,"Tillamook County, Oregon",42448,18894,2011
0500000US41059,"Umatilla County, Oregon",50017,20915,2011
0500000US41061,"Union County, Oregon",45811,17416,2011
0500000US41063,"Wallowa County, Oregon",51343,19518,2011
0500000US41065,"Wasco County, Oregon",42192,26316,2011
0500000US41067,"Washington County, Oregon",76440,34839,2011
0500000US41069,"Wheeler County, Oregon",41250,23875,2011
0500000US41071,"Yamhill County, Oregon",58198,24474,2011
0500000US42001,"Adams County, Pennsylvania",63216,23500,2011
0500000US42003,"Allegheny County, Pennsylvania",69350,24821,2011
0500000US42005,"Armstrong County, Pennsylvania",53387,17854,2011
0500000US42007,"Beaver County, Pennsylvania",59501,21580,2011
0500000US42009,"Bedford County, Pennsylvania",47885,17044,2011
0500000US42011,"Berks County, Pennsylvania",62329,26206,2011
0500000US42013,"Blair County, Pennsylvania",52389,19252,2011
0500000US42015,"Bradford County, Pennsylvania",52608,18883,2011
0500000US42017,"Bucks County, Pennsylvania",98750,34428,2011
0500000US42019,"Butler County, Pennsylvania",76458,25796,2011
0500000US42021,"Cambria County, Pennsylvania",53996,18311,2011
0500000US42023,"Cameron County, Pennsylvania",48438,18698,2011
0500000US42025,"Carbon County, Pennsylvania",58815,20728,2011
0500000US42027,"Centre County, Pennsylvania",69459,21935,2011
0500000US42029,"Chester County, Pennsylvania",112049,40603,2011
0500000US42031,"Clarion County, Pennsylvania",54396,18592,2011
0500000US42033,"Clearfield County, Pennsylvania",47272,16573,2011
0500000US42035,"Clinton County, Pennsylvania",49186,19078,2011
0500000US42037,"Columbia County, Pennsylvania",54751,18837,2011
0500000US42039,"Crawford County, Pennsylvania",48300,18126,2011
0500000US42041,"Cumberland County, Pennsylvania",78189,30525,2011
0500000US42043,"Dauphin County, Pennsylvania",61924,30187,2011
0500000US42045,"Delaware County, Pennsylvania",79680,31679,2011
0500000US42047,"Elk County, Pennsylvania",49555,21012,2011
0500000US42049,"Erie County, Pennsylvania",52812,22170,2011
0500000US42051,"Fayette County, Pennsylvania",41230,19369,2011
0500000US42053,"Forest County, Pennsylvania",44605,15691,2011
0500000US42055,"Franklin County, Pennsylvania",60840,23411,2011
0500000US42057,"Fulton County, Pennsylvania",52560,18218,2011
0500000US42059,"Greene County, Pennsylvania",48565,17628,2011
0500000US42061,"Huntingdon County, Pennsylvania",53420,16951,2011
0500000US42063,"Indiana County, Pennsylvania",53965,17344,2011
0500000US42065,"Jefferson County, Pennsylvania",47424,17437,2011
0500000US42067,"Juniata County, Pennsylvania",52222,20714,2011
0500000US42069,"Lackawanna County, Pennsylvania",59804,21582,2011
0500000US42071,"Lancaster County, Pennsylvania",66177,25626,2011
0500000US42073,"Lawrence County, Pennsylvania",53838,18456,2011
0500000US42075,"Lebanon County, Pennsylvania",62276,24690,2011
0500000US42077,"Lehigh County, Pennsylvania",64499,25859,2011
0500000US42079,"Luzerne County, Pennsylvania",54698,20030,2011
0500000US42081,"Lycoming County, Pennsylvania",52203,20574,2011
0500000US42083,"McKean County, Pennsylvania",44564,17868,2011
0500000US42085,"Mercer County, Pennsylvania",54743,20209,2011
0500000US42087,"Mifflin County, Pennsylvania",48279,16917,2011
0500000US42089,"Monroe County, Pennsylvania",65407,27608,2011
0500000US42091,"Montgomery County, Pennsylvania",103133,38000,2011
0500000US42093,"Montour County, Pennsylvania",57794,22170,2011
0500000US42095,"Northampton County, Pennsylvania",75182,25554,2011
0500000US42097,"Northumberland County, Pennsylvania",46535,17962,2011
0500000US42099,"Perry County, Pennsylvania",61852,26596,2011
0500000US42101,"Philadelphia County, Pennsylvania",38794,21739,2011
0500000US42103,"Pike County, Pennsylvania",65396,28615,2011
0500000US42105,"Potter County, Pennsylvania",48611,17341,2011
0500000US42107,"Schuylkill County, Pennsylvania",55434,19079,2011
0500000US42109,"Snyder County, Pennsylvania",52593,21752,2011
0500000US42111,"Somerset County, Pennsylvania",51372,17997,2011
0500000US42113,"Sullivan County, Pennsylvania",42763,18804,2011
0500000US42115,"Susquehanna County, Pennsylvania",51881,20995,2011
0500000US42117,"Tioga County, Pennsylvania",46457,19770,2011
0500000US42119,"Union County, Pennsylvania",55051,21918,2011
0500000US42121,"Venango County, Pennsylvania",46070,19946,2011
0500000US42123,"Warren County, Pennsylvania",51111,18789,2011
0500000US42125,"Washington County, Pennsylvania",69614,21939,2011
0500000US42127,"Wayne County, Pennsylvania",54813,21515,2011
0500000US42129,"Westmoreland County, Pennsylvania",64982,21140,2011
0500000US42131,"Wyoming County, Pennsylvania",53970,20276,2011
0500000US42133,"York County, Pennsylvania",68694,25990,2011
0500000US44001,"Bristol County, Rhode Island",103974,27649,2011
0500000US44003,"Kent County, Rhode Island",82676,28945,2011
0500000US44005,"Newport County, Rhode Island",86442,35708,2011
0500000US44007,"Providence County, Rhode Island",53447,23227,2011
0500000US44009,"Washington County, Rhode Island",95906,31603,2011
0500000US45001,"Abbeville County, South Carolina",55360,16829,2011
0500000US45003,"Aiken County, South Carolina",46903,23468,2011
0500000US45005,"Allendale County, South Carolina",21641,13295,2011
0500000US45007,"Anderson County, South Carolina",54449,20669,2011
0500000US45009,"Bamberg County, South Carolina",38702,13496,2011
0500000US45011,"Barnwell County, South Carolina",41948,17118,2011
0500000US45013,"Beaufort County, South Carolina",52267,33659,2011
0500000US45015,"Berkeley County, South Carolina",51874,26040,2011
0500000US45017,"Calhoun County, South Carolina",48788,14872,2011
0500000US45019,"Charleston County, South Carolina",56376,30144,2011
0500000US45021,"Cherokee County, South Carolina",41000,16065,2011
0500000US45023,"Chester County, South Carolina",33876,16114,2011
0500000US45025,"Chesterfield County, South Carolina",39082,13836,2011
0500000US45027,"Clarendon County, South Carolina",35527,13692,2011
0500000US45029,"Colleton County, South Carolina",38989,14432,2011
0500000US45031,"Darlington County, South Carolina",44468,15718,2011
0500000US45033,"Dillon County, South Carolina",23791,15638,2011
0500000US45035,"Dorchester County, South Carolina",61667,29084,2011
0500000US45037,"Edgefield County, South Carolina",57684,18022,2011
0500000US45039,"Fairfield County, South Carolina",39511,16130,2011
0500000US45041,"Florence County, South Carolina",45993,22699,2011
0500000US45043,"Georgetown County, South Carolina",51082,21812,2011
0500000US45045,"Greenville County, South Carolina",59068,24031,2011
0500000US45047,"Greenwood County, South Carolina",46430,18322,2011
0500000US45049,"Hampton County, South Carolina",41096,15365,2011
0500000US45051,"Horry County, South Carolina",45218,25015,2011
0500000US45053,"Jasper County, South Carolina",40752,13186,2011
0500000US45055,"Kershaw County, South Carolina",47555,20395,2011
0500000US45057,"Lancaster County, South Carolina",44730,18404,2011
0500000US45059,"Laurens County, South Carolina",38852,22612,2011
0500000US45061,"Lee County, South Carolina",36144,16007,2011
0500000US45063,"Lexington County, South Carolina",63932,27661,2011
0500000US45065,"McCormick County, South Carolina",40649,15928,2011
0500000US45067,"Marion County, South Carolina",34321,12884,2011
0500000US45069,"Marlboro County, South Carolina",26311,15953,2011
0500000US45071,"Newberry County, South Carolina",45115,19252,2011
0500000US48025,"Bee County, Texas",42619,18276,2011
0500000US48027,"Bell County, Texas",49457,25909,2011
0500000US48029,"Bexar County, Texas",52055,26645,2011
0500000US48031,"Blanco County, Texas",49583,25225,2011
0500000US48033,"Borden County, Texas",64625,18750,2011
0500000US48035,"Bosque County, Texas",46453,18136,2011
0500000US48037,"Bowie County, Texas",49146,20476,2011
0500000US48039,"Brazoria County, Texas",80290,30434,2011
0500000US48041,"Brazos County, Texas",50140,16197,2011
0500000US48043,"Brewster County, Texas",64747,23188,2011
0500000US48045,"Briscoe County, Texas",38269,15208,2011
0500000US48047,"Brooks County, Texas",27652,11579,2011
0500000US48049,"Brown County, Texas",44242,19098,2011
0500000US48051,"Burleson County, Texas",61325,18695,2011
0500000US48053,"Burnet County, Texas",48766,21064,2011
0500000US48055,"Caldwell County, Texas",41270,22417,2011
0500000US48057,"Calhoun County, Texas",55022,22536,2011
0500000US48059,"Callahan County, Texas",58321,20417,2011
0500000US48061,"Cameron County, Texas",31128,14224,2011
0500000US48063,"Camp County, Texas",37113,25114,2011
0500000US48065,"Carson County, Texas",73942,19730,2011
0500000US48067,"Cass County, Texas",44923,17070,2011
0500000US48069,"Castro County, Texas",39107,20625,2011
0500000US48071,"Chambers County, Texas",87556,25129,2011
0500000US48073,"Cherokee County, Texas",44427,19729,2011
0500000US48075,"Childress County, Texas",55098,19186,2011
0500000US48077,"Clay County, Texas",62546,22160,2011
0500000US48079,"Cochran County, Texas",38477,19219,2011
0500000US48081,"Coke County, Texas",54375,20938,2011
0500000US48083,"Coleman County, Texas",31926,12640,2011
0500000US48085,"Collin County, Texas",99351,42000,2011
0500000US48087,"Collingsworth County, Texas",47083,14393,2011
0500000US48089,"Colorado County, Texas",58964,17728,2011
0500000US48091,"Comal County, Texas",74005,28272,2011
0500000US48093,"Comanche County, Texas",45313,16580,2011
0500000US48095,"Concho County, Texas",50987,17604,2011
0500000US48097,"Cooke County, Texas",54173,22902,2011
0500000US48099,"Coryell County, Texas",47877,26391,2011
0500000US48101,"Cottle County, Texas",45341,14732,2011
0500000US48103,"Crane County, Texas",56250,27237,2011
0500000US48105,"Crockett County, Texas",50859,23828,2011
0500000US48107,"Crosby County, Texas",34107,14931,2011
0500000US48109,"Culberson County, Texas",44545,11970,2011
0500000US48111,"Dallam County, Texas",51484,15655,2011
0500000US48113,"Dallas County, Texas",45201,33516,2011
0500000US48115,"Dawson County, Texas",41563,19443,2011
0500000US48117,"Deaf Smith County, Texas",43375,20305,2011
0500000US48119,"Delta County, Texas",44095,15675,2011
0500000US48121,"Denton County, Texas",87361,37042,2011
0500000US48123,"DeWitt County, Texas",44043,17658,2011
0500000US48125,"Dickens County, Texas",53571,21094,2011
0500000US48127,"Dimmit County, Texas",32659,11540,2011
0500000US48129,"Donley County, Texas",63580,17647,2011
0500000US48131,"Duval County, Texas",33882,18489,2011
0500000US48133,"Eastland County, Texas",44483,18073,2011
0500000US48135,"Ector County, Texas",53208,20739,2011
0500000US48137,"Edwards County, Texas",34000,14750,2011
0500000US48139,"Ellis County, Texas",69328,26862,2011
0500000US48141,"El Paso County, Texas",38755,18302,2011
0500000US48143,"Erath County, Texas",51836,17569,2011
0500000US48145,"Falls County, Texas",33956,14382,2011
0500000US48147,"Fannin County, Texas",52385,21310,2011
0500000US48149,"Fayette County, Texas",50478,20226,2011
0500000US48151,"Fisher County, Texas",53333,17238,2011
0500000US48153,"Floyd County, Texas",34313,15417,2011
0500000US48155,"Foard County, Texas",32014,20089,2011
0500000US48157,"Fort Bend County, Texas",89874,40012,2011
0500000US48159,"Franklin County, Texas",51716,20822,2011
0500000US48161,"Freestone County, Texas",62978,20472,2011
0500000US48163,"Frio County, Texas",41151,14145,2011
0500000US48165,"Gaines County, Texas",50162,19346,2011
0500000US48167,"Galveston County, Texas",72936,28354,2011
0500000US48169,"Garza County, Texas",45298,15852,2011
0500000US48171,"Gillespie County, Texas",58049,24595,2011
0500000US48173,"Glasscock County, Texas",97917,27708,2011
0500000US48175,"Goliad County, Texas",71360,20724,2011
0500000US48177,"Gonzales County, Texas",37216,16962,2011
0500000US48179,"Gray County, Texas",54231,18333,2011
0500000US48181,"Grayson County, Texas",52654,24418,2011
0500000US48183,"Gregg County, Texas",52704,21027,2011
0500000US48185,"Grimes County, Texas",48854,18386,2011
0500000US48187,"Guadalupe County, Texas",71482,25097,2011
0500000US48189,"Hale County, Texas",41881,18162,2011
0500000US48191,"Hall County, Texas",35000,16953,2011
0500000US48193,"Hamilton County, Texas",57837,20871,2011
0500000US48195,"Hansford County, Texas",54018,14167,2011
0500000US48197,"Hardeman County, Texas",30208,21964,2011
0500000US48199,"Hardin County, Texas",67863,18624,2011
0500000US48201,"Harris County, Texas",51705,32822,2011
0500000US48203,"Harrison County, Texas",48688,18398,2011
0500000US48205,"Hartley County, Texas",80337,26429,2011
0500000US48207,"Haskell County, Texas",41993,16176,2011
0500000US48209,"Hays County, Texas",77306,24295,2011
0500000US48211,"Hemphill County, Texas",70391,19375,2011
0500000US48213,"Henderson County, Texas",44929,20012,2011
0500000US48215,"Hidalgo County, Texas",31624,15192,2011
0500000US48217,"Hill County, Texas",47439,17247,2011
0500000US48219,"Hockley County, Texas",50641,16611,2011
0500000US48221,"Hood County, Texas",60164,27846,2011
0500000US48223,"Hopkins County, Texas",45924,18822,2011
0500000US48225,"Houston County, Texas",38256,15096,2011
0500000US48227,"Howard County, Texas",45091,21530,2011
0500000US48229,"Hudspeth County, Texas",26382,8938,2011
0500000US48231,"Hunt County, Texas",46857,21560,2011
0500000US48233,"Hutchinson County, Texas",48720,20846,2011
0500000US48235,"Irion County, Texas",43750,20625,2011
0500000US48237,"Jack County, Texas",66944,21364,2011
0500000US48239,"Jackson County, Texas",70400,19355,2011
0500000US48241,"Jasper County, Texas",46240,16641,2011
0500000US48243,"Jeff Davis County, Texas",35000,26563,2011
0500000US48245,"Jefferson County, Texas",46211,20846,2011
0500000US48247,"Jim Hogg County, Texas",35701,13938,2011
0500000US48249,"Jim Wells County, Texas",37993,15846,2011
0500000US48251,"Johnson County, Texas",58302,27220,2011
0500000US48253,"Jones County, Texas",53829,20718,2011
0500000US48255,"Karnes County, Texas",47778,18061,2011
0500000US48257,"Kaufman County, Texas",65770,21229,2011
0500000US48259,"Kendall County, Texas",91019,21835,2011
0500000US48261,"Kenedy County, Texas",58472,17917,2011
0500000US48263,"Kent County, Texas",58500,24732,2011
0500000US48265,"Kerr County, Texas",41559,22205,2011
0500000US48267,"Kimble County, Texas",42569,16613,2011
0500000US48269,"King County, Texas",108125,17250,2011
0500000US48271,"Kinney County, Texas",29028,17042,2011
0500000US48273,"Kleberg County, Texas",42516,16214,2011
0500000US48275,"Knox County, Texas",40673,13090,2011
0500000US48277,"Lamar County, Texas",51864,17816,2011
0500000US48279,"Lamb County, Texas",35509,16741,2011
0500000US48281,"Lampasas County, Texas",52191,25321,2011
0500000US48283,"La Salle County, Texas",42757,9825,2011
0500000US48285,"Lavaca County, Texas",57394,20281,2011
0500000US48287,"Lee County, Texas",62468,21786,2011
0500000US48289,"Leon County, Texas",52936,17100,2011
0500000US48291,"Liberty County, Texas",53201,18727,2011
0500000US48293,"Limestone County, Texas",50574,21842,2011
0500000US48295,"Lipscomb County, Texas",56316,25917,2011
0500000US48297,"Live Oak County, Texas",62853,22204,2011
0500000US48299,"Llano County, Texas",35426,20863,2011
0500000US48301,"Loving County, Texas",-,-,2011
0500000US48303,"Lubbock County, Texas",53302,22977,2011
0500000US48305,"Lynn County, Texas",51349,19350,2011
0500000US48307,"McCulloch County, Texas",44668,26667,2011
0500000US48309,"McLennan County, Texas",44965,20899,2011
0500000US48311,"McMullen County, Texas",28000,19861,2011
0500000US48313,"Madison County, Texas",37285,17277,2011
0500000US48315,"Marion County, Texas",39185,9943,2011
0500000US48317,"Martin County, Texas",47321,26250,2011
0500000US48319,"Mason County, Texas",58007,15294,2011
0500000US48321,"Matagorda County, Texas",46278,22203,2011
0500000US48323,"Maverick County, Texas",33474,10547,2011
0500000US48325,"Medina County, Texas",57688,17255,2011
0500000US48327,"Menard County, Texas",44583,13500,2011
0500000US48329,"Midland County, Texas",64494,28241,2011
0500000US48331,"Milam County, Texas",43274,18811,2011
0500000US48333,"Mills County, Texas",50551,16569,2011
0500000US48335,"Mitchell County, Texas",63173,15429,2011
0500000US48337,"Montague County, Texas",53265,18634,2011
0500000US48339,"Montgomery County, Texas",75067,30611,2011
0500000US48341,"Moore County, Texas",48638,19048,2011
0500000US48343,"Morris County, Texas",48056,15883,2011
0500000US48345,"Motley County, Texas",38125,11838,2011
0500000US48347,"Nacogdoches County, Texas",45146,17672,2011
0500000US48349,"Navarro County, Texas",43003,18491,2011
0500000US48351,"Newton County, Texas",45218,15402,2011
0500000US48353,"Nolan County, Texas",49671,16599,2011
0500000US48355,"Nueces County, Texas",48736,22682,2011
0500000US48357,"Ochiltree County, Texas",45389,18636,2011
0500000US48359,"Oldham County, Texas",71538,18971,2011
0500000US48361,"Orange County, Texas",58427,18044,2011
0500000US48363,"Palo Pinto County, Texas",43190,19128,2011
0500000US48365,"Panola County, Texas",53865,16233,2011
0500000US48367,"Parker County, Texas",72106,26078,2011
0500000US48369,"Parmer County, Texas",39471,16938,2011
0500000US48371,"Pecos County, Texas",49922,18224,2011
0500000US48373,"Polk County, Texas",41186,18835,2011
0500000US48375,"Potter County, Texas",37319,20508,2011
0500000US48377,"Presidio County, Texas",31875,13036,2011
0500000US48379,"Rains County, Texas",50970,16458,2011
0500000US48381,"Randall County, Texas",68197,26446,2011
0500000US48383,"Reagan County, Texas",55750,42639,2011
0500000US48385,"Real County, Texas",32500,15625,2011
0500000US48387,"Red River County, Texas",46389,16979,2011
0500000US48389,"Reeves County, Texas",36528,13531,2011
0500000US48391,"Refugio County, Texas",49750,21393,2011
0500000US48393,"Roberts County, Texas",85357,14167,2011
0500000US48395,"Robertson County, Texas",39389,18808,2011
0500000US48397,"Rockwall County, Texas",84183,40696,2011
0500000US48399,"Runnels County, Texas",43456,18818,2011
0500000US48401,"Rusk County, Texas",52458,19960,2011
0500000US48403,"Sabine County, Texas",50304,17325,2011
0500000US48405,"San Augustine County, Texas",25625,14707,2011
0500000US48407,"San Jacinto County, Texas",55564,21537,2011
0500000US48409,"San Patricio County, Texas",52965,18909,2011
0500000US48411,"San Saba County, Texas",39474,20395,2011
0500000US48413,"Schleicher County, Texas",57750,11204,2011
0500000US48415,"Scurry County, Texas",42969,14627,2011
0500000US48417,"Shackelford County, Texas",64000,21042,2011
0500000US48419,"Shelby County, Texas",29908,17255,2011
0500000US48421,"Sherman County, Texas",50446,23750,2011
0500000US48423,"Smith County, Texas",53201,23841,2011
0500000US48425,"Somervell County, Texas",66458,21639,2011
0500000US48427,"Starr County, Texas",28959,9841,2011
0500000US48429,"Stephens County, Texas",43125,19756,2011
0500000US48431,"Sterling County, Texas",48542,13750,2011
0500000US48433,"Stonewall County, Texas",46250,17056,2011
0500000US48435,"Sutton County, Texas",90244,23083,2011
0500000US48437,"Swisher County, Texas",44844,15658,2011
0500000US48439,"Tarrant County, Texas",60184,32209,2011
0500000US48441,"Taylor County, Texas",48609,24116,2011
0500000US48443,"Terrell County, Texas",80764,15000,2011
0500000US48445,"Terry County, Texas",46563,12098,2011
0500000US48447,"Throckmorton County, Texas",46324,18958,2011
0500000US48449,"Titus County, Texas",38956,22868,2011
0500000US48451,"Tom Green County, Texas",50221,22229,2011
0500000US48453,"Travis County, Texas",63939,35815,2011
0500000US48455,"Trinity County, Texas",48750,21427,2011
0500000US48457,"Tyler County, Texas",42566,16525,2011
0500000US48459,"Upshur County, Texas",53773,20596,2011
0500000US48461,"Upton County, Texas",68250,17250,2011
0500000US48463,"Uvalde County, Texas",35433,13304,2011
0500000US48465,"Val Verde County, Texas",43935,14481,2011
0500000US48467,"Van Zandt County, Texas",52713,17580,2011
0500000US48469,"Victoria County, Texas",47808,23275,2011
0500000US48471,"Walker County, Texas",50227,17227,2011
0500000US48473,"Waller County, Texas",47679,17995,2011
0500000US48475,"Ward County, Texas",49074,18047,2011
0500000US48477,"Washington County, Texas",51849,19853,2011
0500000US48479,"Webb County, Texas",35659,14844,2011
0500000US48481,"Wharton County, Texas",50599,18193,2011
0500000US48483,"Wheeler County, Texas",63566,22784,2011
0500000US48485,"Wichita County, Texas",51297,23508,2011
0500000US48487,"Wilbarger County, Texas",41831,21436,2011
0500000US48489,"Willacy County, Texas",36514,12361,2011
0500000US48491,"Williamson County, Texas",81207,38184,2011
0500000US48493,"Wilson County, Texas",69816,21322,2011
0500000US48495,"Winkler County, Texas",51587,17821,2011
0500000US48497,"Wise County, Texas",63708,22786,2011
0500000US48499,"Wood County, Texas",50694,17668,2011
0500000US48501,"Yoakum County, Texas",53119,16875,2011
0500000US48503,"Young County, Texas",45304,16862,2011
0500000US48505,"Zapata County, Texas",23375,13918,2011
0500000US48507,"Zavala County, Texas",24257,9246,2011
0500000US49001,"Beaver County, Utah",47964,16435,2011
0500000US49003,"Box Elder County, Utah",61422,22262,2011
0500000US49005,"Cache County, Utah",54771,26863,2011
0500000US49007,"Carbon County, Utah",57409,18864,2011
0500000US49009,"Daggett County, Utah",56607,25313,2011
0500000US49011,"Davis County, Utah",73986,30950,2011
0500000US49013,"Duchesne County, Utah",63452,14722,2011
0500000US49015,"Emery County, Utah",62523,17419,2011
0500000US49017,"Garfield County, Utah",58438,24135,2011
0500000US49019,"Grand County, Utah",51458,25697,2011
0500000US49021,"Iron County, Utah",47130,22460,2011
0500000US49023,"Juab County, Utah",55310,24500,2011
0500000US49025,"Kane County, Utah",60183,28038,2011
0500000US49027,"Millard County, Utah",55915,17664,2011
0500000US49029,"Morgan County, Utah",84719,43017,2011
0500000US49031,"Piute County, Utah",54688,17813,2011
0500000US49033,"Rich County, Utah",54125,23750,2011
0500000US49035,"Salt Lake County, Utah",65411,31571,2011
0500000US49037,"San Juan County, Utah",40643,19226,2011
0500000US49039,"Sanpete County, Utah",51759,15205,2011
0500000US49041,"Sevier County, Utah",52716,20313,2011
0500000US49043,"Summit County, Utah",89943,41218,2011
0500000US49045,"Tooele County, Utah",65454,25808,2011
0500000US49047,"Uintah County, Utah",70000,24494,2011
0500000US49049,"Utah County, Utah",66398,25409,2011
0500000US49051,"Wasatch County, Utah",69087,33512,2011
0500000US49053,"Washington County, Utah",53540,23618,2011
0500000US49055,"Wayne County, Utah",55068,20000,2011
0500000US49057,"Weber County, Utah",59914,26723,2011
0500000US50001,"Addison County, Vermont",66187,29809,2011
0500000US50003,"Bennington County, Vermont",53672,24213,2011
0500000US50005,"Caledonia County, Vermont",48602,20007,2011
0500000US50007,"Chittenden County, Vermont",80171,33844,2011
0500000US50009,"Essex County, Vermont",41250,18785,2011
