id,geographic area name,median income (family),median income (nonfamily),year
0500000US19167,"Sioux County, Iowa",66399,22184,2014
0500000US19169,"Story County, Iowa",78245,25661,2014
0500000US19171,"Tama County, Iowa",57578,25339,2014
0500000US19173,"Taylor County, Iowa",52406,19750,2014
0500000US19175,"Union County, Iowa",47338,20125,2014
0500000US19177,"Van Buren County, Iowa",55909,19907,2014
0500000US19179,"Wapello County, Iowa",43664,18485,2014
0500000US19181,"Warren County, Iowa",75980,31019,2014
0500000US19183,"Washington County, Iowa",64141,28939,2014
0500000US19185,"Wayne County, Iowa",58917,17902,2014
0500000US19187,"Webster County, Iowa",50801,22458,2014
0500000US19189,"Winnebago County, Iowa",57898,20516,2014
0500000US19191,"Winneshiek County, Iowa",68906,27589,2014
0500000US19193,"Woodbury County, Iowa",52023,22063,2014
0500000US19195,"Worth County, Iowa",54917,20300,2014
0500000US19197,"Wright County, Iowa",61217,19829,2014
0500000US20001,"Allen County, Kansas",43368,18500,2014
0500000US20003,"Anderson County, Kansas",52000,18809,2014
0500000US20005,"Atchison County, Kansas",48554,18940,2014
0500000US20007,"Barber County, Kansas",52031,21573,2014
0500000US20009,"Barton County, Kansas",48456,21614,2014
0500000US20011,"Bourbon County, Kansas",47250,14526,2014
0500000US20013,"Brown County, Kansas",50301,19755,2014
0500000US20015,"Butler County, Kansas",71250,25156,2014
0500000US20017,"Chase County, Kansas",68750,23029,2014
0500000US20019,"Chautauqua County, Kansas",51641,18942,2014
0500000US20021,"Cherokee County, Kansas",52994,19517,2014
0500000US20023,"Cheyenne County, Kansas",57031,19583,2014
0500000US20025,"Clark County, Kansas",42500,23167,2014
0500000US20027,"Clay County, Kansas",64435,26102,2014
0500000US20029,"Cloud County, Kansas",41765,21442,2014
0500000US20031,"Coffey County, Kansas",65595,23333,2014
0500000US20033,"Comanche County, Kansas",67250,24327,2014
0500000US20035,"Cowley County, Kansas",48848,21279,2014
0500000US20037,"Crawford County, Kansas",48761,21297,2014
0500000US20039,"Decatur County, Kansas",41705,21923,2014
0500000US20041,"Dickinson County, Kansas",55372,21951,2014
0500000US20043,"Doniphan County, Kansas",57045,21207,2014
0500000US20045,"Douglas County, Kansas",71461,28102,2014
0500000US20047,"Edwards County, Kansas",47308,27250,2014
0500000US20049,"Elk County, Kansas",41875,18693,2014
0500000US20051,"Ellis County, Kansas",64067,24037,2014
0500000US20053,"Ellsworth County, Kansas",57550,22602,2014
0500000US20055,"Finney County, Kansas",48026,27571,2014
0500000US20057,"Ford County, Kansas",50028,26439,2014
0500000US20059,"Franklin County, Kansas",54682,24178,2014
0500000US20061,"Geary County, Kansas",46322,27190,2014
0500000US20063,"Gove County, Kansas",53750,22679,2014
0500000US20065,"Graham County, Kansas",60833,23208,2014
0500000US20067,"Grant County, Kansas",53429,41019,2014
0500000US20069,"Gray County, Kansas",59965,25000,2014
0500000US20071,"Greeley County, Kansas",50417,25000,2014
0500000US20073,"Greenwood County, Kansas",42708,19878,2014
0500000US20075,"Hamilton County, Kansas",36985,16250,2014
0500000US20077,"Harper County, Kansas",52083,17500,2014
0500000US20079,"Harvey County, Kansas",66264,20232,2014
0500000US20081,"Haskell County, Kansas",56094,33438,2014
0500000US20083,"Hodgeman County, Kansas",66250,25125,2014
0500000US20085,"Jackson County, Kansas",70878,16472,2014
0500000US20087,"Jefferson County, Kansas",76613,26643,2014
0500000US20089,"Jewell County, Kansas",54583,17067,2014
0500000US20091,"Johnson County, Kansas",96302,38424,2014
0500000US20093,"Kearny County, Kansas",58646,21750,2014
0500000US20095,"Kingman County, Kansas",51875,26932,2014
0500000US20097,"Kiowa County, Kansas",55227,15625,2014
0500000US20099,"Labette County, Kansas",46633,17403,2014
0500000US20101,"Lane County, Kansas",66667,17679,2014
0500000US20103,"Leavenworth County, Kansas",78630,27517,2014
0500000US20105,"Lincoln County, Kansas",51875,19375,2014
0500000US20107,"Linn County, Kansas",58636,21953,2014
0500000US20109,"Logan County, Kansas",62386,28125,2014
0500000US20111,"Lyon County, Kansas",42331,20938,2014
0500000US20113,"McPherson County, Kansas",64640,27710,2014
0500000US20115,"Marion County, Kansas",59398,20641,2014
0500000US20117,"Marshall County, Kansas",65273,18655,2014
0500000US20119,"Meade County, Kansas",52277,21953,2014
0500000US20121,"Miami County, Kansas",74157,25608,2014
0500000US20123,"Mitchell County, Kansas",57386,17083,2014
0500000US20125,"Montgomery County, Kansas",43389,17256,2014
0500000US20127,"Morris County, Kansas",63125,20236,2014
0500000US20129,"Morton County, Kansas",53385,17813,2014
0500000US20131,"Nemaha County, Kansas",68293,20985,2014
0500000US20133,"Neosho County, Kansas",45396,19819,2014
0500000US20135,"Ness County, Kansas",51875,17292,2014
0500000US20137,"Norton County, Kansas",58314,20859,2014
0500000US20139,"Osage County, Kansas",64239,22426,2014
0500000US20141,"Osborne County, Kansas",48173,16833,2014
0500000US20143,"Ottawa County, Kansas",63711,25238,2014
0500000US20145,"Pawnee County, Kansas",50375,29286,2014
0500000US20147,"Phillips County, Kansas",59000,20881,2014
0500000US20149,"Pottawatomie County, Kansas",73973,26790,2014
0500000US20151,"Pratt County, Kansas",55919,21566,2014
0500000US20153,"Rawlins County, Kansas",50368,25156,2014
0500000US20155,"Reno County, Kansas",52573,23084,2014
0500000US20157,"Republic County, Kansas",47188,22544,2014
0500000US20159,"Rice County, Kansas",53919,21418,2014
0500000US20161,"Riley County, Kansas",56832,21790,2014
0500000US20163,"Rooks County, Kansas",58594,18162,2014
0500000US20165,"Rush County, Kansas",56063,21842,2014
0500000US20167,"Russell County, Kansas",41507,17361,2014
0500000US20169,"Saline County, Kansas",53431,26973,2014
0500000US20171,"Scott County, Kansas",46486,35000,2014
0500000US20173,"Sedgwick County, Kansas",56445,26892,2014
0500000US20175,"Seward County, Kansas",44764,31450,2014
0500000US20177,"Shawnee County, Kansas",57265,28226,2014
0500000US20179,"Sheridan County, Kansas",42375,21944,2014
0500000US20181,"Sherman County, Kansas",48333,17580,2014
0500000US20183,"Smith County, Kansas",50000,17981,2014
0500000US20185,"Stafford County, Kansas",55395,23125,2014
0500000US20187,"Stanton County, Kansas",42813,29896,2014
0500000US20189,"Stevens County, Kansas",63221,20000,2014
0500000US20191,"Sumner County, Kansas",67452,21275,2014
0500000US20193,"Thomas County, Kansas",68750,21434,2014
0500000US20195,"Trego County, Kansas",58654,22143,2014
0500000US20197,"Wabaunsee County, Kansas",65000,26495,2014
0500000US20199,"Wallace County, Kansas",61786,20000,2014
0500000US20201,"Washington County, Kansas",59489,18810,2014
0500000US20203,"Wichita County, Kansas",54583,29063,2014
0500000US20205,"Wilson County, Kansas",37835,16384,2014
0500000US20207,"Woodson County, Kansas",36750,20505,2014
0500000US20209,"Wyandotte County, Kansas",35494,24289,2014
0500000US21001,"Adair County, Kentucky",46902,15412,2014
0500000US21003,"Allen County, Kentucky",52651,14965,2014
0500000US21005,"Anderson County, Kentucky",64401,29209,2014
0500000US21007,"Ballard County, Kentucky",54779,15439,2014
0500000US21009,"Barren County, Kentucky",45445,15977,2014
0500000US21011,"Bath County, Kentucky",37636,16071,2014
0500000US21013,"Bell County, Kentucky",33607,12212,2014
0500000US21015,"Boone County, Kentucky",81201,32335,2014
0500000US21017,"Bourbon County, Kentucky",46875,18548,2014
0500000US21019,"Boyd County, Kentucky",51217,16553,2014
0500000US21021,"Boyle County, Kentucky",51662,24228,2014
0500000US21023,"Bracken County, Kentucky",56178,17336,2014
0500000US21025,"Breathitt County, Kentucky",26732,12339,2014
0500000US21027,"Breckinridge County, Kentucky",48571,17500,2014
0500000US21029,"Bullitt County, Kentucky",63489,24980,2014
0500000US21031,"Butler County, Kentucky",42500,11888,2014
0500000US21033,"Caldwell County, Kentucky",37841,18217,2014
0500000US21035,"Calloway County, Kentucky",61364,17353,2014
0500000US21037,"Campbell County, Kentucky",71654,29969,2014
0500000US21039,"Carlisle County, Kentucky",38125,16741,2014
0500000US21041,"Carroll County, Kentucky",38427,21349,2014
0500000US21043,"Carter County, Kentucky",51085,17333,2014
0500000US21045,"Casey County, Kentucky",36488,14757,2014
0500000US21047,"Christian County, Kentucky",40258,19536,2014
0500000US21049,"Clark County, Kentucky",57835,22883,2014
0500000US21051,"Clay County, Kentucky",31014,13144,2014
0500000US21053,"Clinton County, Kentucky",30273,13477,2014
0500000US21055,"Crittenden County, Kentucky",69671,19122,2014
0500000US21057,"Cumberland County, Kentucky",31053,14286,2014
0500000US21059,"Daviess County, Kentucky",52448,22059,2014
0500000US21061,"Edmonson County, Kentucky",63875,16334,2014
0500000US21063,"Elliott County, Kentucky",32891,11821,2014
0500000US21065,"Estill County, Kentucky",25938,17048,2014
0500000US21067,"Fayette County, Kentucky",61965,27803,2014
0500000US21069,"Fleming County, Kentucky",39435,14020,2014
0500000US21071,"Floyd County, Kentucky",31953,14670,2014
0500000US21073,"Franklin County, Kentucky",50043,31054,2014
0500000US21075,"Fulton County, Kentucky",38375,13898,2014
0500000US21077,"Gallatin County, Kentucky",60119,23173,2014
0500000US21079,"Garrard County, Kentucky",44392,21676,2014
0500000US21081,"Grant County, Kentucky",52702,17224,2014
0500000US21083,"Graves County, Kentucky",53236,16962,2014
0500000US21085,"Grayson County, Kentucky",42112,16498,2014
0500000US21087,"Green County, Kentucky",46977,11667,2014
0500000US21089,"Greenup County, Kentucky",62429,19023,2014
0500000US21091,"Hancock County, Kentucky",56875,21346,2014
0500000US21093,"Hardin County, Kentucky",53767,23810,2014
0500000US21095,"Harlan County, Kentucky",32171,14220,2014
0500000US21097,"Harrison County, Kentucky",50964,20045,2014
0500000US21099,"Hart County, Kentucky",39214,15880,2014
0500000US21101,"Henderson County, Kentucky",51228,18843,2014
0500000US21103,"Henry County, Kentucky",46705,20882,2014
0500000US21105,"Hickman County, Kentucky",45655,19032,2014
0500000US21107,"Hopkins County, Kentucky",53406,19971,2014
0500000US21109,"Jackson County, Kentucky",32586,12150,2014
0500000US21111,"Jefferson County, Kentucky",58230,27611,2014
0500000US21113,"Jessamine County, Kentucky",56750,27917,2014
0500000US21115,"Johnson County, Kentucky",45217,16162,2014
0500000US21117,"Kenton County, Kentucky",63786,29646,2014
0500000US21119,"Knott County, Kentucky",45250,15085,2014
0500000US21121,"Knox County, Kentucky",26297,13418,2014
0500000US21123,"Larue County, Kentucky",37618,17417,2014
0500000US21125,"Laurel County, Kentucky",38776,16013,2014
0500000US21127,"Lawrence County, Kentucky",50750,14728,2014
0500000US21129,"Lee County, Kentucky",26925,15642,2014
0500000US21131,"Leslie County, Kentucky",40766,9781,2014
0500000US21133,"Letcher County, Kentucky",49861,14439,2014
0500000US21135,"Lewis County, Kentucky",27372,10541,2014
0500000US21137,"Lincoln County, Kentucky",41109,14280,2014
0500000US21139,"Livingston County, Kentucky",54808,15213,2014
0500000US21141,"Logan County, Kentucky",45915,16474,2014
0500000US21143,"Lyon County, Kentucky",49844,18882,2014
0500000US21145,"McCracken County, Kentucky",52162,21265,2014
0500000US21147,"McCreary County, Kentucky",32177,10471,2014
0500000US21149,"McLean County, Kentucky",50438,16863,2014
0500000US21151,"Madison County, Kentucky",58188,22030,2014
0500000US21153,"Magoffin County, Kentucky",37750,11906,2014
0500000US21155,"Marion County, Kentucky",46091,16274,2014
0500000US21157,"Marshall County, Kentucky",59081,18678,2014
0500000US21159,"Martin County, Kentucky",23223,14962,2014
0500000US21161,"Mason County, Kentucky",41333,23611,2014
0500000US21163,"Meade County, Kentucky",50136,22689,2014
0500000US21165,"Menifee County, Kentucky",37734,19063,2014
0500000US21167,"Mercer County, Kentucky",56335,20084,2014
0500000US21169,"Metcalfe County, Kentucky",35764,14421,2014
0500000US21171,"Monroe County, Kentucky",35714,13255,2014
0500000US21173,"Montgomery County, Kentucky",45149,19552,2014
0500000US21175,"Morgan County, Kentucky",38625,14052,2014
0500000US21177,"Muhlenberg County, Kentucky",47672,17833,2014
0500000US21179,"Nelson County, Kentucky",49531,22143,2014
0500000US21181,"Nicholas County, Kentucky",49125,14301,2014
0500000US21183,"Ohio County, Kentucky",44328,17587,2014
0500000US21185,"Oldham County, Kentucky",104068,31023,2014
0500000US21187,"Owen County, Kentucky",55000,17125,2014
0500000US21189,"Owsley County, Kentucky",39141,9244,2014
0500000US21191,"Pendleton County, Kentucky",65503,21058,2014
0500000US21193,"Perry County, Kentucky",42099,13937,2014
0500000US21195,"Pike County, Kentucky",42668,15857,2014
0500000US21197,"Powell County, Kentucky",53705,12097,2014
0500000US21199,"Pulaski County, Kentucky",38932,15793,2014
0500000US21201,"Robertson County, Kentucky",40682,21086,2014
0500000US21203,"Rockcastle County, Kentucky",44591,15139,2014
0500000US21205,"Rowan County, Kentucky",52418,16207,2014
0500000US21207,"Russell County, Kentucky",40820,14208,2014
0500000US21209,"Scott County, Kentucky",71266,25702,2014
0500000US21211,"Shelby County, Kentucky",59931,25168,2014
0500000US21213,"Simpson County, Kentucky",52963,21117,2014
0500000US21215,"Spencer County, Kentucky",75099,22174,2014
0500000US21217,"Taylor County, Kentucky",39299,15733,2014
0500000US21219,"Todd County, Kentucky",47604,15485,2014
0500000US21221,"Trigg County, Kentucky",54050,21042,2014
0500000US21223,"Trimble County, Kentucky",58523,18205,2014
0500000US21225,"Union County, Kentucky",42471,16850,2014
0500000US21227,"Warren County, Kentucky",60612,23487,2014
0500000US21229,"Washington County, Kentucky",49390,16714,2014
0500000US21231,"Wayne County, Kentucky",30755,15818,2014
0500000US21233,"Webster County, Kentucky",52090,18377,2014
0500000US21235,"Whitley County, Kentucky",41069,14701,2014
0500000US21237,"Wolfe County, Kentucky",14332,11169,2014
0500000US21239,"Woodford County, Kentucky",79576,31205,2014
0500000US22001,"Acadia Parish, Louisiana",50621,15357,2014
0500000US22003,"Allen Parish, Louisiana",48865,17266,2014
0500000US22005,"Ascension Parish, Louisiana",81796,27586,2014
0500000US22007,"Assumption Parish, Louisiana",58750,17030,2014
0500000US22009,"Avoyelles Parish, Louisiana",41517,15622,2014
0500000US22011,"Beauregard Parish, Louisiana",63750,16771,2014
0500000US22013,"Bienville Parish, Louisiana",40714,15274,2014
0500000US22015,"Bossier Parish, Louisiana",65887,23899,2014
0500000US22017,"Caddo Parish, Louisiana",45279,23679,2014
0500000US22019,"Calcasieu Parish, Louisiana",53921,20959,2014
0500000US22021,"Caldwell Parish, Louisiana",49557,14611,2014
0500000US22023,"Cameron Parish, Louisiana",77188,27067,2014
0500000US22025,"Catahoula Parish, Louisiana",54656,14422,2014
0500000US22027,"Claiborne Parish, Louisiana",31750,17930,2014
0500000US22029,"Concordia Parish, Louisiana",31134,16702,2014
0500000US22031,"De Soto Parish, Louisiana",42453,18700,2014
0500000US22033,"East Baton Rouge Parish, Louisiana",53429,26350,2014
0500000US22035,"East Carroll Parish, Louisiana",21023,15808,2014
0500000US22037,"East Feliciana Parish, Louisiana",49333,21388,2014
0500000US22039,"Evangeline Parish, Louisiana",46480,14902,2014
0500000US22041,"Franklin Parish, Louisiana",37173,13125,2014
0500000US22043,"Grant Parish, Louisiana",44615,16094,2014
0500000US22045,"Iberia Parish, Louisiana",46474,19152,2014
0500000US22047,"Iberville Parish, Louisiana",52673,21183,2014
0500000US22049,"Jackson Parish, Louisiana",38713,22070,2014
0500000US22051,"Jefferson Parish, Louisiana",53194,25176,2014
0500000US22053,"Jefferson Davis Parish, Louisiana",51308,14856,2014
0500000US22055,"Lafayette Parish, Louisiana",69539,24217,2014
0500000US22057,"Lafourche Parish, Louisiana",66911,17909,2014
0500000US22059,"LaSalle Parish, Louisiana",75676,18955,2014
0500000US22061,"Lincoln Parish, Louisiana",41717,15012,2014
0500000US22063,"Livingston Parish, Louisiana",66289,18893,2014
0500000US22065,"Madison Parish, Louisiana",23828,14310,2014
0500000US22067,"Morehouse Parish, Louisiana",36597,15845,2014
0500000US22069,"Natchitoches Parish, Louisiana",40583,14559,2014
0500000US22071,"Orleans Parish, Louisiana",36575,23617,2014
0500000US22073,"Ouachita Parish, Louisiana",44338,19340,2014
0500000US22075,"Plaquemines Parish, Louisiana",60542,20191,2014
0500000US22077,"Pointe Coupee Parish, Louisiana",60488,17240,2014
0500000US22079,"Rapides Parish, Louisiana",45131,21471,2014
0500000US22081,"Red River Parish, Louisiana",49510,12163,2014
0500000US22083,"Richland Parish, Louisiana",41662,18533,2014
0500000US22085,"Sabine Parish, Louisiana",47026,15063,2014
0500000US22087,"St. Bernard Parish, Louisiana",43843,23346,2014
0500000US22089,"St. Charles Parish, Louisiana",69604,24640,2014
0500000US22091,"St. Helena Parish, Louisiana",39758,12215,2014
0500000US22093,"St. James Parish, Louisiana",69583,20440,2014
0500000US22095,"St. John the Baptist Parish, Louisiana",55904,24286,2014
0500000US22097,"St. Landry Parish, Louisiana",44531,13631,2014
0500000US22099,"St. Martin Parish, Louisiana",50758,18439,2014
0500000US22101,"St. Mary Parish, Louisiana",46084,18425,2014
0500000US22103,"St. Tammany Parish, Louisiana",77862,27054,2014
0500000US22105,"Tangipahoa Parish, Louisiana",48076,19711,2014
0500000US22107,"Tensas Parish, Louisiana",22656,15723,2014
0500000US22109,"Terrebonne Parish, Louisiana",59351,20491,2014
0500000US22111,"Union Parish, Louisiana",29883,14588,2014
0500000US22113,"Vermilion Parish, Louisiana",60568,16665,2014
0500000US22115,"Vernon Parish, Louisiana",49372,22831,2014
0500000US22117,"Washington Parish, Louisiana",46124,13398,2014
0500000US22119,"Webster Parish, Louisiana",38344,16831,2014
0500000US22121,"West Baton Rouge Parish, Louisiana",58656,22015,2014
0500000US22123,"West Carroll Parish, Louisiana",41806,15652,2014
0500000US22125,"West Feliciana Parish, Louisiana",73106,21162,2014
0500000US22127,"Winn Parish, Louisiana",38378,15108,2014
0500000US23001,"Androscoggin County, Maine",51026,23384,2014
0500000US23003,"Aroostook County, Maine",47370,16762,2014
0500000US23005,"Cumberland County, Maine",74526,33668,2014
0500000US23007,"Franklin County, Maine",50575,23446,2014
0500000US23009,"Hancock County, Maine",50186,22709,2014
0500000US23011,"Kennebec County, Maine",53694,24512,2014
0500000US23013,"Knox County, Maine",58620,27509,2014
0500000US23015,"Lincoln County, Maine",46484,27756,2014
0500000US23017,"Oxford County, Maine",44067,21016,2014
0500000US23019,"Penobscot County, Maine",54367,23672,2014
0500000US23021,"Piscataquis County, Maine",36154,18374,2014
0500000US23023,"Sagadahoc County, Maine",63379,28464,2014
0500000US23025,"Somerset County, Maine",44001,18129,2014
0500000US23027,"Waldo County, Maine",48475,22451,2014
0500000US23029,"Washington County, Maine",42204,17588,2014
0500000US23031,"York County, Maine",66321,27068,2014
0500000US24001,"Allegany County, Maryland",50770,20436,2014
0500000US24003,"Anne Arundel County, Maryland",101966,48133,2014
0500000US24005,"Baltimore County, Maryland",79812,38587,2014
0500000US24009,"Calvert County, Maryland",109681,44144,2014
0500000US24011,"Caroline County, Maryland",58319,23590,2014
0500000US24013,"Carroll County, Maryland",108319,31347,2014
0500000US24015,"Cecil County, Maryland",71866,30399,2014
0500000US24017,"Charles County, Maryland",96451,50385,2014
0500000US24019,"Dorchester County, Maryland",39650,22955,2014
0500000US24021,"Frederick County, Maryland",103431,41273,2014
0500000US24023,"Garrett County, Maryland",55402,19656,2014
0500000US24025,"Harford County, Maryland",92804,36333,2014
0500000US24027,"Howard County, Maryland",131027,58504,2014
0500000US24029,"Kent County, Maryland",60720,27066,2014
0500000US24031,"Montgomery County, Maryland",115687,58377,2014
0500000US24033,"Prince George's County, Maryland",70918,50026,2014
0500000US24035,"Queen Anne's County, Maryland",95307,38245,2014
0500000US24037,"St. Mary's County, Maryland",99547,39221,2014
0500000US24039,"Somerset County, Maryland",33815,22228,2014
0500000US24041,"Talbot County, Maryland",68115,28653,2014
0500000US24043,"Washington County, Maryland",65621,27143,2014
0500000US24045,"Wicomico County, Maryland",54571,27550,2014
0500000US24047,"Worcester County, Maryland",70898,29558,2014
0500000US24510,"Baltimore city, Maryland",40302,27622,2014
0500000US25001,"Barnstable County, Massachusetts",78420,32995,2014
0500000US25003,"Berkshire County, Massachusetts",59729,25851,2014
0500000US25005,"Bristol County, Massachusetts",73307,23401,2014
0500000US25007,"Dukes County, Massachusetts",80842,36681,2014
0500000US25009,"Essex County, Massachusetts",86019,32358,2014
0500000US25011,"Franklin County, Massachusetts",64521,29761,2014
0500000US25013,"Hampden County, Massachusetts",51741,23236,2014
0500000US25015,"Hampshire County, Massachusetts",81744,32858,2014
0500000US25017,"Middlesex County, Massachusetts",113012,42986,2014
0500000US25019,"Nantucket County, Massachusetts",86972,51424,2014
0500000US25021,"Norfolk County, Massachusetts",122101,41060,2014
0500000US25023,"Plymouth County, Massachusetts",93773,34090,2014
0500000US25025,"Suffolk County, Massachusetts",48673,38106,2014
0500000US25027,"Worcester County, Massachusetts",83613,28341,2014
0500000US26001,"Alcona County, Michigan",45855,20332,2014
0500000US26003,"Alger County, Michigan",53155,22353,2014
0500000US26005,"Allegan County, Michigan",60945,23004,2014
0500000US26007,"Alpena County, Michigan",48646,20238,2014
0500000US26009,"Antrim County, Michigan",49132,23861,2014
0500000US26011,"Arenac County, Michigan",44821,20287,2014
0500000US26013,"Baraga County, Michigan",60074,22447,2014
0500000US26015,"Barry County, Michigan",62054,25979,2014
0500000US26017,"Bay County, Michigan",55887,23802,2014
0500000US26019,"Benzie County, Michigan",57100,27406,2014
0500000US26021,"Berrien County, Michigan",53063,21423,2014
0500000US26023,"Branch County, Michigan",44159,22437,2014
0500000US26025,"Calhoun County, Michigan",48315,24162,2014
0500000US26027,"Cass County, Michigan",56792,21952,2014
0500000US26029,"Charlevoix County, Michigan",55433,25139,2014
0500000US26031,"Cheboygan County, Michigan",39402,21992,2014
0500000US26033,"Chippewa County, Michigan",44775,20854,2014
0500000US26035,"Clare County, Michigan",31338,18039,2014
0500000US26037,"Clinton County, Michigan",76381,30591,2014
0500000US26039,"Crawford County, Michigan",52841,23429,2014
0500000US26041,"Delta County, Michigan",54389,18415,2014
0500000US26043,"Dickinson County, Michigan",51035,19474,2014
0500000US26045,"Eaton County, Michigan",64074,30421,2014
0500000US26047,"Emmet County, Michigan",62686,25167,2014
0500000US26049,"Genesee County, Michigan",45909,24281,2014
0500000US26051,"Gladwin County, Michigan",43725,18610,2014
0500000US26053,"Gogebic County, Michigan",37458,17533,2014
0500000US26055,"Grand Traverse County, Michigan",62242,28143,2014
0500000US26057,"Gratiot County, Michigan",48596,19727,2014
0500000US26059,"Hillsdale County, Michigan",47003,20606,2014
0500000US26061,"Houghton County, Michigan",56506,21567,2014
0500000US26063,"Huron County, Michigan",47615,21896,2014
0500000US26065,"Ingham County, Michigan",54865,27692,2014
0500000US26067,"Ionia County, Michigan",56129,22077,2014
0500000US26069,"Iosco County, Michigan",43388,20577,2014
0500000US26071,"Iron County, Michigan",46856,18964,2014
0500000US26073,"Isabella County, Michigan",50315,19670,2014
0500000US26075,"Jackson County, Michigan",54607,23883,2014
0500000US26077,"Kalamazoo County, Michigan",61318,25716,2014
0500000US26079,"Kalkaska County, Michigan",45833,19615,2014
0500000US26081,"Kent County, Michigan",62758,27861,2014
0500000US26083,"Keweenaw County, Michigan",43750,30909,2014
0500000US26085,"Lake County, Michigan",28417,15512,2014
0500000US26087,"Lapeer County, Michigan",60485,25115,2014
0500000US26089,"Leelanau County, Michigan",61719,29094,2014
0500000US26091,"Lenawee County, Michigan",55409,25009,2014
0500000US26093,"Livingston County, Michigan",87811,31925,2014
0500000US26095,"Luce County, Michigan",40054,21534,2014
0500000US26097,"Mackinac County, Michigan",43188,25556,2014
0500000US26099,"Macomb County, Michigan",67734,27241,2014
0500000US26101,"Manistee County, Michigan",44815,22535,2014
0500000US26103,"Marquette County, Michigan",64829,21378,2014
0500000US26105,"Mason County, Michigan",41735,23527,2014
0500000US26107,"Mecosta County, Michigan",44008,20620,2014
0500000US26109,"Menominee County, Michigan",50422,20218,2014
0500000US26111,"Midland County, Michigan",69799,25394,2014
0500000US26113,"Missaukee County, Michigan",43237,19620,2014
0500000US26115,"Monroe County, Michigan",65511,23502,2014
0500000US26117,"Montcalm County, Michigan",45539,18892,2014
0500000US26119,"Montmorency County, Michigan",42355,17805,2014
0500000US26121,"Muskegon County, Michigan",43547,21676,2014
0500000US26123,"Newaygo County, Michigan",46982,22950,2014
0500000US26125,"Oakland County, Michigan",89753,33970,2014
0500000US26127,"Oceana County, Michigan",42452,18611,2014
0500000US26129,"Ogemaw County, Michigan",40320,18618,2014
0500000US26131,"Ontonagon County, Michigan",42857,20688,2014
0500000US26133,"Osceola County, Michigan",43496,19221,2014
0500000US26135,"Oscoda County, Michigan",35924,16791,2014
0500000US26137,"Otsego County, Michigan",60764,23022,2014
0500000US26139,"Ottawa County, Michigan",70504,25522,2014
0500000US26141,"Presque Isle County, Michigan",46679,21006,2014
0500000US26143,"Roscommon County, Michigan",32333,17571,2014
0500000US26145,"Saginaw County, Michigan",52831,24673,2014
0500000US26147,"St. Clair County, Michigan",61273,23185,2014
0500000US26149,"St. Joseph County, Michigan",48233,22163,2014
0500000US26151,"Sanilac County, Michigan",51225,19733,2014
0500000US26153,"Schoolcraft County, Michigan",41765,15137,2014
0500000US26155,"Shiawassee County, Michigan",50466,23444,2014
0500000US26157,"Tuscola County, Michigan",49772,25000,2014
0500000US26159,"Van Buren County, Michigan",53407,23395,2014
0500000US26161,"Washtenaw County, Michigan",89286,33873,2014
0500000US26163,"Wayne County, Michigan",44057,22920,2014
0500000US26165,"Wexford County, Michigan",41685,19651,2014
0500000US27001,"Aitkin County, Minnesota",56349,20202,2014
0500000US27003,"Anoka County, Minnesota",83593,35243,2014
0500000US27005,"Becker County, Minnesota",60845,22339,2014
0500000US27007,"Beltrami County, Minnesota",49926,20330,2014
0500000US27009,"Benton County, Minnesota",61088,22683,2014
0500000US27011,"Big Stone County, Minnesota",59063,23207,2014
0500000US27013,"Blue Earth County, Minnesota",72044,24779,2014
0500000US27015,"Brown County, Minnesota",66364,24329,2014
0500000US27017,"Carlton County, Minnesota",66670,20716,2014
0500000US27019,"Carver County, Minnesota",111481,35163,2014
0500000US27021,"Cass County, Minnesota",43503,22141,2014
0500000US27023,"Chippewa County, Minnesota",61838,22371,2014
0500000US27025,"Chisago County, Minnesota",82006,28729,2014
0500000US27027,"Clay County, Minnesota",73408,25262,2014
0500000US27029,"Clearwater County, Minnesota",52219,18224,2014
0500000US27031,"Cook County, Minnesota",58295,16518,2014
0500000US27033,"Cottonwood County, Minnesota",54632,19623,2014
0500000US27035,"Crow Wing County, Minnesota",63242,22737,2014
0500000US27037,"Dakota County, Minnesota",91955,37401,2014
0500000US27039,"Dodge County, Minnesota",84652,26955,2014
0500000US27041,"Douglas County, Minnesota",69032,22389,2014
0500000US27043,"Faribault County, Minnesota",54291,21281,2014
0500000US27045,"Fillmore County, Minnesota",65779,20333,2014
0500000US27047,"Freeborn County, Minnesota",52283,21509,2014
0500000US27049,"Goodhue County, Minnesota",71732,24796,2014
0500000US27051,"Grant County, Minnesota",56917,21167,2014
0500000US27053,"Hennepin County, Minnesota",83684,38270,2014
0500000US27055,"Houston County, Minnesota",65046,20681,2014
0500000US27057,"Hubbard County, Minnesota",53259,25825,2014
0500000US27059,"Isanti County, Minnesota",71098,29375,2014
0500000US27061,"Itasca County, Minnesota",53921,23799,2014
0500000US27063,"Jackson County, Minnesota",63629,21935,2014
0500000US27065,"Kanabec County, Minnesota",51123,22193,2014
0500000US27067,"Kandiyohi County, Minnesota",62429,25154,2014
0500000US27069,"Kittson County, Minnesota",68095,20556,2014
0500000US27071,"Koochiching County, Minnesota",54340,18535,2014
0500000US27073,"Lac qui Parle County, Minnesota",58942,18952,2014
0500000US27075,"Lake County, Minnesota",61917,22681,2014
0500000US27077,"Lake of the Woods County, Minnesota",63589,28250,2014
0500000US27079,"Le Sueur County, Minnesota",68874,22535,2014
