fips,"9th to 12th grade, no diploma",high school graduate (includes equivalency),"some college, no degree",associate's degree,bachelor's degree,graduate or professional degree,median income (family),median income (nonfamily),total population,occupied housing units,"1-unit, attached",2 units,3 or 4 units,5 to 9 units,10 to 19 units,20 or more units,mobile home,"boat, rv, van, etc.",commute time,count,state,Per Capita CO2
2110,0.0070428488512294845,0.044658279158668567,0.058233488488018285,0.015503720961095781,0.05323259312922582,0.02985411633850028,90243.0,54353.0,32524,12138,15.80161476355248,5.972977426264625,8.798813643104301,7.571263799637502,4.737188993244357,6.459054209919263,8.699950568462679,0.1235788433020267,8.175654900996188,3,Oregon,9.224435331496833
4013,0.00011028322040181049,0.00036678299634622494,0.0003929300356911864,0.00013522185351732145,0.0003158456826703583,0.0001792509121745275,60373.0,33383.0,4088549,1465840,6.093298040713857,1.293456311739344,4.396932816678492,6.239221197402173,7.651653659335261,9.045803089013807,5.79572122469028,0.1541095890410959,10.840415511713324,1,Connecticut,9.523979734216793
4015,0.0042004333198509365,0.013184686777071295,0.010357226236109456,0.002826737035193939,0.002874970753054087,0.001476916440877714,42324.0,23598.0,203629,82145,2.271592914967436,2.449327408850204,3.574167630409641,3.0933106092884533,1.5131779170978148,4.14754397711364,37.06616349138719,0.7839795483596079,6.172843750153465,1,Washington,10.75299173677229
4019,0.00048086439141453653,0.001487800863991741,0.0016958595459901186,0.000566193781644475,0.0011714066371915346,0.0008567507856288413,50965.0,27932.0,1003338,395390,8.274109107463516,2.2008649687650172,3.5089405397202764,3.992260805786692,6.156706037077316,9.769594577505751,11.883456840081944,0.2458332279521485,9.831686829363585,42,Oregon,9.224435331496833
4021,0.0015813882913604655,0.0049840298501149525,0.004760042012526655,0.0015963798523625627,0.0020287946667521687,0.0011237977753724012,54065.0,26731.0,397604,130801,1.9357650170870253,1.1238446189249318,2.0405042774902333,1.4380624001345554,1.3157391763059916,1.3386747807738473,24.91724069387849,0.8616142078424477,10.226192392430661,1,Minnesota,16.11338688943448
4025,0.0022892500557286717,0.008944148942362845,0.01018149089971043,0.003281090978575461,0.0053957904266539475,0.0034596181588219927,52319.0,24927.0,218586,93445,3.5603831130611585,3.288565466317085,3.5154368880089897,2.18096206324576,1.2413719300123067,2.8744181069078065,24.812456525228747,0.6645620418427952,7.962861299442783,3,Oregon,9.224435331496833
1081,0.002747294616299793,0.009328818410654605,0.00839083101516475,0.0029236683145970306,0.007481957938293341,0.005600497840907259,60769.0,19083.0,153947,57901,2.8479646292810137,5.51285815443602,2.730522788898292,5.0689970812248495,8.008497262568866,6.531838828344934,19.13093038116785,0.10017098150291016,9.718052316706398,1,Washington,10.75299173677229
1113,0.013076684034566173,0.03496035188956525,0.028360931054505063,0.010205979599041971,0.012076154829074455,0.0070095214687065106,40808.0,19848.0,58636,22333,1.1821071956297855,4.464245735010969,5.71351811221063,8.409080732548247,3.3269153270944334,2.0597322348094753,17.973402588098327,0.035821430170599564,9.851030083907498,1,Washington,10.75299173677229
17089,0.0009572579882889524,0.002818082129836072,0.0024858706616435787,0.0008954168216819703,0.0025208839402298057,0.0013800135785514936,77306.0,33899.0,526615,173718,11.717841559308765,4.239054099172221,4.151555970020378,3.5212240527751875,3.057253710035805,5.113459745104134,0.6723540450615365,0.024752760220587387,13.332035737683125,1,Michigan,15.21112295938024
17097,0.00044642861471111406,0.001919707813459417,0.001728959569669177,0.0005774668288768628,0.002373483797917545,0.0016315006569092017,94283.0,39253.0,702890,243276,11.761949390815367,2.793123859320278,3.1186800177576086,3.7936335684572255,4.565596277479077,7.163879708643679,1.7745276969368124,0.02959601440339368,13.891227645862086,45,New York,8.287804993673788
17113,0.0009717843232616216,0.008870655185288722,0.006375398215378011,0.002499587856507353,0.010313839857338549,0.0051484247280374025,82662.0,29060.0,173254,65956,5.074595184668566,2.8049002365213167,5.602219661592578,7.539875068227303,9.065134331978896,7.075929407483777,4.357450421493116,0.03790405725028807,9.118606208226073,9,Oregon,9.224435331496833
