"9th to 12th grade, no diploma",high school graduate (includes equivalency),"some college, no degree",associate's degree,bachelor's degree,graduate or professional degree,year,fips,geographic area name,median income (family),median income (nonfamily),total population,commute time,count,county,state
39031.0,171493.0,180180.0,65606.0,217256.0,162403.0,2015,26125,"Oakland County, Michigan",91924,34187,1229503,14989290.0,201,Oakland County,mi
1634.0,6175.0,4295.0,1714.0,1893.0,1103.0,2015,26127,"Oceana County, Michigan",43750,19036,26229,212865.0,1,Oceana County,mi
8864.0,48363.0,36674.0,15718.0,34954.0,17102.0,2015,26139,"Ottawa County, Michigan",72305,26006,273136,2590265.0,12,Ottawa County,mi
11323.0,45171.0,31998.0,12433.0,17972.0,8758.0,2015,26145,"Saginaw County, Michigan",50655,24605,196479,1651345.0,8,Saginaw County,mi
8628.0,39329.0,29198.0,11952.0,12299.0,7119.0,2015,26147,"St. Clair County, Michigan",62590,22975,160429,1885815.0,9,St. Clair County,mi
3809.0,15794.0,9680.0,3148.0,3668.0,2301.0,2015,26149,"St. Joseph County, Michigan",47210,22591,61022,547385.0,2,St. Joseph County,mi
3248.0,17370.0,13213.0,5075.0,4881.0,2580.0,2015,26155,"Shiawassee County, Michigan",52377,23530,69113,783500.0,4,Shiawassee County,mi
4085.0,17295.0,12424.0,4276.0,6427.0,3485.0,2015,26159,"Van Buren County, Michigan",52660,21973,75351,754100.0,3,Van Buren County,mi
8155.0,34562.0,42080.0,15224.0,55723.0,59886.0,2015,26161,"Washtenaw County, Michigan",90152,33631,354092,3797240.0,67,Washtenaw County,mi
124111.0,354740.0,286893.0,92392.0,156452.0,100921.0,2015,26163,"Wayne County, Michigan",43291,23108,1778969,16617390.0,104,Wayne County,mi
10306.0,64501.0,56423.0,27895.0,45505.0,17810.0,2015,27003,"Anoka County, Minnesota",84085,35195,338764,4808350.0,2,Anoka County,mn
9115.0,58921.0,58561.0,31159.0,75911.0,33938.0,2015,27037,"Dakota County, Minnesota",92216,38310,408456,5051905.0,1,Dakota County,WA
32337.0,146311.0,160152.0,68370.0,249057.0,136969.0,2015,27053,"Hennepin County, Minnesota",85145,38276,1197776,13997050.0,2,Hennepin County,mi
2874.0,20482.0,18495.0,10491.0,24573.0,8879.0,2015,27139,"Scott County, Minnesota",107511,38892,137322,1834535.0,1,Scott County,WA
4281.0,36305.0,34788.0,18522.0,44999.0,23548.0,2015,27163,"Washington County, Minnesota",100903,39460,246670,3145685.0,3,Washington County,mn
3977.0,11509.0,9461.0,3538.0,9433.0,8722.0,2015,37037,"Chatham County, North Carolina",63558,(X),67431,752915.0,3,Chatham County,or
28059.0,106801.0,114390.0,52076.0,199080.0,112959.0,2015,37183,"Wake County, North Carolina",84459,38698,976019,10983730.0,3,Wake County,or
9078.0,33922.0,21964.0,8105.0,10691.0,6124.0,2015,39023,"Clark County, Ohio",46762,22513,136827,1242125.0,1,Clark County,ct
77278.0,247342.0,192290.0,62235.0,156850.0,109480.0,2015,39035,"Cuyahoga County, Ohio",53356,25436,1263189,13205625.0,15,Cuyahoga County,or
5788.0,27712.0,22474.0,9314.0,21014.0,19128.0,2015,39057,"Greene County, Ohio",77241,26721,164192,1529740.0,1,Greene County,NY
157.0,805.0,774.0,275.0,472.0,92.0,2015,30091,"Sheridan County, Montana",67788,(X),3630,22410.0,1,Sheridan County,mt
5706.0,32528.0,26668.0,7676.0,20911.0,8779.0,2015,30111,"Yellowstone County, Montana",65276,25714,153692,1435405.0,4,Yellowstone County,ct
121471.0,391735.0,345764.0,104823.0,205005.0,103220.0,2015,32003,"Clark County, Nevada",52193,31491,2035572,21537725.0,3,Clark County,or
53.0,364.0,207.0,30.0,106.0,26.0,2015,32009,"Esmeralda County, Nevada",39306,43194,1141,9025.0,1,Esmeralda County,WA
22096.0,70409.0,76927.0,22834.0,53480.0,30690.0,2015,32031,"Washoe County, Nevada",58816,29320,435019,4217775.0,1,Washoe County,WA
2752.0,13851.0,8848.0,4646.0,8412.0,4606.0,2015,33001,"Belknap County, New Hampshire",67065,(X),60399,765255.0,1,Belknap County,ct
5614.0,29253.0,19808.0,11211.0,22168.0,13303.0,2015,33013,"Merrimack County, New Hampshire",81429,31305,147262,1831090.0,1,Merrimack County,ct
26773.0,158223.0,96444.0,36261.0,192015.0,113210.0,2015,34003,"Bergen County, New Jersey",112282,37538,926330,13678330.0,6,Bergen County,NY
15459.0,92049.0,60220.0,25307.0,72730.0,38546.0,2015,34005,"Burlington County, New Jersey",98744,38305,450556,6137320.0,54,Burlington County,NY
42829.0,150710.0,90330.0,29133.0,103667.0,67850.0,2015,34013,"Essex County, New Jersey",61981,26763,791609,11367835.0,1,Essex County,NY
34605.0,121862.0,68435.0,21484.0,110753.0,64075.0,2015,34017,"Hudson County, New Jersey",53764,36899,662619,11241085.0,9,Hudson County,NY
30113.0,148258.0,85709.0,35116.0,137882.0,93023.0,2015,34023,"Middlesex County, New Jersey",98206,34800,830300,12486760.0,3,Middlesex County,NY
10845.0,77960.0,49874.0,20295.0,103145.0,73113.0,2015,34027,"Morris County, New Jersey",129077,46553,498192,7236665.0,1,Morris County,NY
25064.0,145477.0,81129.0,29516.0,72632.0,35499.0,2015,34029,"Ocean County, New Jersey",78750,28394,583450,7057045.0,1,Ocean County,NY
26558.0,115558.0,53118.0,18011.0,56872.0,29394.0,2015,34031,"Passaic County, New Jersey",60510,26242,507574,5862910.0,3,Passaic County,NY
23517.0,109487.0,65430.0,20748.0,72766.0,47656.0,2015,34039,"Union County, New Jersey",76363,32136,548744,7730335.0,1,Union County,NY
9778.0,54012.0,33904.0,22667.0,41084.0,37600.0,2015,36001,"Albany County, New York",80600,34895,307463,3023365.0,1319,Albany County,NY
2455.0,11837.0,5147.0,3976.0,3006.0,3112.0,2015,36003,"Allegany County, New York",48874,21672,48070,410755.0,94,Allegany County,NY
128441.0,244763.0,156301.0,61591.0,110355.0,59067.0,2015,36005,"Bronx County, New York",31583,18880,1428357,22796435.0,556,Bronx County,NY
9685.0,42294.0,23921.0,16036.0,19675.0,16026.0,2015,36007,"Broome County, New York",54836,25190,198093,1647200.0,464,Broome County,NY
4128.0,21869.0,9377.0,6177.0,5503.0,3996.0,2015,36009,"Cattaraugus County, New York",47685,22141,78962,709585.0,88,Cattaraugus County,NY
5354.0,18934.0,10554.0,7384.0,6975.0,4909.0,2015,36011,"Cayuga County, New York",61322,23290,79173,772220.0,497,Cayuga County,NY
7155.0,32059.0,17314.0,11432.0,10230.0,8612.0,2015,36013,"Chautauqua County, New York",46296,22629,132646,971035.0,274,Chautauqua County,NY
4881.0,21632.0,11101.0,7491.0,7745.0,6495.0,2015,36015,"Chemung County, New York",58892,24027,88267,715470.0,229,Chemung County,NY
3218.0,13675.0,6736.0,3952.0,3315.0,2773.0,2015,36017,"Chenango County, New York",54117,23353,49549,475190.0,74,Chenango County,NY
4901.0,19461.0,10469.0,5132.0,6572.0,5640.0,2015,36019,"Clinton County, New York",56750,27307,81685,694425.0,213,Clinton County,NY
3791.0,14016.0,7927.0,5032.0,6584.0,6766.0,2015,36021,"Columbia County, New York",64708,30091,62195,707555.0,211,Columbia County,NY
2197.0,10580.0,5638.0,3983.0,4082.0,3095.0,2015,36023,"Cortland County, New York",55590,25043,49043,467720.0,210,Cortland County,NY
3144.0,12856.0,5605.0,3751.0,3811.0,2895.0,2015,36025,"Delaware County, New York",50006,21133,46901,420270.0,200,Delaware County,NY
13089.0,54487.0,40008.0,19719.0,37018.0,30527.0,2015,36027,"Dutchess County, New York",91998,32810,296928,4144930.0,722,Dutchess County,NY
40950.0,179855.0,119354.0,74147.0,109985.0,90343.0,2015,36029,"Erie County, New York",63698,26730,921584,8908655.0,1913,Erie County,NY
2184.0,9992.0,5714.0,3015.0,3884.0,3109.0,2015,36031,"Essex County, New York",61938,25886,38912,342200.0,173,Essex County,NY
3664.0,12942.0,7182.0,3916.0,3201.0,3119.0,2015,36033,"Franklin County, New York",50374,22283,51280,381915.0,55,Franklin County,NY
3946.0,14937.0,7287.0,4845.0,3388.0,2910.0,2015,36035,"Fulton County, New York",50840,25278,54606,550075.0,95,Fulton County,NY
2835.0,15451.0,7941.0,5975.0,4985.0,3322.0,2015,36037,"Genesee County, New York",60582,(X),59458,620870.0,160,Genesee County,NY
3613.0,12786.0,6586.0,3858.0,4290.0,2960.0,2015,36039,"Greene County, New York",65387,(X),48312,503500.0,118,Greene County,NY
153.0,1146.0,621.0,580.0,490.0,378.0,2015,36041,"Hamilton County, New York",49250,(X),4760,40470.0,3,Hamilton County,NY
3140.0,15371.0,8273.0,6350.0,5843.0,4146.0,2015,36043,"Herkimer County, New York",53741,22063,64034,632200.0,147,Herkimer County,NY
5985.0,24726.0,16888.0,9122.0,8709.0,6623.0,2015,36045,"Jefferson County, New York",49633,26230,118947,923665.0,1,Jefferson County,WA
180433.0,455076.0,244089.0,107313.0,348413.0,221600.0,2015,36047,"Kings County, New York",46114,29392,2595259,45814940.0,1036,Kings County,NY
1476.0,8375.0,3056.0,2223.0,1610.0,1200.0,2015,36049,"Lewis County, New York",63111,24614,27124,274505.0,62,Lewis County,NY
3612.0,14352.0,7820.0,5484.0,5518.0,4525.0,2015,36051,"Livingston County, New York",61711,25683,64801,717690.0,225,Livingston County,NY
3081.0,16062.0,8818.0,5680.0,7038.0,5458.0,2015,36053,"Madison County, New York",67805,(X),72427,708425.0,201,Madison County,NY
33281.0,126050.0,86880.0,59218.0,102183.0,80448.0,2015,36055,"Monroe County, New York",64445,28870,749356,6779600.0,2430,Monroe County,NY
3721.0,12561.0,6154.0,4659.0,3472.0,2064.0,2015,36057,"Montgomery County, New York",42407,21515,49779,484435.0,86,Montgomery County,NY
42542.0,225825.0,147880.0,72972.0,220371.0,178633.0,2015,36059,"Nassau County, New York",120486,38145,1354612,21968070.0,5032,Nassau County,NY
75629.0,154993.0,126994.0,46092.0,388043.0,348515.0,2015,36061,"New York County, New York",90306,57653,1629507,25109320.0,1,New York County,ct
10329.0,52737.0,30411.0,17816.0,20390.0,14530.0,2015,36063,"Niagara County, New York",62101,23823,214150,2042835.0,487,Niagara County,NY
11978.0,53425.0,31584.0,18419.0,22187.0,14986.0,2015,36065,"Oneida County, New York",55123,26075,233558,1949985.0,554,Oneida County,NY
21509.0,82150.0,56836.0,37140.0,59555.0,47325.0,2015,36067,"Onondaga County, New York",68121,30012,468304,4204635.0,1198,Onondaga County,NY
4025.0,21391.0,14362.0,9972.0,12948.0,10955.0,2015,36069,"Ontario County, New York",70553,30105,109192,1160310.0,580,Ontario County,NY
16464.0,69556.0,49806.0,22794.0,40920.0,28265.0,2015,36071,"Orange County, New York",82418,32341,375384,5402955.0,711,Orange County,NY
3010.0,11769.0,6004.0,2928.0,2839.0,1728.0,2015,36073,"Orleans County, New York",46051,24519,42204,401555.0,168,Orleans County,NY
7816.0,31920.0,14057.0,9060.0,8252.0,5800.0,2015,36075,"Oswego County, New York",49596,26364,121183,1165345.0,198,Oswego County,NY
2889.0,13822.0,6754.0,4364.0,5707.0,5418.0,2015,36077,"Otsego County, New York",57719,25675,61399,563695.0,158,Otsego County,NY
2727.0,19011.0,12564.0,6316.0,15145.0,11184.0,2015,36079,"Putnam County, New York",117593,37706,99488,1865355.0,513,Putnam County,NY
143466.0,442208.0,241246.0,125693.0,313071.0,179906.0,2015,36081,"Queens County, New York",57667,33211,2301139,44744515.0,4580,Queens County,NY
7287.0,31735.0,20548.0,15739.0,17656.0,13588.0,2015,36083,"Rensselaer County, New York",71322,32243,159900,1754735.0,336,Rensselaer County,NY
21394.0,103017.0,58241.0,25382.0,59189.0,40037.0,2015,36085,"Richmond County, New York",84492,28733,472481,8562735.0,517,Richmond County,NY
14108.0,46380.0,32786.0,15729.0,44876.0,36526.0,2015,36087,"Rockland County, New York",93123,40351,320688,4150280.0,797,Rockland County,NY
5639.0,26034.0,13232.0,8072.0,7912.0,8166.0,2015,36089,"St. Lawrence County, New York",51542,23854,112011,868180.0,1,St. Lawrence County,WA
6838.0,40553.0,27709.0,18174.0,36040.0,25162.0,2015,36091,"Saratoga County, New York",94596,35400,223774,2685010.0,749,Saratoga County,NY
6168.0,31705.0,18950.0,12801.0,17290.0,14926.0,2015,36093,"Schenectady County, New York",73070,31494,154796,1585915.0,574,Schenectady County,NY
1852.0,8520.0,4015.0,2671.0,2476.0,1855.0,2015,36095,"Schoharie County, New York",64140,24778,31913,391405.0,53,Schoharie County,NY
963.0,5161.0,2579.0,1614.0,1340.0,1245.0,2015,36097,"Schuyler County, New York",62243,(X),18410,197220.0,173,Schuyler County,NY
2598.0,8631.0,4461.0,3126.0,2971.0,2072.0,2015,36099,"Seneca County, New York",60430,24311,35144,338315.0,146,Seneca County,NY
5137.0,25668.0,11772.0,8994.0,7583.0,6957.0,2015,36101,"Steuben County, New York",52110,24744,98665,882230.0,225,Steuben County,NY
55269.0,299525.0,180501.0,92028.0,191189.0,156737.0,2015,36103,"Suffolk County, New York",106429,36815,1501373,21863630.0,7782,Suffolk County,NY
5270.0,18084.0,10208.0,5598.0,6552.0,5245.0,2015,36105,"Sullivan County, New York",57782,25295,76330,863570.0,260,Sullivan County,NY
2378.0,12625.0,6610.0,4142.0,5091.0,3485.0,2015,36107,"Tioga County, New York",63237,22858,50199,529975.0,171,Tioga County,NY
2604.0,11756.0,8162.0,5834.0,13169.0,16983.0,2015,36109,"Tompkins County, New York",67380,27525,103855,844030.0,567,Tompkins County,NY
9368.0,38900.0,24828.0,13012.0,21232.0,17511.0,2015,36111,"Ulster County, New York",71956,29322,181300,2156055.0,566,Ulster County,NY
3023.0,15727.0,8148.0,5732.0,7107.0,6223.0,2015,36113,"Warren County, New York",62741,28053,65180,685165.0,152,Warren County,NY
3651.0,18605.0,8046.0,4242.0,5248.0,3446.0,2015,36115,"Washington County, New York",56484,(X),62700,676645.0,219,Washington County,NY
4653.0,23724.0,12158.0,8305.0,7876.0,5342.0,2015,36117,"Wayne County, New York",61190,28345,92416,998795.0,695,Wayne County,NY
37153.0,133756.0,95789.0,39468.0,155991.0,152063.0,2015,36119,"Westchester County, New York",114743,40989,967315,14205925.0,1,Westchester County,ct
2644.0,12114.0,5528.0,3739.0,2879.0,1615.0,2015,36121,"Wyoming County, New York",59221,(X),41446,448545.0,117,Wyoming County,NY
1054.0,5710.0,2875.0,1675.0,2018.0,1900.0,2015,36123,"Yates County, New York",50101,26818,25187,234155.0,138,Yates County,NY
10683.0,54977.0,55507.0,19439.0,29486.0,15564.0,2015,48027,"Bell County, Texas",50715,25088,326041,2816640.0,1,Bell County,WA
97558.0,289011.0,273484.0,86596.0,195958.0,109596.0,2015,48029,"Bexar County, Texas",53636,29610,1825502,19508220.0,24,Bexar County,or
18016.0,86368.0,115236.0,41610.0,179668.0,97714.0,2015,48085,"Collin County, Texas",104038,42553,862215,11401200.0,3,Collin County,or
4916.0,24223.0,22896.0,7556.0,15388.0,5725.0,2015,40017,"Canadian County, Oklahoma",70605,(X),126193,1378545.0,6,Canadian County,or
39589.0,123339.0,116981.0,30923.0,96481.0,52753.0,2015,40109,"Oklahoma County, Oklahoma",49967,27568,754480,7024275.0,6,Oklahoma County,or
996.0,3754.0,3394.0,983.0,1546.0,886.0,2015,41001,"Baker County, Oregon",46793,(X),16052,90100.0,6,Baker County,or
1730.0,7751.0,10599.0,3594.0,15099.0,12424.0,2015,41003,"Benton County, Oregon",72391,26844,86495,701040.0,66,Benton County,or
12323.0,63513.0,75028.0,23740.0,58141.0,31247.0,2015,41005,"Clackamas County, Oregon",78143,33662,389438,4678745.0,729,Clackamas County,or
1698.0,7064.0,8575.0,2522.0,3927.0,2414.0,2015,41007,"Clatsop County, Oregon",52917,26573,37382,301635.0,18,Clatsop County,or
2548.0,11672.0,10095.0,2931.0,4279.0,2012.0,2015,41009,"Columbia County, Oregon",60536,(X),49389,609780.0,35,Columbia County,or
3919.0,15116.0,13664.0,4029.0,5305.0,3195.0,2015,41011,"Coos County, Oregon",46698,20715,62775,424790.0,12,Coos County,or
1366.0,5879.0,3930.0,1343.0,1642.0,767.0,2015,41013,"Crook County, Oregon",45351,19451,20956,153360.0,51,Crook County,or
1198.0,4884.0,5375.0,1493.0,2593.0,1553.0,2015,41015,"Curry County, Oregon",47073,(X),22338,95160.0,12,Curry County,or
5567.0,27062.0,33966.0,11086.0,24494.0,14049.0,2015,41017,"Deschutes County, Oregon",57355,28156,166622,1222940.0,123,Deschutes County,or
6507.0,25133.0,24802.0,7272.0,7890.0,4420.0,2015,41019,"Douglas County, Oregon",41534,21373,107194,731700.0,24,Douglas County,or
1147.0,3908.0,2688.0,946.0,3210.0,1632.0,2015,41027,"Hood River County, Oregon",58478,(X),22749,162685.0,13,Hood River County,or
10914.0,40327.0,41472.0,11185.0,23319.0,14321.0,2015,41029,"Jackson County, Oregon",44193,26308,208363,1508415.0,141,Jackson County,or
1640.0,4360.0,4114.0,1580.0,1670.0,691.0,2015,41031,"Jefferson County, Oregon",41779,(X),22061,149545.0,12,Jefferson County,or
5090.0,19633.0,18799.0,5763.0,6300.0,3925.0,2015,41033,"Josephine County, Oregon",39114,21745,83409,523315.0,9,Josephine County,or
3922.0,13662.0,12744.0,4807.0,5767.0,3256.0,2015,41035,"Klamath County, Oregon",41748,21118,65972,413560.0,6,Klamath County,or
14742.0,60206.0,70300.0,20705.0,41452.0,27029.0,2015,41039,"Lane County, Oregon",51056,25229,357060,2886895.0,150,Lane County,or
2871.0,9922.0,10085.0,2982.0,4954.0,3409.0,2015,41041,"Lincoln County, Oregon",43340,23400,46347,340415.0,15,Lincoln County,or
6353.0,25103.0,24918.0,8449.0,9734.0,4280.0,2015,41043,"Linn County, Oregon",47830,23795,118971,1029460.0,51,Linn County,or
2052.0,5950.0,5665.0,1594.0,1873.0,871.0,2015,41045,"Malheur County, Oregon",40668,(X),30551,170020.0,6,Malheur County,or
16260.0,56798.0,56690.0,16749.0,30275.0,15820.0,2015,41047,"Marion County, Oregon",46530,29641,323259,2885025.0,159,Marion County,or
935.0,2504.0,1616.0,512.0,557.0,189.0,2015,41049,"Morrow County, Oregon",50915,(X),11204,81640.0,6,Morrow County,or
29726.0,100675.0,127004.0,40698.0,137230.0,89185.0,2015,41051,"Multnomah County, Oregon",62202,35439,768418,9158520.0,1571,Multnomah County,or
2785.0,13150.0,12872.0,4354.0,8879.0,5575.0,2015,41053,"Polk County, Oregon",58262,27641,77264,753685.0,48,Polk County,or
1237.0,6550.0,5234.0,1167.0,2541.0,1437.0,2015,41057,"Tillamook County, Oregon",48231,(X),25430,177725.0,9,Tillamook County,or
4383.0,14375.0,13623.0,5156.0,4993.0,3081.0,2015,41059,"Umatilla County, Oregon",49517,21956,76738,546755.0,6,Umatilla County,or
842.0,5704.0,4824.0,1285.0,2600.0,1359.0,2015,41061,"Union County, Oregon",46614,(X),25745,175370.0,9,Union County,or
224.0,1746.0,1368.0,534.0,736.0,547.0,2015,41063,"Wallowa County, Oregon",41281,19485,6857,50005.0,3,Wallowa County,or
1350.0,5012.0,4705.0,1925.0,2057.0,1231.0,2015,41065,"Wasco County, Oregon",45551,(X),25492,159070.0,6,Wasco County,or
18075.0,70985.0,83523.0,32269.0,97406.0,54765.0,2015,41067,"Washington County, Oregon",77118,36384,556210,6285490.0,1194,Washington County,or
4825.0,19828.0,17621.0,5249.0,9934.0,5505.0,2015,41071,"Yamhill County, Oregon",53982,26721,101119,996250.0,150,Yamhill County,or
20996.0,135166.0,78110.0,33843.0,100389.0,64612.0,2015,42017,"Bucks County, Pennsylvania",104640,33789,626583,8702850.0,1,Bucks County,NY
8193.0,41334.0,24181.0,9645.0,16766.0,9220.0,2015,42089,"Monroe County, Pennsylvania",65592,27024,167881,2736505.0,2,Monroe County,NY
23612.0,140961.0,86907.0,38430.0,149379.0,116911.0,2015,42091,"Montgomery County, Pennsylvania",106394,37457,812970,10881080.0,1,Montgomery County,NY
122155.0,346344.0,178236.0,55072.0,152759.0,107468.0,2015,42101,"Philadelphia County, Pennsylvania",37838,24146,1555072,19734230.0,3,Philadelphia County,or
2545.0,14503.0,9432.0,3282.0,5965.0,3645.0,2015,42103,"Pike County, Pennsylvania",68867,26470,56632,998090.0,1,Pike County,NY
4107.0,19775.0,14653.0,7538.0,21922.0,15606.0,2015,44009,"Washington County, Rhode Island",95812,35115,126405,1544505.0,1,Washington County,ct
8766.0,20227.0,16506.0,6528.0,8199.0,5124.0,2015,45085,"Sumter County, South Carolina",46614,21293,107777,944110.0,2,Sumter County,WA
2884.0,7563.0,4363.0,2397.0,2295.0,885.0,2015,51035,"Carroll County, Virginia",41937,(X),29856,313660.0,1,Carroll County,va
12331.0,52226.0,47795.0,17163.0,49730.0,30239.0,2015,51041,"Chesterfield County, Virginia",84424,38198,328176,4045740.0,4,Chesterfield County,va
753.0,2856.0,2129.0,794.0,1846.0,1310.0,2015,51043,"Clarke County, Virginia",93864,(X),14299,218335.0,1,Clarke County,va
3150.0,11005.0,6719.0,2236.0,4815.0,2251.0,2015,51047,"Culpeper County, Virginia",78119,31388,48424,791705.0,1,Culpeper County,va
26949.0,99450.0,105107.0,41173.0,236675.0,222442.0,2015,51059,"Fairfax County, Virginia",125737,70132,1128722,18147605.0,86,Fairfax County,va
2504.0,13052.0,10093.0,3302.0,9415.0,5961.0,2015,51061,"Fauquier County, Virginia",107569,44095,67463,1249550.0,6,Fauquier County,va
1468.0,5243.0,3786.0,1512.0,3498.0,2313.0,2015,51065,"Fluvanna County, Virginia",81419,32794,26014,372500.0,1,Fluvanna County,va
3811.0,12951.0,9449.0,3276.0,5289.0,3015.0,2015,51067,"Franklin County, Virginia",50267,19840,56315,698055.0,1,Franklin County,va
4359.0,16942.0,11113.0,4368.0,10225.0,5957.0,2015,51069,"Frederick County, Virginia",82761,(X),81340,1158030.0,1,Frederick County,va
