fips,"9th to 12th grade, no diploma",high school graduate (includes equivalency),"some college, no degree",associate's degree,bachelor's degree,graduate or professional degree,median income (family),median income (nonfamily),total population,occupied housing units,"1-unit, attached",2 units,3 or 4 units,5 to 9 units,10 to 19 units,20 or more units,mobile home,"boat, rv, van, etc.",commute time,count,state,Per Capita CO2
6027,6.8,31.1,28.7,7.8,13.0,8.0,57737.0,26400.0,18474,7910,2.149178255372945,2.566371681415929,5.069532237673831,1.7446270543615676,3.552465233881162,2.8192161820480406,30.897597977244,2.2503160556257904,6.688318718198548,2,California,9.259397954488206
6029,13.7,26.1,23.7,7.0,9.9,5.0,44685.0,25425.0,839153,253178,2.7316749480602582,3.5259777705803823,7.310666803592729,4.597950848809928,1.9594909510305003,3.317823823554969,8.56946496141055,0.1769506039229317,8.383018353029781,62,California,9.259397954488206
6031,13.2,26.0,25.1,7.8,9.2,3.2,47105.0,24251.0,151982,40767,4.952535138715136,2.7963794245345497,6.120146196678688,5.018765177717271,1.810287732724998,4.165133563911988,5.170848970981432,0.12510118478180882,7.469108183863878,3,California,9.259397954488206
6033,8.3,29.0,31.7,9.5,12.0,4.7,39014.0,18438.0,64360,26103,2.2334597555836493,2.145347278090641,2.5054591426272843,2.6203884610964256,0.9079416159062176,2.340727119488182,30.103819484350463,0.4137455464889093,9.18077998756992,10,California,9.259397954488206
6035,15.6,25.0,30.7,10.6,9.3,4.2,63649.0,23913.0,34628,10127,2.8142589118198877,2.290905500148119,2.8735064678582014,3.2487409894341863,2.488397353609164,5.154537375333267,16.91517724893848,0.5233534116717685,4.8948827538408235,1,California,9.259397954488206
6037,9.9,20.4,19.6,6.8,19.3,10.2,55258.0,34839.0,9840024,3218511,6.984099168839256,2.595361643940319,6.063300700230634,8.421937970695144,8.315429091278546,19.57398933854817,1.6573502467445351,0.07823493534743241,12.356802178531272,4716,California,9.259397954488206
6039,13.6,23.2,23.3,7.6,9.9,4.0,43919.0,26196.0,150615,42063,1.8448517699641016,2.36549936999263,4.754772603000262,2.7125977700116493,0.6561586192140362,2.065948696003613,7.49114423602691,0.4350616931745239,6.934999834013876,14,California,9.259397954488206
6041,3.6,12.1,19.3,6.2,31.6,23.0,118771.0,51575.0,252759,103152,10.58341088878548,3.1177291763610984,4.568016131534047,6.553435706530171,5.674150767798977,9.062354583527222,1.5006979990693343,0.4061966806266481,12.375246776573732,316,California,9.259397954488206
6043,8.7,29.9,30.5,9.1,14.1,5.9,56563.0,22454.0,18193,7256,1.323042998897464,1.5022050716648292,4.230981256890849,0.9371554575523704,1.0611907386990078,0.6890848952590959,26.764057331863285,0.6753031973539141,11.353542571318641,2,California,9.259397954488206
6045,8.0,26.2,28.1,9.3,13.1,8.4,43409.0,23562.0,87577,34228,3.134860348252892,3.1932920416033657,3.7834521444431464,2.302208718008648,1.6536169218183945,3.625686572396868,14.10833235947178,0.1665303260488489,7.092615641092981,18,California,9.259397954488206
6047,12.5,24.4,22.7,7.0,8.3,4.2,41180.0,22424.0,256398,74496,2.8363939003436425,4.2821091065292105,6.366784793814433,4.769383591065292,1.8188896048109968,2.794780927835052,7.3816043814432994,0.07919888316151202,8.906329222536836,16,California,9.259397954488206
6053,10.1,20.1,19.9,7.3,14.2,8.9,53261.0,37634.0,416199,125123,6.9523588788631985,2.9858619118787115,7.345571957194121,8.19273834546806,5.1133684454496775,6.065231811897093,4.446824324864333,0.07912214381049047,8.953265144798523,76,California,9.259397954488206
6055,7.3,19.3,23.2,8.9,20.6,10.7,73558.0,42962.0,136644,49209,6.309821374138878,4.03787924973074,4.336605092564368,4.143550976447398,3.6558353146782094,5.425836737182222,7.498628299701274,0.14225040134934666,10.391418576739557,81,California,9.259397954488206
6057,3.5,21.8,30.1,10.3,21.6,11.1,66394.0,31601.0,98521,41626,2.092442223610244,3.2263489165425456,2.8876183154759048,2.721856531975208,1.0570316629029934,2.873204247345409,6.87551049824629,0.5525392783356556,9.161650815562163,19,California,9.259397954488206
6059,7.6,17.9,21.3,7.8,23.9,12.7,80750.0,41506.0,3021840,990266,12.875126481167689,1.894339500699812,7.460722674513716,6.969945449000571,6.224590160623508,13.47587415906433,3.062510476982952,0.07593919209586111,11.671053067005534,2167,California,9.259397954488206
6061,4.1,20.1,27.8,11.0,23.7,11.0,93314.0,33397.0,350074,131775,3.3936634414722064,1.1732119142477708,5.3265035097704425,5.38341870612787,2.9542781255928667,4.593435780686777,3.339024852969076,0.11458926199962055,10.849320429394927,118,California,9.259397954488206
6063,7.2,24.2,31.6,11.4,14.2,8.8,38559.0,28496.0,19926,9109,4.336370622461302,3.128773740256889,2.459106378307169,2.1078054671204303,0.6037984411022066,2.118783620595016,13.909320452299927,1.295422110001098,7.399879554351099,1,California,9.259397954488206
6065,10.8,25.2,26.0,7.5,13.3,7.2,59789.0,29127.0,2192982,676618,7.559656999961574,1.6233679860719046,3.762684409814696,4.724526985684684,3.797415971789104,5.2818577099633774,10.79323931671933,0.2375047663526539,11.658125784890164,445,California,9.259397954488206
6067,7.5,21.6,26.8,9.3,18.8,9.1,59173.0,36706.0,1422348,512496,6.918883269332834,2.1725047610127692,6.2964393868439945,6.69858886703506,5.751264400112392,8.162990540413974,2.660898816771253,0.10107395960163593,10.304208252832641,290,California,9.259397954488206
6069,8.1,23.2,26.1,7.9,13.7,4.7,63857.0,33611.0,55467,16840,4.940617577197151,1.8764845605700715,5.653206650831352,1.858669833729216,1.2648456057007125,1.823040380047506,4.8515439429928735,0.0,12.04662231597166,14,California,9.259397954488206
6071,11.8,26.1,25.4,8.1,12.1,6.4,54779.0,27394.0,2041029,599698,4.18393924942221,2.2506328185186546,5.625664918008732,4.90847059686709,3.910134767833143,5.949494578938066,7.143762360388062,0.15807956671524667,11.104663383028855,344,California,9.259397954488206
6073,7.1,19.0,23.0,9.0,21.4,13.0,68231.0,36878.0,3100500,1067462,9.731493954819936,2.4657552212631457,5.481975002388843,8.092185014548527,7.649077906286125,15.146300289846385,4.039956457466402,0.08684149880745169,10.492062570553138,1967,California,9.259397954488206
6075,5.7,13.7,14.8,5.4,31.7,20.3,91294.0,53413.0,807755,340839,16.0298557383398,11.469931551260274,12.686928432485722,10.9456370896523,11.21027816652437,28.00237062073296,0.13349411305631104,0.05926551832390072,15.157504441321935,507,California,9.259397954488206
6077,11.0,25.6,24.7,8.6,12.3,5.6,53709.0,27358.0,687036,213632,5.928418963451168,2.015147543439185,4.155744457759137,4.3308118633912525,3.21440608148592,5.9981650689035355,3.884717645296585,0.1563436189334931,10.5436396346043,75,California,9.259397954488206
6079,6.2,21.2,27.1,9.7,19.6,12.0,69225.0,32465.0,270121,101708,5.957250167145162,3.796161560545877,5.819601211310811,4.934715066661423,2.6595744680851063,4.126519054548314,10.26762889841507,0.2104062610610768,8.67722242994806,82,California,9.259397954488206
6081,5.3,17.0,19.7,7.6,26.8,17.1,111250.0,52060.0,721183,257369,8.941247780424217,2.504963690265728,5.123383158033796,6.688451212072938,6.078820681589469,14.287268474447195,1.198668060255897,0.1865026479490537,11.866537342117047,816,California,9.259397954488206
6083,7.8,17.8,22.1,8.2,18.5,13.0,63063.0,35901.0,423594,141247,7.274490785645004,3.6545908939658895,7.137142735774919,8.269202177745367,6.401551891367603,6.7923566518226925,5.456399073962633,0.08566553625917718,8.297449916665487,170,California,9.259397954488206
6085,6.2,15.7,17.5,7.3,25.8,20.2,109617.0,46692.0,1788393,604455,10.583252682168236,1.9314920051947624,5.833684889694022,5.9187201694088065,5.976623569992802,14.618623388010688,3.048531321603759,0.0992629724297094,10.956436868182776,2511,California,9.259397954488206
6087,5.9,15.9,23.1,8.3,23.0,14.5,71495.0,37679.0,262340,93310,9.47272532418819,3.3308327081770437,6.497695852534561,3.990997749437359,3.059693494802272,6.358375308112742,6.703461579680635,0.24863358696817064,11.413013646413052,154,California,9.259397954488206
6089,9.1,26.0,31.8,11.0,13.0,6.2,48547.0,22411.0,177693,68880,4.326364692218351,2.5595238095238093,6.488095238095238,3.55110336817654,1.5911730545876888,3.6774099883855977,12.629210220673635,0.31068524970963995,6.98097280140467,19,California,9.259397954488206
6093,7.9,26.8,29.8,9.0,15.4,7.6,40079.0,21920.0,44673,19585,2.2006637732958896,2.2976767934643862,5.024253255042124,3.380137860607608,1.8994128159305592,2.9410262956344133,16.62496808782231,0.541230533571611,6.093725516531237,3,California,9.259397954488206
6095,7.2,24.0,28.6,9.9,17.1,7.2,70478.0,36204.0,414209,140295,4.541858227306746,1.8860258740511069,6.191239887380164,5.638832460173206,4.166933960583057,5.684450621903847,3.0393100253038243,0.13614170141487578,12.32292152029531,107,California,9.259397954488206
6097,6.4,20.2,25.6,8.8,20.6,11.4,70037.0,36032.0,483456,184502,7.871459387974113,2.8444136106925666,4.544666182480406,3.92678670149917,3.6427789400656905,6.4058926190502,5.822159109386347,0.20108183109126188,11.037829709425472,238,California,9.259397954488206
6099,10.8,27.6,24.8,7.2,10.9,5.4,50284.0,25062.0,515115,165999,4.909668130530908,3.4403821709769336,3.834962861222056,3.3638756859981087,2.2795318044084603,5.247621973626346,4.742799655419613,0.15602503629539938,9.734981508983429,40,California,9.259397954488206
6101,10.6,23.4,25.7,10.3,13.4,5.0,51430.0,24918.0,94615,31635,5.629840366682473,1.8555397502765925,4.905958590169116,2.870238659712344,4.223170538960011,6.812075233127866,5.190453611506244,0.2528844634107792,10.541827405802463,4,California,9.259397954488206
6103,12.2,28.2,31.5,7.5,9.3,3.8,43011.0,20602.0,63200,23552,1.7578125,2.110224184782609,3.1207540760869565,3.3924932065217392,1.2143342391304348,2.590013586956521,24.189028532608692,1.1973505434782608,7.763528481012656,4,California,9.259397954488206
6105,6.9,27.1,35.2,9.3,14.4,5.3,40625.0,28617.0,13693,5811,1.9273791085871623,3.0975735673722253,1.7552916881775942,2.632937532266391,0.0,0.6883496816382723,25.572190672861808,2.426432627774909,5.718615350909223,4,California,9.259397954488206
6107,11.3,23.8,23.2,7.8,8.9,4.4,38937.0,22904.0,441877,129996,2.7462383457952546,2.998553801655436,5.527093141327425,3.0593249023046862,1.5015846641435122,2.6139265823563798,7.556386350349242,0.15308163328102406,7.598041989060304,31,California,9.259397954488206
6109,9.3,29.3,32.1,9.6,11.3,6.1,57325.0,27776.0,55205,22105,1.5064465053155394,2.492648722008596,3.1847998190454647,2.8997964261479305,1.6738294503505995,2.1805021488351053,14.308979868807961,0.6061976928296765,8.621411104066661,7,California,9.259397954488206
6111,7.5,18.9,24.2,8.4,19.8,11.4,83033.0,37853.0,822794,265951,11.617553609499495,1.523212922681246,4.503837173013074,4.8238209294193295,3.811980402404954,7.1686137671977175,4.168061033799459,0.13235520829024894,10.89032005580984,491,California,9.259397954488206
6113,7.5,18.8,19.9,7.5,20.2,17.7,71395.0,29656.0,200873,70090,6.363247253531175,3.3185903837922672,6.286203452703665,7.176487373377088,6.032244257383366,9.472107290626337,4.485661292623768,0.2068768725923812,9.041508814026773,87,California,9.259397954488206
6115,12.1,24.3,30.3,10.1,9.7,3.9,48521.0,23807.0,72244,24133,1.7735051589110349,5.593999917125927,4.4751999337007415,5.448970289644885,2.042845895661542,3.8867940164919412,11.784693158745284,0.3522148095968176,9.787733237362273,6,California,9.259397954488206
8001,10.7,29.8,22.7,8.0,14.5,6.1,59192.0,32428.0,442996,151034,8.28820000794523,1.119615450825642,2.8304884992783084,5.196180992359337,8.372287034707417,8.543771601096443,6.969291682667478,0.05892712899082325,12.97850319190241,117,Colorado,17.44510603528114
8003,7.7,28.9,27.1,7.0,11.2,11.8,43770.0,14587.0,15750,5853,4.3225696224158545,6.611993849308047,5.569793268409363,2.084401161797369,4.1346318127456,2.631129335383564,14.197847257816505,0.0,5.723174603174603,1,Colorado,17.44510603528114
8005,4.9,21.2,23.1,8.3,25.3,13.2,68554.0,35585.0,574357,223747,9.255990024447255,1.0252651432197974,3.4020567873535734,7.09372639633157,10.978024286359146,13.98007571051232,1.0873888811917032,0.0916213401743934,12.76827826595654,180,Colorado,17.44510603528114
8007,5.7,25.1,24.8,6.6,23.2,12.9,52824.0,33635.0,12109,4536,8.267195767195767,5.79805996472663,8.487654320987655,7.473544973544973,2.4029982363315696,0.0,19.44444444444445,0.5291005291005291,8.421009166735486,1,Colorado,17.44510603528114
8013,3.0,12.7,17.7,5.6,32.4,25.6,94670.0,35428.0,297218,120061,7.799368654267412,2.053122995810462,4.322802575357527,6.575823956155621,6.9947776546921965,10.835325376267063,2.952665728254804,0.037480947185180864,10.350803114212463,193,Colorado,17.44510603528114
8014,2.5,17.3,22.7,8.2,30.7,16.3,106137.0,36638.0,55913,21375,6.928654970760234,0.2152046783625731,1.4222222222222225,4.495906432748538,6.605847953216375,12.014035087719298,3.429239766081872,0.13567251461988306,12.709656072827427,53,Colorado,17.44510603528114
8015,5.2,28.2,23.1,6.6,22.1,11.3,49923.0,27301.0,17879,7680,4.830729166666667,2.3307291666666665,3.3072916666666665,2.1484375,1.2890625,0.26041666666666663,16.653645833333332,0.0,5.673975054533251,1,Colorado,17.44510603528114
8019,4.0,24.8,27.0,6.3,23.9,13.4,95223.0,37367.0,9059,4013,5.3077498131074,2.317468228258161,4.8342885621729375,3.0650386244704713,2.8407675056067783,3.2893097433341634,11.761774233740347,0.0,14.965779887404793,10,Colorado,17.44510603528114
8021,9.4,34.3,22.0,5.5,14.2,6.2,43787.0,14784.0,8241,3137,2.4864520242269683,1.4982467325470197,1.0200828817341407,2.1357985336308576,1.2432260121134842,0.5737966209754543,23.30251832961428,0.4144086707044948,8.495328236864458,2,Colorado,17.44510603528114
8027,5.7,29.6,26.0,5.6,19.0,13.5,58077.0,30938.0,4208,2053,1.071602532878714,2.143205065757428,0.974184120798831,3.1173891865562586,1.8022406234778368,0.3896736483195324,19.386264003896734,0.43838285435947405,9.828897338403042,2,Colorado,17.44510603528114
8029,7.5,36.0,24.3,8.3,12.7,5.9,55500.0,20713.0,30710,12661,2.424768975594345,1.5954505963194061,1.4058921096279915,1.1057578390332516,1.200537082378959,0.8135218387173209,20.472316562672773,0.3712187031040202,9.184467600130251,2,Colorado,17.44510603528114
8031,7.7,19.0,18.7,5.2,25.8,16.4,51755.0,36122.0,604356,261836,8.685207534487237,2.8212316106264983,4.050245191646678,6.184787424189187,9.221039123726301,27.611940298507466,0.4300401778212316,0.04010143754105623,12.05214310770473,3,Oregon,9.4107686162394
8035,1.8,13.7,20.9,8.1,37.1,17.7,115940.0,52487.0,286883,102189,5.3792482556830965,0.24855904255839675,1.7183845619391518,4.739257650040612,4.267582616524283,5.767744082044056,0.3297810918983452,0.0293573672313067,12.595326317697456,134,Colorado,17.44510603528114
8037,4.9,17.8,16.2,5.8,36.2,11.3,72951.0,43636.0,51850,18407,35.44847069049817,3.221600478078992,7.85027435214864,14.896506763731189,16.683870266746347,22.328461998152875,9.040039115553864,0.0,11.19566055930569,20,Colorado,17.44510603528114
8039,2.2,29.0,27.5,10.6,21.5,8.6,84383.0,44886.0,23058,8195,1.0128126906650396,0.3172666259914582,0.4026845637583893,0.4636973764490543,0.20744356314826112,0.07321537522879805,5.417937766931055,0.0,17.808569693815592,31,Colorado,17.44510603528114
8041,4.4,21.9,26.0,10.3,21.7,13.6,64324.0,30952.0,622816,234058,8.889676917687071,1.4103341906706883,4.375838467388425,3.806748754582197,5.457621615155218,8.816618103205187,3.946884960138085,0.04101547479684523,9.782343420849818,84,Colorado,17.44510603528114
8043,9.6,36.5,23.9,7.2,10.5,5.4,47903.0,22579.0,47006,17200,3.3255813953488373,2.1279069767441863,3.226744186046512,4.197674418604652,0.8895348837209303,2.081395348837209,16.168604651162788,0.14534883720930233,6.52874101178573,2,Colorado,17.44510603528114
8045,8.3,25.7,26.4,8.0,17.3,7.8,61984.0,43595.0,56330,20272,10.314719810576163,3.438239936858721,5.421270718232044,6.0033543804262015,4.33602999210734,2.7081689029202844,13.264601420678769,0.3847671665351223,13.233090715426949,4,Colorado,17.44510603528114
8047,5.0,23.0,30.6,10.5,16.5,13.6,65625.0,34068.0,5358,2458,1.5052888527257935,5.248169243287227,0.4475183075671277,0.5695687550854354,2.644426362896664,6.061838893409274,3.620829943043125,0.0,16.460432997387084,20,Colorado,17.44510603528114
8049,4.7,27.8,25.2,8.8,24.5,7.8,65406.0,54606.0,14608,5341,15.12825313611683,11.233851338700616,10.990451226362104,29.376521250702115,26.02508893465643,18.55457779442052,19.69668601385508,0.16850777008050927,9.986308871851039,5,Colorado,17.44510603528114
8051,3.5,16.3,20.1,5.9,37.6,14.3,67069.0,26929.0,15385,6447,9.60136497595781,10.361408407011014,9.244609896075694,8.205366837288661,10.780207848611758,10.919807662478672,15.557623700946175,0.06204436171862882,7.167370815729607,5,Colorado,17.44510603528114
8053,4.5,22.4,26.2,2.7,23.9,19.8,57500.0,24423.0,790,372,15.591397849462366,1.6129032258064515,8.333333333333332,4.838709677419356,0.0,0.0,48.387096774193544,0.0,4.120253164556962,1,Colorado,17.44510603528114
8055,8.0,27.5,25.7,5.1,16.9,8.4,28750.0,21333.0,6730,3134,2.32929164007658,2.6483726866624124,3.2227185705169115,5.296745373324825,0.4148053605615826,1.244416081684748,13.529036375239313,0.0,6.906389301634473,2,Colorado,17.44510603528114
8059,4.6,21.5,23.3,8.3,26.3,14.1,82340.0,37105.0,536095,219005,8.681536951211159,1.3552202004520444,3.330517568092053,5.701696308303464,7.204401725987991,8.45231844021826,1.1839912330768705,0.04611766854638022,12.685699362986036,202,Colorado,17.44510603528114
8063,7.1,31.2,26.6,9.7,9.5,5.4,48264.0,19347.0,8210,3051,1.6060308095706328,1.4749262536873156,3.179285480170436,2.785971812520485,1.966568338249754,2.5237627007538515,15.437561455260573,0.2949852507374631,5.302679658952497,1,Colorado,17.44510603528114
8065,6.1,19.5,26.3,14.7,16.5,7.5,42350.0,19934.0,7372,2879,2.9176797499131637,3.1608197290725952,5.765890934352206,3.230288294546717,10.489753386592566,2.153525529697812,22.229940951719346,0.0,15.535811177428107,1,Colorado,17.44510603528114
8067,4.1,19.9,25.5,7.2,26.1,15.5,62035.0,33888.0,51443,21060,7.388414055080722,3.755935422602089,4.2070275403608735,5.868945868945869,3.5470085470085464,5.0237416904083565,15.745489078822413,0.308641975308642,9.865287794257721,8,Colorado,17.44510603528114
8069,3.6,19.0,22.7,8.8,26.7,16.9,74586.0,27910.0,300870,120592,7.48722966697625,2.8467891734111714,4.064117022688071,5.75660076953695,5.58080137985936,5.4522688072177266,4.788874883906064,0.01741409048693114,10.658191245388373,88,Colorado,17.44510603528114
8071,10.5,28.2,25.6,12.1,11.5,5.5,44500.0,17593.0,15385,6161,2.3535140399285828,1.8341178380133092,3.522155494237948,4.479792241519234,1.3471838987177405,2.8566791105340044,14.640480441486773,0.4220094140561597,8.36366590835229,1,Colorado,17.44510603528114
8073,9.4,38.0,19.7,6.9,12.0,3.8,53382.0,19783.0,5443,1874,0.16008537886872998,0.5869797225186766,5.496264674493064,5.229455709711846,1.4941302027748131,1.8676627534685168,20.117395944503734,0.0,5.096454161308103,1,Colorado,17.44510603528114
8077,6.8,30.6,24.9,9.2,16.5,8.6,58936.0,24509.0,146562,58635,4.591114522043148,2.443932804638868,5.2767118615161595,2.7696768141894768,1.7156988147011172,4.09652937665217,9.472158267246526,0.21147778630510786,9.373132189789986,27,Colorado,17.44510603528114
8081,8.6,36.5,28.9,8.3,8.7,5.6,62336.0,24458.0,13547,5243,1.9835971771886325,2.174327674995232,2.5557886706084303,2.784665267976349,2.4413503719244707,4.348655349990462,23.631508678237648,0.5149723440778181,9.46076622130361,1,Colorado,17.44510603528114
8083,7.5,28.3,26.9,7.3,16.6,10.7,41121.0,27146.0,25424,10883,1.7274648534411468,1.9939354957272808,3.9327391344298452,2.4625562804373797,0.992373426444914,0.8086005696958559,22.337590737848018,0.3675457134981163,8.702800503461296,4,Colorado,17.44510603528114
8085,7.8,32.0,22.8,7.0,14.0,9.0,47349.0,26759.0,40994,16732,3.3827396605307194,1.284962945254602,2.026057853215396,2.551996174994024,1.4044943820224718,2.5998087497011717,16.668658857279464,0.06574229022232847,9.056203346831245,6,Colorado,17.44510603528114
8087,8.9,31.0,23.7,9.3,9.4,5.2,44009.0,19382.0,28200,10489,3.441700829440366,2.9173419773095626,3.069882734293069,3.2414910858995136,1.6016779483268184,3.3272952617027363,15.587758604252073,0.2478787300981981,7.010106382978723,2,Colorado,17.44510603528114
8091,1.3,21.7,23.9,5.5,30.5,16.0,64688.0,44583.0,4445,1886,4.135737009544008,4.665959703075292,4.825026511134676,6.733828207847298,0.4241781548250266,0.0,10.233297985153763,0.2120890774125133,9.718785151856018,6,Colorado,17.44510603528114
8093,3.7,24.0,28.0,9.5,23.3,10.5,84734.0,44293.0,16168,6997,1.586394168929541,1.514934972130913,0.17150207231670714,0.5573817350292983,0.0,0.0,11.23338573674432,0.0,20.407904502721426,5,Colorado,17.44510603528114
8095,10.1,32.1,24.1,10.0,13.5,5.9,60804.0,20357.0,4380,1643,0.9129640900791236,0.7303712720632989,3.2258064516129035,0.6695069993913573,1.8259281801582472,1.0955569080949483,12.172854534388314,0.0,6.408675799086758,1,Colorado,17.44510603528114
8097,2.4,10.3,21.9,8.8,38.3,17.1,108700.0,56349.0,17000,7347,27.3172723560637,6.506056893970329,9.282700421940927,17.816795971144682,15.080985436232474,18.15707091329795,6.533278889342589,0.0,8.949117647058824,56,Colorado,17.44510603528114
8101,9.2,28.6,26.5,10.2,13.6,7.4,47460.0,21940.0,159072,62090,4.543404735062007,2.8120470285070054,4.483813818650346,2.7105814140763407,1.9906587212111448,5.4485424383958785,5.809309067482686,0.01932678370107908,8.018161587205794,18,Colorado,17.44510603528114
8103,4.2,35.5,26.0,8.9,15.0,7.3,71979.0,24615.0,6728,2540,3.346456692913386,3.2677165354330717,3.2677165354330717,4.094488188976378,6.102362204724409,5.118110236220472,10.748031496062989,0.31496062992125984,9.233799048751486,1,Colorado,17.44510603528114
8105,7.3,30.4,26.7,8.4,12.1,6.8,44885.0,20153.0,11925,4344,2.923572744014733,4.788213627992634,1.4272559852670348,3.3839779005524857,2.2790055248618786,2.5782688766114177,19.544198895027627,0.13812154696132595,6.991194968553458,2,Colorado,17.44510603528114
8107,2.6,17.8,25.2,8.0,30.6,15.2,74877.0,38981.0,23385,9833,17.278551815315772,6.844299806773111,6.630733245194754,13.932675683921488,10.027458557917218,15.061527509407101,8.085019831180718,0.4881521407505339,9.175326063716057,3,Colorado,17.44510603528114
8109,11.3,28.0,22.0,5.3,12.6,9.1,29440.0,20326.0,6189,2726,5.099046221570066,1.9809244314013204,1.504035216434336,3.008070432868672,1.4306676449009537,0.8070432868672046,24.21129860601614,0.22010271460014674,8.225884634028112,3,Colorado,17.44510603528114
8111,7.1,20.0,35.0,6.2,22.2,7.9,75556.0,32917.0,747,378,1.851851851851852,2.380952380952381,15.608465608465607,7.936507936507937,16.666666666666664,12.433862433862435,6.084656084656085,0.0,8.005354752342704,7,Colorado,17.44510603528114
8113,2.7,17.2,22.1,3.4,37.9,15.7,78949.0,43750.0,7432,3360,3.303571428571429,8.511904761904763,9.404761904761905,14.345238095238097,20.863095238095237,29.255952380952387,3.8392857142857135,0.0,9.773950484391818,13,Colorado,17.44510603528114
8117,1.8,16.3,22.0,8.0,33.3,15.9,70938.0,38099.0,27753,11358,23.375594294770213,8.372952984680401,17.80243000528262,18.964606444796622,29.4770206022187,74.22081352350766,5.661207959147737,0.0,9.485100709833171,10,Colorado,17.44510603528114
8119,4.4,26.2,27.5,9.8,17.4,13.2,61438.0,26838.0,23163,9034,2.468452512729688,1.3283152534868277,2.468452512729688,0.6752269205224707,1.3504538410449414,0.23245516936019486,14.987823776843035,0.0,13.721884039200447,10,Colorado,17.44510603528114
8121,6.8,35.3,25.6,9.8,13.2,4.8,55042.0,22132.0,4796,2073,2.122527737578389,1.6401350699469366,1.929570670525808,1.6883743367100816,0.6753497346840328,0.6753497346840328,11.722141823444286,0.0,9.141993327773145,1,Colorado,17.44510603528114
8123,8.0,26.3,24.2,8.8,17.8,8.0,63422.0,26760.0,253552,89553,3.9216999988833434,1.9988163433944144,2.8597590253816176,4.133864862148672,4.324813239087469,4.078032003394639,7.988565430527173,0.10161580293234176,11.684900927620369,59,Colorado,17.44510603528114
9001,5.7,23.1,15.3,6.0,25.3,19.3,108758.0,38395.0,918892,332968,6.919583863914852,9.54596237476274,9.01528074769948,5.217017851565315,3.8928665817736237,10.522332476394126,0.37150717186035903,0.020122053770932943,12.611422234604285,10,Connecticut,9.44053354799673
9003,7.2,27.7,18.0,7.6,19.7,14.7,79715.0,31791.0,893504,349158,6.131894443203364,8.186551647105322,10.498685408897977,6.892008775396812,4.434668545472251,10.914256582979622,0.5813986791080256,0.026635505988692798,10.206249776162164,7,Connecticut,9.44053354799673
