id,geographic area name,"9th to 12th grade, no diploma",high school graduate (includes equivalency),"some college, no degree",associate's degree,bachelor's degree,graduate or professional degree,year
0500000US47141,"Putnam County, Tennessee",4017,17764,8544,2129,7219,3715,2015
0500000US47143,"Rhea County, Tennessee",3187,8331,4236,1159,1701,1124,2015
0500000US47145,"Roane County, Tennessee",3545,14157,8209,3357,4374,2729,2015
0500000US47147,"Robertson County, Tennessee",4236,17304,10020,3508,5327,2674,2015
0500000US47149,"Rutherford County, Tennessee",10719,51567,40515,12709,37272,15141,2015
0500000US47151,"Scott County, Tennessee",2030,7014,2222,843,679,640,2015
0500000US47153,"Sequatchie County, Tennessee",791,4089,2124,811,775,542,2015
0500000US47155,"Sevier County, Tennessee",6900,24618,13857,4881,6841,3963,2015
0500000US47157,"Shelby County, Tennessee",51746,163005,140448,36630,113319,68277,2015
0500000US47159,"Smith County, Tennessee",1373,6271,2337,743,810,522,2015
0500000US47161,"Stewart County, Tennessee",845,3897,2156,662,752,568,2015
0500000US47163,"Sullivan County, Tennessee",9294,39385,23884,8578,15426,9365,2015
0500000US51025,"Brunswick County, Virginia",1915,4312,2363,913,906,678,2015
0500000US51027,"Buchanan County, Virginia",2285,6024,3372,1116,1176,559,2015
0500000US51029,"Buckingham County, Virginia",1526,5351,2176,695,933,349,2015
0500000US51031,"Campbell County, Virginia",3899,13932,8273,3119,4772,2670,2015
0500000US51033,"Caroline County, Virginia",2529,7299,4098,1149,2576,1240,2015
0500000US51035,"Carroll County, Virginia",2884,7563,4363,2397,2295,885,2015
0500000US51036,"Charles City County, Virginia",954,2128,983,279,390,316,2015
0500000US51037,"Charlotte County, Virginia",1071,3211,1608,653,783,414,2015
0500000US51041,"Chesterfield County, Virginia",12331,52226,47795,17163,49730,30239,2015
0500000US51043,"Clarke County, Virginia",753,2856,2129,794,1846,1310,2015
0500000US51045,"Craig County, Virginia",146,1864,758,262,454,110,2015
0500000US51047,"Culpeper County, Virginia",3150,11005,6719,2236,4815,2251,2015
0500000US51049,"Cumberland County, Virginia",914,2480,1275,523,683,306,2015
0500000US51051,"Dickenson County, Virginia",1429,3956,2311,858,717,509,2015
0500000US51053,"Dinwiddie County, Virginia",2215,7764,3822,1425,1904,1088,2015
0500000US51057,"Essex County, Virginia",885,3015,1790,448,701,488,2015
0500000US51059,"Fairfax County, Virginia",26949,99450,105107,41173,236675,222442,2015
0500000US51061,"Fauquier County, Virginia",2504,13052,10093,3302,9415,5961,2015
0500000US51063,"Floyd County, Virginia",934,4019,2342,970,1369,679,2015
0500000US51065,"Fluvanna County, Virginia",1468,5243,3786,1512,3498,2313,2015
0500000US51067,"Franklin County, Virginia",3811,12951,9449,3276,5289,3015,2015
0500000US51069,"Frederick County, Virginia",4359,16942,11113,4368,10225,5957,2015
0500000US51071,"Giles County, Virginia",1009,4834,2361,1036,1153,761,2015
0500000US51073,"Gloucester County, Virginia",1738,8930,5964,3072,3726,2097,2015
0500000US51075,"Goochland County, Virginia",1101,4331,2920,1236,3924,2098,2015
0500000US51077,"Grayson County, Virginia",1338,4798,2107,1105,833,332,2015
0500000US51079,"Greene County, Virginia",1428,4545,2488,912,2043,1041,2015
0500000US51081,"Greensville County, Virginia",1365,3727,1779,446,409,348,2015
0500000US51083,"Halifax County, Virginia",3177,9241,5143,1896,2569,1350,2015
0500000US51085,"Hanover County, Virginia",3786,18964,14329,5484,16242,8297,2015
0500000US51087,"Henrico County, Virginia",12364,49662,44924,14077,54814,33635,2015
0500000US51089,"Henry County, Virginia",5393,13018,8543,4020,2789,1553,2015
0500000US51091,"Highland County, Virginia",142,696,341,81,263,127,2015
0500000US51093,"Isle of Wight County, Virginia",2011,7038,5882,2177,4393,2448,2015
0500000US51095,"James City County, Virginia",1945,10741,9439,3648,13503,10460,2015
0500000US51097,"King and Queen County, Virginia",441,2139,1051,284,653,290,2015
0500000US51099,"King George County, Virginia",941,4897,3650,1196,3072,2141,2015
0500000US51101,"King William County, Virginia",789,4402,2490,848,1392,659,2015
0500000US51103,"Lancaster County, Virginia",558,2893,1882,691,1351,1109,2015
0500000US51105,"Lee County, Virginia",2309,6221,4176,1160,1402,827,2015
0500000US51107,"Loudoun County, Virginia",6558,30797,34436,13764,77610,52205,2015
0500000US51109,"Louisa County, Virginia",2632,9008,4538,1592,3152,1853,2015
0500000US51111,"Lunenburg County, Virginia",1546,3183,1958,541,739,374,2015
0500000US51113,"Madison County, Virginia",947,3380,1634,542,1332,817,2015
0500000US51115,"Mathews County, Virginia",442,2264,1617,402,1100,886,2015
0500000US51117,"Mecklenburg County, Virginia",2733,7509,5257,1853,2267,1341,2015
0500000US51119,"Middlesex County, Virginia",712,2691,2014,552,1267,737,2015
0500000US51121,"Montgomery County, Virginia",2869,11538,8634,3928,12246,11864,2015
0500000US51125,"Nelson County, Virginia",936,3655,1736,680,1564,1501,2015
0500000US51127,"New Kent County, Virginia",1054,4571,3411,1080,2315,1085,2015
0500000US51131,"Northampton County, Virginia",1005,3056,1729,502,1253,583,2015
0500000US51133,"Northumberland County, Virginia",787,3006,2391,670,1554,899,2015
0500000US51135,"Nottoway County, Virginia",1357,4136,2173,660,1171,524,2015
0500000US51137,"Orange County, Virginia",1996,8455,5350,1497,3712,2396,2015
0500000US51139,"Page County, Virginia",2223,7351,2856,813,1387,803,2015
0500000US51141,"Patrick County, Virginia",1946,4940,2914,1224,1096,640,2015
0500000US51143,"Pittsylvania County, Virginia",5408,16078,10163,4048,4257,2182,2015
0500000US51145,"Powhatan County, Virginia",1467,5778,4985,1606,3894,1743,2015
0500000US51147,"Prince Edward County, Virginia",1264,4465,2306,667,1599,1551,2015
0500000US51149,"Prince George County, Virginia",2188,8522,6172,2215,3568,1872,2015
0500000US51153,"Prince William County, Virginia",14848,59767,59172,21345,64036,42839,2015
0500000US51155,"Pulaski County, Virginia",2426,8757,5487,2679,2923,1642,2015
0500000US51157,"Rappahannock County, Virginia",409,1443,1108,342,1120,854,2015
0500000US51159,"Richmond County, Virginia",925,2770,1374,428,606,269,2015
0500000US51161,"Roanoke County, Virginia",3405,17660,14285,6705,15212,7627,2015
0500000US51163,"Rockbridge County, Virginia",1406,6100,3027,1005,2327,1955,2015
0500000US51165,"Rockingham County, Virginia",5207,18775,8735,2890,7594,4966,2015
0500000US51167,"Russell County, Virginia",1964,7497,3985,1640,1642,899,2015
0500000US51169,"Scott County, Virginia",1885,6035,3629,1124,1350,603,2015
0500000US51171,"Shenandoah County, Virginia",2783,12115,6093,1867,3742,2098,2015
0500000US51173,"Smyth County, Virginia",2236,8858,4697,1677,2109,1319,2015
0500000US51175,"Southampton County, Virginia",1623,4659,3117,997,1358,645,2015
0500000US51177,"Spotsylvania County, Virginia",5734,26437,17889,5963,14942,9498,2015
0500000US51179,"Stafford County, Virginia",3935,20325,20880,7221,19077,12516,2015
0500000US51181,"Surry County, Virginia",580,1442,1198,348,759,289,2015
0500000US51183,"Sussex County, Virginia",1757,3655,1585,303,500,369,2015
0500000US51185,"Tazewell County, Virginia",3673,11305,6484,2977,2701,1576,2015
0500000US51187,"Warren County, Virginia",2554,9645,5113,2330,3672,1773,2015
0500000US51191,"Washington County, Virginia",3315,13072,7542,3514,5741,3536,2015
0500000US51193,"Westmoreland County, Virginia",1432,4616,2540,818,1467,865,2015
0500000US51195,"Wise County, Virginia",4129,9104,5823,1935,2522,1405,2015
0500000US51197,"Wythe County, Virginia",2447,7707,4118,1987,2078,1301,2015
0500000US51199,"York County, Virginia",1603,8597,9578,4610,10039,8503,2015
0500000US51510,"Alexandria city, Virginia",4627,13818,15783,4725,33951,35893,2015
0500000US51520,"Bristol city, Virginia",1376,4055,2313,946,1991,898,2015
0500000US51530,"Buena Vista city, Virginia",369,1663,759,264,451,224,2015
0500000US51540,"Charlottesville city, Virginia",1542,6173,4152,909,6475,7369,2015
0500000US51550,"Chesapeake city, Virginia",9998,40278,39167,14062,28571,16494,2015
0500000US51570,"Colonial Heights city, Virginia",918,4245,2758,981,1651,967,2015
0500000US51580,"Covington city, Virginia",458,1729,910,302,239,130,2015
0500000US51590,"Danville city, Virginia",3804,8206,6646,2914,3303,1913,2015
0500000US51595,"Emporia city, Virginia",519,1281,631,312,412,299,2015
0500000US51600,"Fairfax city, Virginia",655,2507,2787,904,5142,3907,2015
0500000US51610,"Falls Church city, Virginia",134,683,760,275,3123,4027,2015
0500000US51620,"Franklin city, Virginia",712,1418,1342,318,919,576,2015
0500000US51630,"Fredericksburg city, Virginia",1044,4325,3497,794,3409,2589,2015
0500000US51640,"Galax city, Virginia",911,1686,1015,343,411,169,2015
0500000US51650,"Hampton city, Virginia",6427,24568,26981,8400,13369,7503,2015
0500000US51660,"Harrisonburg city, Virginia",1985,6474,3888,1437,5020,3716,2015
0500000US51670,"Hopewell city, Virginia",1782,5677,3457,1030,1201,629,2015
0500000US51678,"Lexington city, Virginia",255,406,331,76,505,481,2015
0500000US51680,"Lynchburg city, Virginia",3231,10946,9744,3393,8669,5763,2015
0500000US51683,"Manassas city, Virginia",1878,6722,5043,1834,4543,2892,2015
0500000US51685,"Manassas Park city, Virginia",849,2579,2155,615,1876,922,2015
0500000US51690,"Martinsville city, Virginia",1286,2822,2078,834,956,736,2015
0500000US51700,"Newport News city, Virginia",8357,32382,31277,11046,17245,10395,2015
0500000US51710,"Norfolk city, Virginia",13981,40050,38972,11665,23236,15736,2015
0500000US51720,"Norton city, Virginia",275,518,773,373,382,141,2015
0500000US51730,"Petersburg city, Virginia",3054,7483,5073,1095,2018,1485,2015
0500000US51735,"Poquoson city, Virginia",318,2272,1798,684,1887,1238,2015
0500000US51740,"Portsmouth city, Virginia",7542,18305,16394,5130,8423,4743,2015
0500000US51750,"Radford city, Virginia",419,1587,1333,863,1456,1039,2015
0500000US51760,"Richmond city, Virginia",14957,32987,26876,7652,31303,20335,2015
0500000US51770,"Roanoke city, Virginia",6623,20833,15473,5398,10188,6024,2015
0500000US51775,"Salem city, Virginia",978,5034,3722,1651,2890,1910,2015
0500000US51790,"Staunton city, Virginia",1527,5312,3151,1135,3226,2155,2015
0500000US51800,"Suffolk city, Virginia",4809,16125,13476,5283,9368,5695,2015
0500000US51810,"Virginia Beach city, Virginia",13988,66707,80086,30578,66094,34834,2015
0500000US51820,"Waynesboro city, Virginia",1547,5604,3142,932,1709,972,2015
0500000US51830,"Williamsburg city, Virginia",219,1122,1205,509,1957,1830,2015
0500000US51840,"Winchester city, Virginia",1438,5438,3144,1438,2745,2320,2015
0500000US53001,"Adams County, Washington",851,2712,2026,800,955,472,2015
0500000US53003,"Asotin County, Washington",1286,4761,4807,1541,2005,826,2015
0500000US53005,"Benton County, Washington",6680,28922,28918,12685,21723,13048,2015
0500000US53007,"Chelan County, Washington",3525,14922,10321,3966,7531,4602,2015
0500000US53009,"Clallam County, Washington",3039,15111,15764,5746,8007,5418,2015
0500000US53011,"Clark County, Washington",17285,74289,82984,31415,52479,27498,2015
0500000US53013,"Columbia County, Washington",200,812,798,368,482,197,2015
0500000US53015,"Cowlitz County, Washington",6154,21643,21617,7052,6857,4392,2015
0500000US53017,"Douglas County, Washington",2303,7148,6734,2477,3308,1177,2015
0500000US53019,"Ferry County, Washington",597,1745,1600,602,643,288,2015
0500000US53021,"Franklin County, Washington",4536,13377,10243,4684,5145,2634,2015
0500000US53023,"Garfield County, Washington",59,486,433,256,324,82,2015
0500000US53025,"Grant County, Washington",5130,14736,12753,5052,5901,3113,2015
0500000US53027,"Grays Harbor County, Washington",3727,16262,14935,5862,4994,2475,2015
0500000US53029,"Island County, Washington",2137,13200,16062,6350,11656,6318,2015
0500000US53031,"Jefferson County, Washington",1027,5614,6567,1637,5214,3746,2015
0500000US53033,"King County, Washington",60353,236295,282508,118760,425117,262304,2015
0500000US53035,"Kitsap County, Washington",7049,40389,52352,18921,34065,18716,2015
0500000US53037,"Kittitas County, Washington",1535,6527,6062,1758,5695,2730,2015
0500000US53039,"Klickitat County, Washington",990,4336,4100,1316,2390,1122,2015
0500000US53041,"Lewis County, Washington",4363,16576,14824,6218,4888,3191,2015
0500000US53043,"Lincoln County, Washington",488,2489,1981,803,1118,422,2015
0500000US53045,"Mason County, Washington",3851,13453,13413,4052,5262,2588,2015
0500000US53047,"Okanogan County, Washington",2752,8519,6878,2988,3397,1894,2015
0500000US53049,"Pacific County, Washington",1062,4971,4647,1486,1771,864,2015
0500000US53051,"Pend Oreille County, Washington",652,3108,2878,1134,1160,488,2015
0500000US53053,"Pierce County, Washington",33175,156187,145322,57384,87636,46142,2015
0500000US53055,"San Juan County, Washington",417,2206,3108,948,3365,2605,2015
0500000US53057,"Skagit County, Washington",5643,21906,22295,8011,13105,7270,2015
0500000US53059,"Skamania County, Washington",537,2343,2500,678,1139,626,2015
0500000US53061,"Snohomish County, Washington",27986,123219,136506,52785,105751,45983,2015
0500000US53063,"Spokane County, Washington",16067,82304,86363,37379,58114,33488,2015
0500000US53065,"Stevens County, Washington",2236,10587,8216,3865,3286,1847,2015
0500000US53067,"Thurston County, Washington",7942,40884,49306,18113,36521,23626,2015
0500000US53069,"Wahkiakum County, Washington",174,1013,1027,346,308,137,2015
0500000US53071,"Walla Walla County, Washington",1962,8752,10062,5007,6327,4178,2015
0500000US53073,"Whatcom County, Washington",7163,30953,33593,14402,28685,15005,2015
0500000US53075,"Whitman County, Washington",699,3915,4700,1876,5766,5223,2015
0500000US53077,"Yakima County, Washington",16379,41167,30260,11692,14563,8742,2015
0500000US54001,"Barbour County, West Virginia",1443,5368,1815,703,895,463,2015
0500000US54003,"Berkeley County, West Virginia",7084,28100,15991,5403,9316,5168,2015
0500000US54005,"Boone County, West Virginia",2196,8305,2521,878,900,580,2015
0500000US54007,"Braxton County, West Virginia",1426,5115,1566,451,886,365,2015
0500000US54009,"Brooke County, West Virginia",1029,7400,3496,1348,1858,1270,2015
0500000US54011,"Cabell County, West Virginia",5983,20678,13128,5090,9584,7852,2015
0500000US54013,"Calhoun County, West Virginia",824,2671,690,274,418,151,2015
0500000US54015,"Clay County, West Virginia",846,3159,676,271,372,261,2015
0500000US54017,"Doddridge County, West Virginia",645,2614,1137,282,521,275,2015
0500000US54019,"Fayette County, West Virginia",4206,14555,5559,2128,2766,1283,2015
0500000US54021,"Gilmer County, West Virginia",855,2229,1246,286,600,411,2015
0500000US54023,"Grant County, West Virginia",855,4315,1152,508,603,456,2015
0500000US54025,"Greenbrier County, West Virginia",2590,11433,4577,1342,2917,1780,2015
0500000US54027,"Hampshire County, West Virginia",2545,8492,2355,715,1169,546,2015
0500000US54029,"Hancock County, West Virginia",2050,9493,3947,1884,2792,1161,2015
0500000US54031,"Hardy County, West Virginia",1243,4833,1371,419,945,475,2015
0500000US54033,"Harrison County, West Virginia",4389,19322,10199,3313,6609,3336,2015
0500000US54035,"Jackson County, West Virginia",1888,8478,4204,1510,2422,1211,2015
0500000US54037,"Jefferson County, West Virginia",2757,11942,7786,2487,6758,3807,2015
0500000US54039,"Kanawha County, West Virginia",10915,51030,26718,8586,20022,14225,2015
0500000US54041,"Lewis County, West Virginia",926,5875,1897,810,1101,568,2015
0500000US54043,"Lincoln County, West Virginia",1384,6553,3199,659,855,579,2015
0500000US54045,"Logan County, West Virginia",3433,10694,4913,1939,1421,668,2015
0500000US54047,"McDowell County, West Virginia",3164,6719,1861,509,494,289,2015
0500000US48103,"Crane County, Texas",285,880,741,102,272,98,2015
0500000US48105,"Crockett County, Texas",408,688,527,247,226,112,2015
0500000US48107,"Crosby County, Texas",604,1179,874,176,352,99,2015
0500000US48109,"Culberson County, Texas",184,475,223,55,103,40,2015
0500000US48111,"Dallam County, Texas",501,1363,1021,211,370,86,2015
0500000US48113,"Dallas County, Texas",170162,358718,316804,86660,293253,163593,2015
0500000US48115,"Dawson County, Texas",1170,3309,1822,315,723,247,2015
