"GEO_ID","NAME","B08013_001E","B08013_001M","B08013_002E","B08013_002M","B08013_003E","B08013_003M"
"id","Geographic Area Name","Estimate!!Aggregate travel time to work (in minutes)","Margin of Error!!Aggregate travel time to work (in minutes)","Estimate!!Aggregate travel time to work (in minutes)!!Male","Margin of Error!!Aggregate travel time to work (in minutes)!!Male","Estimate!!Aggregate travel time to work (in minutes)!!Female","Margin of Error!!Aggregate travel time to work (in minutes)!!Female"
"0500000US01001","Autauga County, Alabama","611325","34361","338920","20334","272405","28765"
"0500000US01003","Baldwin County, Alabama","2239155","74028","1309345","64533","929810","38827"
"0500000US01005","Barbour County, Alabama","200275","15991","118100","14059","82175","8537"
"0500000US01007","Bibb County, Alabama","236790","23007","141690","15730","95100","13781"
"0500000US01009","Blount County, Alabama","728175","34838","443245","25556","284930","21078"
"0500000US01011","Bullock County, Alabama","123845","17918","78390","16200","45455","8132"
"0500000US01013","Butler County, Alabama","173210","11295","98745","7965","74465","7677"
"0500000US01015","Calhoun County, Alabama","1113310","46116","644670","38541","468640","27193"
"0500000US01017","Chambers County, Alabama","329230","19912","183260","16481","145975","12151"
"0500000US01019","Cherokee County, Alabama","252870","18313","154695","11645","98175","11395"
"0500000US01021","Chilton County, Alabama","554695","30913","321535","21674","233160","23479"
"0500000US01023","Choctaw County, Alabama","136110","16030","79975","11256","56135","9588"
"0500000US01025","Clarke County, Alabama","185110","17702","122610","13314","62500","9222"
"0500000US01027","Clay County, Alabama","158500","19938","96230","14561","62270","12250"
"0500000US01029","Cleburne County, Alabama","176540","14718","111585","12897","64960","7796"
"0500000US01031","Coffee County, Alabama","466725","20667","266195","14599","200535","14358"
"0500000US01033","Colbert County, Alabama","493810","31691","285170","25764","208640","16116"
"0500000US01035","Conecuh County, Alabama","113340","14611","64230","11624","49115","10666"
"0500000US01037","Coosa County, Alabama","106945","11822","56215","9016","50725","8696"
"0500000US01039","Covington County, Alabama","359460","21839","233605","19024","125855","8812"
"0500000US01041","Crenshaw County, Alabama","154040","13145","93520","10814","60520","5623"
"0500000US01043","Cullman County, Alabama","819420","45249","516935","35441","302485","27715"
"0500000US01045","Dale County, Alabama","410670","18220","245405","15989","165265","10157"
"0500000US01047","Dallas County, Alabama","307420","23700","184700","19235","122715","10518"
"0500000US01049","DeKalb County, Alabama","639200","29214","376125","22582","263075","15728"
"0500000US01051","Elmore County, Alabama","892880","38843","475640","25891","417240","23904"
"0500000US01053","Escambia County, Alabama","267190","20568","154800","17724","112390","10576"
"0500000US01055","Etowah County, Alabama","927520","43189","545910","30685","381610","23088"
"0500000US01057","Fayette County, Alabama","168900","15047","97515","10341","71385","9059"
"0500000US01059","Franklin County, Alabama","346930","32318","215905","21658","131025","19982"
"0500000US01061","Geneva County, Alabama","269120","18228","158145","13253","110975","13333"
"0500000US01063","Greene County, Alabama","68415","10718","33370","8182","35045","6466"
"0500000US01065","Hale County, Alabama","150860","17490","77970","10552","72890","11051"
"0500000US01067","Henry County, Alabama","171195","17838","90515","12639","80680","12440"
"0500000US01069","Houston County, Alabama","905160","18489","501860","13515","403300","13150"
"0500000US01071","Jackson County, Alabama","501585","27177","304210","20756","197375","14220"
"0500000US01073","Jefferson County, Alabama","6831400","96137","3526460","62094","3304935","64377"
"0500000US01075","Lamar County, Alabama","148170","19381","96430","17615","51740","7127"
"0500000US01077","Lauderdale County, Alabama","928360","39673","533065","29754","395290","24416"
"0500000US01079","Lawrence County, Alabama","336050","20930","206225","15887","129825","10638"
"0500000US01081","Lee County, Alabama","1515950","55692","869310","38838","646640","32745"
"0500000US01083","Limestone County, Alabama","967385","44026","551100","25221","416285","28553"
"0500000US01085","Lowndes County, Alabama","101715","9310","50045","6255","51670","6432"
"0500000US01087","Macon County, Alabama","158810","11158","75395","8807","83415","6790"
"0500000US01089","Madison County, Alabama","3446795","58889","1901510","42238","1545280","38441"
"0500000US01091","Marengo County, Alabama","161900","16717","106885","15704","55010","8053"
"0500000US01093","Marion County, Alabama","263445","18598","155925","16063","107525","10879"
"0500000US01095","Marshall County, Alabama","881045","32808","539645","29707","341400","17891"
"0500000US01097","Mobile County, Alabama","4067240","64832","2182245","52025","1884995","51764"
"0500000US01099","Monroe County, Alabama","146920","19365","88230","15281","58690","10162"
"0500000US01101","Montgomery County, Alabama","1960115","49816","1010945","32136","949170","36320"
"0500000US01103","Morgan County, Alabama","1180630","44590","683430","30816","497200","27294"
"0500000US01105","Perry County, Alabama","63660","14518","28685","9467","34970","8316"
"0500000US01107","Pickens County, Alabama","191815","14109","105310","10463","86505","10417"
"0500000US01109","Pike County, Alabama","272560","19128","149230","16503","123330","11994"
"0500000US01111","Randolph County, Alabama","212560","17233","130250","13807","82310","8860"
"0500000US01113","Russell County, Alabama","556540","33819","316125","23797","240410","17419"
"0500000US01115","St. Clair County, Alabama","1094550","41944","606030","30169","488520","28293"
"0500000US01117","Shelby County, Alabama","2732920","48207","1498270","32986","1234650","34435"
"0500000US01119","Sumter County, Alabama","108730","15136","50580","9927","58150","13232"
"0500000US01121","Talladega County, Alabama","727605","37642","409770","24882","317835","21947"
"0500000US01123","Tallapoosa County, Alabama","370695","26620","216910","19488","153785","15166"
"0500000US01125","Tuscaloosa County, Alabama","1944640","55370","1058560","42775","886080","31316"
"0500000US01127","Walker County, Alabama","687950","39175","422910","31022","265035","19373"
"0500000US01129","Washington County, Alabama","193740","18961","116005","15263","77730","12442"
"0500000US01131","Wilcox County, Alabama","70360","11237","33770","7237","36590","8363"
"0500000US01133","Winston County, Alabama","230125","19366","136095","17055","94035","10480"
"0500000US02013","Aleutians East Borough, Alaska","11600","1057","7635","963","3965","430"
"0500000US02016","Aleutians West Census Area, Alaska","30725","2464","22065","2030","8660","1040"
"0500000US02020","Anchorage Municipality, Alaska","2864145","72745","1652790","61311","1211355","33207"
"0500000US02050","Bethel Census Area, Alaska","41490","3128","23475","2427","18015","1615"
"0500000US02060","Bristol Bay Borough, Alaska","4665","796","2740","419","1925","626"
"0500000US02068","Denali Borough, Alaska","22760","8176","11115","2646","11645","6335"
"0500000US02070","Dillingham Census Area, Alaska","15765","1335","7710","990","8055","1060"
"0500000US02090","Fairbanks North Star Borough, Alaska","956505","42536","574140","34734","382370","28177"
"0500000US02100","Haines Borough, Alaska","8410","1885","4845","1356","3565","1015"
"0500000US02105","Hoonah-Angoon Census Area, Alaska","8635","1773","5590","1822","3045","652"
"0500000US02110","Juneau City and Borough, Alaska","262480","13629","142520","9546","119965","7864"
"0500000US02122","Kenai Peninsula Borough, Alaska","455385","28411","299805","26515","155580","10767"
"0500000US02130","Ketchikan Gateway Borough, Alaska","88405","4534","48165","3461","40235","2495"
